File,Line,Speaker,UttStartTime,UttEndTime,UttLength,InstancesCountPerLine,FeatureCountPerLine,IterationNumber,Content,SyllableCount,SpeechRate,WadaSNRMeade,WadaSNRRigal,NistSNRRigal,Content_WordCount,Content_PreFeature,Content_PreFeature_WordCount,Content_PostFeature,Content_PostFeature_WordCount,Content_cleaned,Content_cleaned_WordCount,Content_cleaned_PreFeature,Content_cleaned_PreFeature_WordCount,Content_cleaned_PostFeature,Content_cleaned_PostFeature_WordCount,amazon_transcription,amazon_transcription_WordCount,amazon_transcription_cleaned,amazon_transcription_cleaned_containsFeature,amazon_transcription_cleaned_adjacentTokens,amazon_transcription_cleaned_WordCount,amazon_transcription_cleaned_TotalWER,amazon_transcription_cleaned_Alignments,amazon_transcription_cleaned_preFeature_errorCount,amazon_transcription_cleaned_preFeature_WER,amazon_transcription_cleaned_postFeature_errorCount,amazon_transcription_cleaned_postFeature_WER,deepspeech_transcription,deepspeech_transcription_WordCount,deepspeech_transcription_cleaned,deepspeech_transcription_cleaned_containsFeature,deepspeech_transcription_cleaned_adjacentTokens,deepspeech_transcription_cleaned_WordCount,deepspeech_transcription_cleaned_TotalWER,deepspeech_transcription_cleaned_Alignments,deepspeech_transcription_cleaned_preFeature_errorCount,deepspeech_transcription_cleaned_preFeature_WER,deepspeech_transcription_cleaned_postFeature_errorCount,deepspeech_transcription_cleaned_postFeature_WER,deepspeech_ConfidenceLevel,google_transcription,google_transcription_WordCount,google_transcription_cleaned,google_transcription_cleaned_containsFeature,google_transcription_cleaned_adjacentTokens,google_transcription_cleaned_WordCount,google_transcription_cleaned_TotalWER,google_transcription_cleaned_Alignments,google_transcription_cleaned_preFeature_errorCount,google_transcription_cleaned_preFeature_WER,google_transcription_cleaned_postFeature_errorCount,google_transcription_cleaned_postFeature_WER,google_ConfidenceLevel,IBMWatson_transcription,IBMWatson_transcription_WordCount,IBMWatson_transcription_cleaned,IBMWatson_transcription_cleaned_containsFeature,IBMWatson_transcription_cleaned_adjacentTokens,IBMWatson_transcription_cleaned_WordCount,IBMWatson_transcription_cleaned_TotalWER,IBMWatson_transcription_cleaned_Alignments,IBMWatson_transcription_cleaned_preFeature_errorCount,IBMWatson_transcription_cleaned_preFeature_WER,IBMWatson_transcription_cleaned_postFeature_errorCount,IBMWatson_transcription_cleaned_postFeature_WER,IBMWatson_ConfidenceLevel,microsoft_transcription,microsoft_transcription_WordCount,microsoft_transcription_cleaned,microsoft_transcription_cleaned_containsFeature,microsoft_transcription_cleaned_adjacentTokens,microsoft_transcription_cleaned_WordCount,microsoft_transcription_cleaned_TotalWER,microsoft_transcription_cleaned_Alignments,microsoft_transcription_cleaned_preFeature_errorCount,microsoft_transcription_cleaned_preFeature_WER,microsoft_transcription_cleaned_postFeature_errorCount,microsoft_transcription_cleaned_postFeature_WER
DCB_se3_ag3_m_02_1,772,DCB_se3_ag3_m_02,958.014,959.2719,1.2579,1,0,1,"my work's done, your's not.",5,3.974878766,14.56604971,14.39,15.5,5,my work's ,2, your's not.,2,my work 's done your 's not,7,my work 's ,3,your 's not,3,My work is done your snap.,6,my work is done your snap,1,0,6,0.428571429,"[('my', 'my'), ('work', 'work'), (""'s"", 'is'), ('done', 'done'), ('your', 'your'), (""'s"", '-'), ('not', 'snap')]",1,0.333333333,2,0.666666667,as the,2,as the,0,0,2,1,"[('my', '-'), ('work', '-'), (""'s"", '-'), ('done', '-'), ('your', '-'), (""'s"", 'as'), ('not', 'the')]",3,1,3,1,-14.48706055,,,,,0,,,,,,,,0,my work done that ,4,my work done that,1,0,4,0.571428571,"[('my', 'my'), ('work', 'work'), (""'s"", '-'), ('done', 'done'), ('your', '-'), (""'s"", '-'), ('not', 'that')]",1,0.333333333,3,1,0.57,My work is done yours now.,6,my work is done yours now,1,0,6,0.571428571,"[('my', 'my'), ('work', 'work'), (""'s"", 'is'), ('done', 'done'), ('your', '-'), (""'s"", 'yours'), ('not', 'now')]",1,0.333333333,3,1
DCB_se3_ag3_m_02_1,1549,DCB_se3_ag3_m_02,1849.3509,1851.7533,2.4024,1,0,1,"we used to, we haven't done that lately. Cause usually",14,5.827505828,14.82813207,14.43,6,10,"we used to, we haven't ",5,that lately. Cause usually,4,we used to we have n't done that lately cause usually,11,we used to we have n't ,6,that lately cause usually,4,We used to we haven't done that lately because usually.,10,we used to we have n't done that lately because usually,1,1,11,0.090909091,"[('we', 'we'), ('used', 'used'), ('to', 'to'), ('we', 'we'), ('have', 'have'), (""n't"", ""n't""), ('done', 'done'), ('that', 'that'), ('lately', 'lately'), ('cause', 'because'), ('usually', 'usually')]",0,0,1,0.25,so we have done that lately casually,7,so we have done that lately casually,1,0,7,0.545454545,"[('we', '-'), ('used', '-'), ('to', 'so'), ('we', 'we'), ('have', 'have'), (""n't"", '-'), ('done', 'done'), ('that', 'that'), ('lately', 'lately'), ('cause', '-'), ('usually', 'casually')]",4,0.666666667,2,0.5,-52.66635895,We haven't done that lately.,5,we have n't done that lately,1,1,6,0.454545455,"[('we', '-'), ('used', '-'), ('to', '-'), ('we', 'we'), ('have', 'have'), (""n't"", ""n't""), ('done', 'done'), ('that', 'that'), ('lately', 'lately'), ('cause', '-'), ('usually', '-')]",3,0.5,2,0.5,0.762143493,we used to we haven't done that lately because usually ,10,we used to we have n't done that lately because usually,1,1,11,0.090909091,"[('we', 'we'), ('used', 'used'), ('to', 'to'), ('we', 'we'), ('have', 'have'), (""n't"", ""n't""), ('done', 'done'), ('that', 'that'), ('lately', 'lately'), ('cause', 'because'), ('usually', 'usually')]",0,0,1,0.25,0.82,"We used to. We haven't done that lately, 'cause usually.",10,we used to we have n't done that lately because usually,1,1,11,0.090909091,"[('we', 'we'), ('used', 'used'), ('to', 'to'), ('we', 'we'), ('have', 'have'), (""n't"", ""n't""), ('done', 'done'), ('that', 'that'), ('lately', 'lately'), ('cause', 'because'), ('usually', 'usually')]",0,0,1,0.25
DCB_se3_ag3_m_02_1,1561,DCB_se3_ag3_m_02,1861.6913,1862.7289,1.0376,1,0,1,We haven't done that in a while though.,9,8.67386276,10.04752833,9.74,7,8,We haven't ,2,that in a while though.,5,we have n't done that in a while though,9,we have n't ,3,that in a while though,5,We haven't done in a while.,6,we have n't done in a while,1,0,7,0.222222222,"[('we', 'we'), ('have', 'have'), (""n't"", ""n't""), ('done', 'done'), ('that', '-'), ('in', 'in'), ('a', 'a'), ('while', 'while'), ('though', '-')]",0,0,2,0.4,,,,,0,,,,,,,,-5.295746803,,,,,0,,,,,,,,0,we haven't done in awhile ,5,we have n't done in awhile,1,0,6,0.444444444,"[('we', 'we'), ('have', 'have'), (""n't"", ""n't""), ('done', 'done'), ('that', '-'), ('in', 'in'), ('a', '-'), ('while', '-'), ('though', 'awhile')]",0,0,4,0.8,0.5,We haven't done in awhile.,5,we have n't done in awhile,1,0,6,0.444444444,"[('we', 'we'), ('have', 'have'), (""n't"", ""n't""), ('done', 'done'), ('that', '-'), ('in', 'in'), ('a', '-'), ('while', '-'), ('though', 'awhile')]",0,0,4,0.8
DCB_se3_ag3_m_02_1,2380,DCB_se3_ag3_m_02,2835.2529,2837.8718,2.6189,1,0,1,we could have possibly done to change it because she didn't know,16,6.109435259,16.40656986,15.93,3.75,12,we could have possibly ,4,to change it because she didn't know,7,we could have possibly done to change it because she did n't know,13,we could have possibly ,4,to change it because she did n't know,8,We could have possibly done to change it because she didn't know.,12,we could have possibly done to change it because she did n't know,1,1,13,0,"[('we', 'we'), ('could', 'could'), ('have', 'have'), ('possibly', 'possibly'), ('done', 'done'), ('to', 'to'), ('change', 'change'), ('it', 'it'), ('because', 'because'), ('she', 'she'), ('did', 'did'), (""n't"", ""n't""), ('know', 'know')]",0,0,0,0,pointing because she didn't know,5,pointing because she did n't know,0,0,6,0.615384615,"[('we', '-'), ('could', '-'), ('have', '-'), ('possibly', '-'), ('done', '-'), ('to', '-'), ('change', '-'), ('it', 'pointing'), ('because', 'because'), ('she', 'she'), ('did', 'did'), (""n't"", ""n't""), ('know', 'know')]",4,1,3,0.375,-80.92324066,We could have possibly done to change it because she didn't know.,12,we could have possibly done to change it because she did n't know,1,1,13,0,"[('we', 'we'), ('could', 'could'), ('have', 'have'), ('possibly', 'possibly'), ('done', 'done'), ('to', 'to'), ('change', 'change'), ('it', 'it'), ('because', 'because'), ('she', 'she'), ('did', 'did'), (""n't"", ""n't""), ('know', 'know')]",0,0,0,0,0.956717789,we could possibly done because she didn't know ,8,we could possibly done because she did n't know,1,0,9,0.307692308,"[('we', 'we'), ('could', 'could'), ('have', '-'), ('possibly', 'possibly'), ('done', 'done'), ('to', '-'), ('change', '-'), ('it', '-'), ('because', 'because'), ('she', 'she'), ('did', 'did'), (""n't"", ""n't""), ('know', 'know')]",1,0.25,3,0.375,0.82,We could have possibly done to change it because she didn't know.,12,we could have possibly done to change it because she did n't know,1,1,13,0,"[('we', 'we'), ('could', 'could'), ('have', 'have'), ('possibly', 'possibly'), ('done', 'done'), ('to', 'to'), ('change', 'change'), ('it', 'it'), ('because', 'because'), ('she', 'she'), ('did', 'did'), (""n't"", ""n't""), ('know', 'know')]",0,0,0,0
DCB_se3_ag3_m_02_1,2398,DCB_se3_ag3_m_02,2853.857,2855.4164,1.5594,1,0,1,"coulda done, we did everything we could.",10,6.412722842,13.60637463,13.06,9.5,7,coulda ,1, we did everything we could.,5,could have done we did everything we could,8,could have ,2,we did everything we could,5,Could have done We did everything we could.,8,could have done we did everything we could,1,1,8,0,"[('could', 'could'), ('have', 'have'), ('done', 'done'), ('we', 'we'), ('did', 'did'), ('everything', 'everything'), ('we', 'we'), ('could', 'could')]",0,0,0,0,everything because,2,everything because,0,0,2,0.875,"[('could', '-'), ('have', '-'), ('done', '-'), ('we', '-'), ('did', '-'), ('everything', 'everything'), ('we', '-'), ('could', 'because')]",2,1,4,0.8,-25.92673683,Did everything we could.,4,did everything we could,0,0,4,0.5,"[('could', '-'), ('have', '-'), ('done', '-'), ('we', '-'), ('did', 'did'), ('everything', 'everything'), ('we', 'we'), ('could', 'could')]",2,1,1,0.2,0.93502295,we did everything we could ,5,we did everything we could,0,0,5,0.375,"[('could', '-'), ('have', '-'), ('done', '-'), ('we', 'we'), ('did', 'did'), ('everything', 'everything'), ('we', 'we'), ('could', 'could')]",2,1,0,0,0.7,Could have done. We did everything we could.,8,could have done we did everything we could,1,1,8,0,"[('could', 'could'), ('have', 'have'), ('done', 'done'), ('we', 'we'), ('did', 'did'), ('everything', 'everything'), ('we', 'we'), ('could', 'could')]",0,0,0,0
DCB_se3_ag3_m_02_2,189,DCB_se3_ag3_m_02,221.3496,222.6722,1.3226,1,1,1,"you crazy, you done lost your mind.",8,6.04869197,10.80969556,10.48,6.25,7,"you crazy, you ",3,lost your mind.,3,you crazy you done lost your mind,7,you crazy you ,3,lost your mind,3,You crazy even lost your mind.,6,you crazy even lost your mind,0,0,6,0.285714286,"[('you', 'you'), ('crazy', 'crazy'), ('you', '-'), ('done', 'even'), ('lost', 'lost'), ('your', 'your'), ('mind', 'mind')]",1,0.333333333,0,0,he lost,2,he lost,0,0,2,0.857142857,"[('you', '-'), ('crazy', '-'), ('you', '-'), ('done', 'he'), ('lost', 'lost'), ('your', '-'), ('mind', '-')]",3,1,2,0.666666667,-31.0301857,Crazy.,1,crazy,0,0,1,0.857142857,"[('you', '-'), ('crazy', 'crazy'), ('you', '-'), ('done', '-'), ('lost', '-'), ('your', '-'), ('mind', '-')]",2,0.666666667,3,1,0.784217894,crazy loss in their ,4,crazy loss in their,0,0,4,0.857142857,"[('you', '-'), ('crazy', 'crazy'), ('you', '-'), ('done', '-'), ('lost', 'loss'), ('your', 'in'), ('mind', 'their')]",2,0.666666667,3,1,0.22,Crazy even lost your mind.,5,crazy even lost your mind,0,0,5,0.428571429,"[('you', '-'), ('crazy', 'crazy'), ('you', '-'), ('done', 'even'), ('lost', 'lost'), ('your', 'your'), ('mind', 'mind')]",2,0.666666667,0,0
DCB_se3_ag3_m_02_2,318,DCB_se3_ag3_m_02,367.5269,369.0811,1.5542,1,0,1,it's gonna get done cause I'm gonna do it.,11,7.077596191,16.92871288,16.67,13.75,9,it's gonna get ,3,cause I'm gonna do it.,5,it 's going to get done because i 'm going to do it,13,it 's going to get ,5,because i 'm going to do it,7,It's going to get done because I'm going to do it.,11,it 's going to get done because i 'm going to do it,1,1,13,0,"[('it', 'it'), (""'s"", ""'s""), ('going', 'going'), ('to', 'to'), ('get', 'get'), ('done', 'done'), ('because', 'because'), ('i', 'i'), (""'m"", ""'m""), ('going', 'going'), ('to', 'to'), ('do', 'do'), ('it', 'it')]",0,0,0,0,because i'm going to do it,6,because i 'm going to do it,0,0,7,0.461538462,"[('it', '-'), (""'s"", '-'), ('going', '-'), ('to', '-'), ('get', '-'), ('done', '-'), ('because', 'because'), ('i', 'i'), (""'m"", ""'m""), ('going', 'going'), ('to', 'to'), ('do', 'do'), ('it', 'it')]",5,1,0,0,-25.19228172,It's going to get done cuz I'm going to do.,10,it 's going to get done cuz i 'm going to do,1,0,12,0.153846154,"[('it', 'it'), (""'s"", ""'s""), ('going', 'going'), ('to', 'to'), ('get', 'get'), ('done', 'done'), ('because', 'cuz'), ('i', 'i'), (""'m"", ""'m""), ('going', 'going'), ('to', 'to'), ('do', 'do'), ('it', '-')]",0,0,2,0.285714286,0.936906993,it's going to get done because I'm going to do ,10,it 's going to get done because i 'm going to do,1,1,12,0.076923077,"[('it', 'it'), (""'s"", ""'s""), ('going', 'going'), ('to', 'to'), ('get', 'get'), ('done', 'done'), ('because', 'because'), ('i', 'i'), (""'m"", ""'m""), ('going', 'going'), ('to', 'to'), ('do', 'do'), ('it', '-')]",0,0,1,0.142857143,0.77,It's going to get done 'cause I'm gonna do it.,10,it 's going to get done because i 'm going to do it,1,1,13,0,"[('it', 'it'), (""'s"", ""'s""), ('going', 'going'), ('to', 'to'), ('get', 'get'), ('done', 'done'), ('because', 'because'), ('i', 'i'), (""'m"", ""'m""), ('going', 'going'), ('to', 'to'), ('do', 'do'), ('it', 'it')]",0,0,0,0
DCB_se3_ag4_f_01_1,216,DCB_se3_ag4_f_01,248.0527,251.7364,3.6837,1,0,1,groomed and yards weren't done like they used to be when I was growing up.,17,4.614925211,16.42131424,16.13,9,15,groomed and yards weren't ,4,like they used to be when I was growing up.,10,groomed and yards were n't done like they used to be when i was growing up,16,groomed and yards were n't ,5,like they used to be when i was growing up,10,,,,,0,,,,,,,,growled and yards weren't done like they used to be well that was growing up,15,growled and yards were n't done like they used to be well that was growing up,1,1,16,0.1875,"[('groomed', 'growled'), ('and', 'and'), ('yards', 'yards'), ('were', 'were'), (""n't"", ""n't""), ('done', 'done'), ('like', 'like'), ('they', 'they'), ('used', 'used'), ('to', 'to'), ('be', 'be'), ('when', 'well'), ('i', 'that'), ('was', 'was'), ('growing', 'growing'), ('up', 'up')]",1,0.2,2,0.2,-77.39501953,Groomed and yards weren't done like they used to be when I was growing up.,15,groomed and yards were n't done like they used to be when i was growing up,1,1,16,0,"[('groomed', 'groomed'), ('and', 'and'), ('yards', 'yards'), ('were', 'were'), (""n't"", ""n't""), ('done', 'done'), ('like', 'like'), ('they', 'they'), ('used', 'used'), ('to', 'to'), ('be', 'be'), ('when', 'when'), ('i', 'i'), ('was', 'was'), ('growing', 'growing'), ('up', 'up')]",0,0,0,0,0.978094161,groomed and yards weren't done like they used to be when I was growing up ,15,groomed and yards were n't done like they used to be when i was growing up,1,1,16,0,"[('groomed', 'groomed'), ('and', 'and'), ('yards', 'yards'), ('were', 'were'), (""n't"", ""n't""), ('done', 'done'), ('like', 'like'), ('they', 'they'), ('used', 'used'), ('to', 'to'), ('be', 'be'), ('when', 'when'), ('i', 'i'), ('was', 'was'), ('growing', 'growing'), ('up', 'up')]",0,0,0,0,0.87,Groomed and yards weren't done like they used to be when I was growing up.,15,groomed and yards were n't done like they used to be when i was growing up,1,1,16,0,"[('groomed', 'groomed'), ('and', 'and'), ('yards', 'yards'), ('were', 'were'), (""n't"", ""n't""), ('done', 'done'), ('like', 'like'), ('they', 'they'), ('used', 'used'), ('to', 'to'), ('be', 'be'), ('when', 'when'), ('i', 'i'), ('was', 'was'), ('growing', 'growing'), ('up', 'up')]",0,0,0,0
DCB_se3_ag4_f_01_1,898,DCB_int_01,983.368,984.3892,1.0212,1,0,1,Done. ,1,0.97924011,17.0231651,16.87,16.25,1,,0, ,0,done,1,,0,,0,I can like.,3,i can like,0,0,3,3,"[('done', 'i'), ('-', 'can'), ('-', 'like')]",0,0,2,0,i am like,3,i am like,0,0,3,3,"[('done', 'i'), ('-', 'am'), ('-', 'like')]",0,0,2,0,-14.53797054,,,,,0,,,,,0,,0,0,and like ,2,and like,0,0,2,2,"[('done', 'and'), ('-', 'like')]",0,0,1,0,0.62,I can like.,3,i can like,0,0,3,3,"[('done', 'i'), ('-', 'can'), ('-', 'like')]",0,0,2,0
DCB_se3_ag4_f_01_1,3459,DCB_se3_ag4_f_01,3491.9355,3493.353,1.4175,1,0,1,"I to- I told my husband, I'm- I'm done.",10,7.054673721,19.649643,18.35,19.75,9,"I to- I told my husband, I'm- I'm ",8,,0,i to i told my husband i 'm i 'm done,11,i to i told my husband i 'm i 'm ,10,,0,"Twitter told my husband, I'm done.",6,twitter told my husband i 'm done,1,1,7,0.454545455,"[('i', '-'), ('to', '-'), ('i', 'twitter'), ('told', 'told'), ('my', 'my'), ('husband', 'husband'), ('i', '-'), (""'m"", '-'), ('i', 'i'), (""'m"", ""'m""), ('done', 'done')]",5,0.5,0,0,,,,,0,,,,,,,0,-11.25536633,That's what I told my husband.,6,that 's what i told my husband,0,0,7,0.727272727,"[('i', 'that'), ('to', ""'s""), ('-', 'what'), ('i', 'i'), ('told', 'told'), ('my', 'my'), ('husband', 'husband'), ('i', '-'), (""'m"", '-'), ('i', '-'), (""'m"", '-'), ('done', '-')]",7,0.7,0,0,0.943220437,,,,,0,,,,,,,0,0,I told my husband I'm done.,6,i told my husband i 'm done,1,1,7,0.363636364,"[('i', '-'), ('to', '-'), ('i', 'i'), ('told', 'told'), ('my', 'my'), ('husband', 'husband'), ('i', '-'), (""'m"", '-'), ('i', 'i'), (""'m"", ""'m""), ('done', 'done')]",4,0.4,0,0
DCB_se3_ag4_f_01_1,3461,DCB_se3_ag4_f_01,3493.5768,3495.7218,2.145,1,0,1,I can't- I can't do that anymore. I'm- I'm done.,12,5.594405594,24.31386279,21.82,11.25,10,I can't- I can't do that anymore. I'm- I'm ,9,,0,i ca n't i ca n't do that anymore i 'm i 'm done,14,i ca n't i ca n't do that anymore i 'm i 'm ,13,,0,"I can't I can't do that anymore, I'm done.",9,i ca n't i ca n't do that anymore i 'm done,1,1,12,0.142857143,"[('i', 'i'), ('ca', 'ca'), (""n't"", ""n't""), ('i', 'i'), ('ca', 'ca'), (""n't"", ""n't""), ('do', 'do'), ('that', 'that'), ('anymore', 'anymore'), ('i', '-'), (""'m"", '-'), ('i', 'i'), (""'m"", ""'m""), ('done', 'done')]",2,0.153846154,0,0,,,,,0,,,,,,,0,-10.28097534,"I can't, I can't do that anymore. I'm done.",9,i ca n't i ca n't do that anymore i 'm done,1,1,12,0.142857143,"[('i', 'i'), ('ca', 'ca'), (""n't"", ""n't""), ('i', 'i'), ('ca', 'ca'), (""n't"", ""n't""), ('do', 'do'), ('that', 'that'), ('anymore', 'anymore'), ('i', '-'), (""'m"", '-'), ('i', 'i'), (""'m"", ""'m""), ('done', 'done')]",2,0.153846154,0,0,0.971666336,I can't I can't do that anymore %HESITATION ,8,i ca n't i ca n't do that anymore,0,0,9,0.357142857,"[('i', 'i'), ('ca', 'ca'), (""n't"", ""n't""), ('i', 'i'), ('ca', 'ca'), (""n't"", ""n't""), ('do', 'do'), ('that', 'that'), ('anymore', 'anymore'), ('i', '-'), (""'m"", '-'), ('i', '-'), (""'m"", '-'), ('done', '-')]",4,0.307692308,0,0,0.83,"I can't do that anymore, I'm done.",7,i ca n't do that anymore i 'm done,1,1,9,0.357142857,"[('i', '-'), ('ca', '-'), (""n't"", '-'), ('i', 'i'), ('ca', 'ca'), (""n't"", ""n't""), ('do', 'do'), ('that', 'that'), ('anymore', 'anymore'), ('i', '-'), (""'m"", '-'), ('i', 'i'), (""'m"", ""'m""), ('done', 'done')]",5,0.384615385,0,0
DCB_se3_ag4_f_01_1,3498,DCB_se3_ag4_f_01,3529.9872,3532.8455,2.8583,1,0,1,Giant or some other- I'm- I'm not doing that anymore. I'm done.,17,5.947591226,17.67317663,17.05,8,12,Giant or some other- I'm- I'm not doing that anymore. I'm ,11,,0,giant or some other i 'm i 'm not doing that anymore i 'm done,15,giant or some other i 'm i 'm not doing that anymore i 'm ,14,,0,"Giant or some of them I'm not doing that anymore, I'm done.",12,giant or some of them i 'm not doing that anymore i 'm done,1,1,14,0.2,"[('giant', 'giant'), ('or', 'or'), ('some', 'some'), ('other', '-'), ('i', 'of'), (""'m"", 'them'), ('i', 'i'), (""'m"", ""'m""), ('not', 'not'), ('doing', 'doing'), ('that', 'that'), ('anymore', 'anymore'), ('i', 'i'), (""'m"", ""'m""), ('done', 'done')]",3,0.214285714,0,0,an hour some of it doing that in one done,10,an hour some of it doing that in one done,1,0,10,0.733333333,"[('giant', 'an'), ('or', 'hour'), ('some', 'some'), ('other', '-'), ('i', '-'), (""'m"", '-'), ('i', '-'), (""'m"", 'of'), ('not', 'it'), ('doing', 'doing'), ('that', 'that'), ('anymore', '-'), ('i', 'in'), (""'m"", 'one'), ('done', 'done')]",11,0.785714286,0,0,-72.58274841,Giant or some of them. I'm not doing that anymore.,10,giant or some of them i 'm not doing that anymore,0,0,11,0.4,"[('giant', 'giant'), ('or', 'or'), ('some', 'some'), ('other', '-'), ('i', 'of'), (""'m"", 'them'), ('i', 'i'), (""'m"", ""'m""), ('not', 'not'), ('doing', 'doing'), ('that', 'that'), ('anymore', 'anymore'), ('i', '-'), (""'m"", '-'), ('done', '-')]",5,0.357142857,0,0,0.772316813,giant or something I'm not doing that anymore ,8,giant or something i 'm not doing that anymore,0,0,9,0.466666667,"[('giant', 'giant'), ('or', 'or'), ('some', '-'), ('other', '-'), ('i', '-'), (""'m"", 'something'), ('i', 'i'), (""'m"", ""'m""), ('not', 'not'), ('doing', 'doing'), ('that', 'that'), ('anymore', 'anymore'), ('i', '-'), (""'m"", '-'), ('done', '-')]",6,0.428571429,0,0,0.59,"Giant or something? I'm not doing that anymore, I'm done.",10,giant or something i 'm not doing that anymore i 'm done,1,1,12,0.266666667,"[('giant', 'giant'), ('or', 'or'), ('some', '-'), ('other', '-'), ('i', '-'), (""'m"", 'something'), ('i', 'i'), (""'m"", ""'m""), ('not', 'not'), ('doing', 'doing'), ('that', 'that'), ('anymore', 'anymore'), ('i', 'i'), (""'m"", ""'m""), ('done', 'done')]",4,0.285714286,0,0
DCB_se3_ag4_f_01_1,3514,DCB_se3_ag4_f_01,3543.857,3544.6124,0.7554,1,0,1,And I had done s-,5,6.619009796,19.1849131,18.68,19.75,5,And I had ,3,s-,1,and i had done s,5,and i had ,3,s,1,Had Dance.,2,had dance,0,0,2,0.8,"[('and', '-'), ('i', '-'), ('had', 'had'), ('done', '-'), ('s', 'dance')]",2,0.666666667,1,1,,,,,0,,,,,,,,-4.102324963,,,,,0,,,,,,,,0,,,,,0,,,,,,,,0,It does.,2,it does,0,0,2,1,"[('and', '-'), ('i', '-'), ('had', '-'), ('done', 'it'), ('s', 'does')]",3,1,1,1
DCB_se3_ag4_f_02_1,3411,DCB_se3_ag4_f_02,3778.5094,3780.0808,1.5714,1,0,1,Cause I wish I had done that with my daughter.,11,7.000127275,18.90901891,18.06,8,10,Cause I wish I had ,5,that with my daughter.,4,cause i wish i had done that with my daughter,10,cause i wish i had ,5,that with my daughter,4,Because I wish I had done that with my daughter.,10,because i wish i had done that with my daughter,1,1,10,0.1,"[('cause', 'because'), ('i', 'i'), ('wish', 'wish'), ('i', 'i'), ('had', 'had'), ('done', 'done'), ('that', 'that'), ('with', 'with'), ('my', 'my'), ('daughter', 'daughter')]",1,0.2,0,0,i wish i had done that with my daughter,9,i wish i had done that with my daughter,1,1,9,0.1,"[('cause', '-'), ('i', 'i'), ('wish', 'wish'), ('i', 'i'), ('had', 'had'), ('done', 'done'), ('that', 'that'), ('with', 'with'), ('my', 'my'), ('daughter', 'daughter')]",1,0.2,0,0,-42.69738007,Cuz I wish I'd done that with my daughter.,9,cuz i wish i 'd done that with my daughter,1,0,10,0.2,"[('cause', 'cuz'), ('i', 'i'), ('wish', 'wish'), ('i', 'i'), ('had', ""'d""), ('done', 'done'), ('that', 'that'), ('with', 'with'), ('my', 'my'), ('daughter', 'daughter')]",2,0.4,0,0,0.829433739,because I wish I'd done my daughter ,7,because i wish i 'd done my daughter,1,0,8,0.4,"[('cause', 'because'), ('i', 'i'), ('wish', 'wish'), ('i', 'i'), ('had', ""'d""), ('done', 'done'), ('that', '-'), ('with', '-'), ('my', 'my'), ('daughter', 'daughter')]",2,0.4,2,0.5,0.72,'cause I wish I had done that with my daughter.,10,because i wish i had done that with my daughter,1,1,10,0.1,"[('cause', 'because'), ('i', 'i'), ('wish', 'wish'), ('i', 'i'), ('had', 'had'), ('done', 'done'), ('that', 'that'), ('with', 'with'), ('my', 'my'), ('daughter', 'daughter')]",1,0.2,0,0
