File,Line,Speaker,UttStartTime,UttEndTime,UttLength,Content,InstancesCountPerLine,FeatureCountPerLine,SubjectWordToken,PredicateWordToken,WordPattern,SubjectPOS,PredicatePOS,POSPattern,L50,L49,L48,L47,L46,L45,L44,L43,L42,L41,L40,L39,L38,L37,L36,L35,L34,L33,L32,L31,L30,L29,L28,L27,L26,L25,L24,L23,L22,L21,L20,L19,L18,L17,L16,L15,L14,L13,L12,L11,L10,L9,L8,L7,L6,L5,L4,L3,L2,L1,ContentFeature,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40
DCB_se2_ag3_f_02_1,727,DCB_se2_ag3_f_02,1205.7234,1208.6738,2.9504,"stumbling around the street, and ain't nobody gonna say nothing. Okay,",1,1,nobody,say,nobody_ain't_say,PronounIndefinite,VerbBase,PronounIndefinite_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stumbling,around,the,"street,",and,ain't ,nobody,gonna,say,nothing.,"Okay,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag3_f_02_1,1388,DCB_se2_ag3_f_02,2176.7064,2177.8408,1.1344,You ain't woke up by now?,1,1,you,woke,you_ain't_woke,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You,ain't ,woke,up,by,now?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag3_f_02_1,1390,DCB_se2_ag3_f_02,2178.1811,2178.9352,0.7541,You ain't up yet?,1,1,you,up,you_ain't_up,PronounPersonal,Adverb,PronounPersonal_ain't_Adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You,ain't ,up,yet?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag3_f_02_1,1533,DCB_int_01,2393.3336,2394.2096,0.876,That ain't Shrimp Boat.,1,1,that,Shrimp Boat,that_ain't_Shrimp Boat,PronounDemonstrative,Noun,PronounDemonstrative_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,That,ain't ,Shrimp,Boat.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag3_m_01_1,158,DCB_int_01,204.5774,206.9088,2.3314,kind of ain't really that connected. How'd your parents meet?,1,1,constituentboundary,connected,constituentboundary_ain't_connected,ConstituentBoundary,Adjective,ConstituentBoundary_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kind,of,ain't ,really,that,connected.,How'd,your,parents,meet?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag3_m_01_1,926,DCB_se2_ag3_m_01,1092.0062,1093.8219,1.8157,"Hope I ain't get nobody in trouble by saying this, but",1,1,I,get,I_ain't_get,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hope,I,ain't ,get,nobody,in,trouble,by,saying,"this,",but,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag3_m_01_1,1018,DCB_se2_ag3_m_01,1200.0732,1202.2623,2.1891,"This is not what I'm gonna do. Uh, I ain't about that life.",1,1,I,about,I_ain't_about,PronounPersonal,Preposition,PronounPersonal_ain't_Preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This,is,not,what,I'm,gonna,do.,"Uh,",I,ain't ,about,that,life.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag3_m_01_1,1081,DCB_int_01,1287.9121,1290.2843,2.3722,Jesus ain't nowhere in that is he? mm-mm.,1,1,Jesus,nowhere,Jesus_ain't_nowhere,Noun,Adverb,Noun_ain't_Adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesus,ain't ,nowhere,in,that,is,he?,mm-mm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag3_m_01_1,1311,DCB_se2_ag3_m_01,1576.8624,1579.0798,2.2174,I ain't gonna really care cause at that point,1,1,I,care,I_ain't_care,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,ain't ,gonna,really,care,cause,at,that,point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag3_m_01_1,1480,DCB_se2_ag3_m_01,1792.7998,1793.9961,1.1963,They ain't gonna do it. Yeah.,1,1,they,do,they_ain't_do,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,They,ain't ,gonna,do,it.,Yeah.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag3_m_01_1,1690,DCB_se2_ag3_m_01,2047.2533,2049.0513,1.798,This is clearly ain't a place for pay to drive you.,1,1,this,place,this_ain't_place,PronounDemonstrative,Noun,PronounDemonstrative_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This,is,clearly,ain't ,a,place,for,pay,to,drive,you.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag3_m_01_1,1692,DCB_int_01,2049.4052,2050.0859,0.6807,Pay ain't,1,1,pay,constituentboundary,pay_ain't_constituentboundary,Noun,ConstituentBoundary,Noun_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pay,ain't,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag3_m_01_1,3013,DCB_se2_ag3_m_01,3743.3731,3745.1561,1.783,Go go ain't nothing but percussion and shout outs.,1,1,go-go,nothing,go-go_ain't_nothing,Noun,PronounIndefinite,Noun_ain't_PronounIndefinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Go,go,ain't ,nothing,but,percussion,and,shout,outs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag3_m_02_2,1263,DCB_se2_ag3_m_02,976.8403,978.3137,1.4734,you ain't- you ain't messing with that. That's not,2,2,you,constituentboundary,you_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,you,ain't-,you,ain't,messing,with,that.,That's,not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag3_m_02_2,1263,DCB_se2_ag3_m_02,976.8403,978.3137,1.4734,you ain't- you ain't messing with that. That's not,2,2,you,messing,you_ain't_messing,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,you,ain't-,you,ain't ,messing,with,that.,That's,not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag3_m_03_1,123,DCB_se2_ag3_m_03,132.925,133.6213,0.6963,"Ain't nothing, yo.",1,1,constituentboundary,nothing,constituentboundary_ain't_nothing,ConstituentBoundary,PronounIndefinite,ConstituentBoundary_ain't_PronounIndefinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ain't ,"nothing,",yo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag3_m_03_1,282,DCB_se2_ag3_m_03,300.4119,301.4683,1.0564,but I ain't get knocked out.,1,1,I,get,I_ain't_get,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,but,I,ain't ,get,knocked,out.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag3_m_03_1,502,DCB_se2_ag3_m_03,556.0534,557.1121,1.0587,Ain't too much happening.,1,1,constituentboundary,much,constituentboundary_ain't_much,ConstituentBoundary,PronounIndefinite,ConstituentBoundary_ain't_PronounIndefinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ain't ,too,much,happening.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag3_m_03_1,775,DCB_se2_ag3_m_03,896.7534,898.4942,1.7408,and ain't nobody about to change that.,1,1,nobody,change,nobody_ain't_change,PronounIndefinite,VerbBase,PronounIndefinite_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,ain't ,nobody,about,to,change,that.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag3_m_03_1,777,DCB_se2_ag3_m_03,898.6022,900.8473,2.2451,"You know what I'm saying, I'm from DC ain't nobody gonna chump me.",1,1,nobody,chump,nobody_ain't_chump,PronounIndefinite,VerbBase,PronounIndefinite_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You,know,what,I'm,"saying,",I'm,from,DC,ain't ,nobody,gonna,chump,me.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag3_m_03_1,1147,DCB_se2_ag3_m_03,1341.701,1345.0969,3.3959," He sent me a request on Facebook, I ain't even accept that jont.",1,1,I,accept,I_ain't_accept,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,He,sent,me,a,request,on,"Facebook,",I,ain't ,even,accept,that,jont.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag3_m_03_1,1173,DCB_se2_ag3_m_03,1366.7458,1368.3898,1.644,you ain't really thinking about too much.,1,1,you,thinking,you_ain't_thinking,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,you,ain't ,really,thinking,about,too,much.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag3_m_03_1,1683,DCB_se2_ag3_m_03,1939.4174,1940.9707,1.5533,"Like, damn yo. You ain't even",1,1,you,constituentboundary,you_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Like,",damn,yo.,You,ain't ,even,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag3_m_03_1,1743,DCB_se2_ag3_m_03,2002.1707,2005.1641,2.9934,My brother made sure I ain't get picked on or nothing like that.,1,1,I,get,I_ain't_get,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,My,brother,made,sure,I,ain't ,get,picked,on,or,nothing,like,that.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag3_m_03_1,1871,DCB_se2_ag3_m_03,2145.9399,2152.3034,6.3635,"and uh, he ain't really trip off of me being in the house as long as I checked in with him and let him know that I was still alive.",1,1,he,trip,he_ain't_trip,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,"uh,",he,ain't ,really,trip,off,of,me,being,in,the,house,as,long,as,I,checked,in,with,him,and,let,him,know,that,I,was,still,alive.,,,,,,,,,,,,,,
DCB_se2_ag3_m_03_1,2618,DCB_se2_ag3_m_03,3015.6739,3017.164,1.4901,"You know, it ain't too many people",1,1,it,people,it_ain't_people,PronounNonReferential,Noun,PronounNonReferential_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You,"know,",it,ain't ,too,many,people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag4_f_01_1,1231,DCB_se2_ag4_f_01,1561.7561,1563.4441,1.688,Ain't just about the grades- I ain't had no plan!,2,2,constituentboundary,about,constituentboundary_ain't_about,ConstituentBoundary,Preposition,ConstituentBoundary_ain't_Preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ain't ,just,about,the,grades-,I,ain't,had,no,plan!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag4_f_01_1,1231,DCB_se2_ag4_f_01,1561.7561,1563.4441,1.688,Ain't just about the grades- I ain't had no plan!,2,2,I,had,I_ain't_had,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ain't,just,about,the,grades-,I,ain't ,had,no,plan!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag4_f_01_1,1233,DCB_se2_ag4_f_01,1564.3755,1564.991,0.6155,I ain't had no,1,1,I,had,I_ain't_had,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,ain't ,had,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag4_f_01_1,1245,DCB_se2_ag4_f_01,1575.5793,1576.4548,0.8755,I ain't know what saving no-,1,1,I,know,I_ain't_know,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,ain't ,know,what,saving,no-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag4_f_01_1,1925,DCB_se2_ag4_f_01,2419.1147,2422.6713,3.5566,we got to help our people cause if we don't help 'em ain't nobody gonna help 'em. But,1,1,nobody,help,nobody_ain't_help,PronounIndefinite,VerbBase,PronounIndefinite_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,we,got,to,help,our,people,cause,if,we,don't,help,'em,ain't ,nobody,gonna,help,'em.,But,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag4_f_01_1,2997,DCB_se2_ag4_f_01,3748.9113,3751.4794,2.5681,Obama ain't had nothing to do with the change of the feel of the city.,1,1,Obama,had,Obama_ain't_had,Noun,VerbPastParticiple,Noun_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Obama,ain't ,had,nothing,to,do,with,the,change,of,the,feel,of,the,city.,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag4_f_01_1,3048,DCB_se2_ag4_f_01,3814.1279,3816.1598,2.0319,All of those condos ain't filled up!,1,1,all,filled,all_ain't_filled,PronounIndefinite,VerbPastParticiple,PronounIndefinite_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,of,those,condos,ain't ,filled,up!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag4_f_01_1,3071,DCB_se2_ag4_f_01,3841.9923,3845.247,3.2547,"In years to come, everything'll be contract. People ain't gonna have no place to work.",1,1,people,have,people_ain't_have,Noun,VerbBase,Noun_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In,years,to,"come,",everything'll,be,contract.,People,ain't ,gonna,have,no,place,to,work.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag4_f_01_1,3221,DCB_se2_ag4_f_01,4068.5921,4072.0089,3.4168,"Eleanor Holmes Norton been fighting about it for twent- two decades, and we ain't got",1,1,we,got,we_ain't_got,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eleanor,Holmes,Norton,been,fighting,about,it,for,twent-,two,"decades,",and,we,ain't ,got,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag4_f_01_1,3395,DCB_int_01,4285.3064,4287.1482,1.8418,It ain't much. Yeah. Mm-mm.,1,1,it,much,it_ain't_much,PronounPersonal,PronounIndefinite,PronounPersonal_ain't_PronounIndefinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It,ain't ,much.,Yeah.,Mm-mm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag4_f_02_1,917,DCB_int_01,927.2023,928.635,1.4327,"Like cause she ain't really white,",1,1,she,white,she_ain't_white,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Like,cause,she,ain't ,really,"white,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag4_f_03_2,153,DCB_se2_ag4_f_03,147.5045,150.3582,2.8537,"And I said to him, look, you know, we ain't getting no younger, and I",1,1,we,getting,we_ain't_getting,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,I,said,to,"him,","look,",you,"know,",we,ain't ,getting,no,"younger,",and,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag4_f_05_1,483,DCB_se2_ag4_f_05,729.8654,731.2537,1.3883,I ain't going through this with you.,1,1,I,going,I_ain't_going,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,ain't ,going,through,this,with,you.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag4_f_05_1,741,DCB_se2_ag4_f_05,1147.422,1152.3682,4.9462,"They used to always say, you so pretty. Why you don't have no boyfriend? I told 'em, I don't even like men. They ain't right.",1,1,they,right,they_ain't_right,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,They,used,to,always,"say,",you,so,pretty.,Why,you,don't,have,no,boyfriend?,I,told,"'em,",I,don't,even,like,men.,They,ain't ,right.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag4_f_05_1,1047,DCB_se2_ag4_f_05,1593.233,1595.4152,2.1822,"They ain't no ambulances, no nothing.",1,1,they,ambulances,they_ain't_ambulances,PronounNonReferential,Noun,PronounNonReferential_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,They,ain't ,no,"ambulances,",no,nothing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag4_f_05_1,1067,DCB_se2_ag4_f_05,1618.9396,1624.1702,5.2306,Why are you tearing up your own neighborhood? Then they can't even get to the store. They got to go across town. They ain't go no car.,1,1,they,go,they_ain't_go,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,Why,are,you,tearing,up,your,own,neighborhood?,Then,they,can't,even,get,to,the,store.,They,got,to,go,across,town.,They,ain't ,go,no,car.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag4_f_05_1,1140,DCB_int_01,1715.3627,1716.0056,0.6429,That ain't something you,1,1,that,something,that_ain't_something,PronounDemonstrative,PronounIndefinite,PronounDemonstrative_ain't_PronounIndefinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,That,ain't ,something,you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag4_f_05_1,1243,DCB_se2_ag4_f_05,1859.6017,1863.5733,3.9716,or the white people would let us play with their children. We ain't wanna play with them.,1,1,we,want,we_ain't_want,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,or,the,white,people,would,let,us,play,with,their,children.,We,ain't ,wanna,play,with,them.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag4_f_05_1,1454,DCB_se2_ag4_f_05,2137.3793,2144.6809,7.3016,"Well it's alright if she's spending the money too. No, hell no, n- n- Mama ain't spend nothing. Mama gave that to the police. I want you to see this.",1,1,mama,spend,mama_ain't_spend,Noun,VerbBase,Noun_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well,it's,alright,if,she's,spending,the,money,too.,"No,",hell,"no,",n-,n-,Mama,ain't ,spend,nothing.,Mama,gave,that,to,the,police.,I,want,you,to,see,this.,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag4_f_05_1,1534,DCB_se2_ag4_f_05,2245.0837,2250.1651,5.0814,"She said, you know, RD-NAME-2 ain't doing nothing like that. I said, this is the worst thing that can happen, so I gotta get- digest this,",1,1,RD-NAME,doing,RD-NAME_ain't_doing,Noun,VerbPresentParticiple,Noun_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,She,"said,",you,"know,",RD-NAME-2,ain't ,doing,nothing,like,that.,I,"said,",this,is,the,worst,thing,that,can,"happen,",so,I,gotta,get-,digest,"this,",,,,,,,,,,,,,,,,,,,,
DCB_se2_ag4_f_05_1,1566,DCB_se2_ag4_f_05,2295.6565,2296.258,0.6015,I ain't gonna hit her.,1,1,I,hit,I_ain't_hit,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,ain't ,gonna,hit,her.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag4_f_05_1,1647,DCB_se2_ag4_f_05,2413.5267,2418.2584,4.7317,"I said, you ain't going to babysitter, I ain't going to work. We just gonna love each other all day.",2,2,I,going,I_ain't_going,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,"said,",you,ain't ,going,to,"babysitter,",I,ain't,going,to,work.,We,just,gonna,love,each,other,all,day.,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag4_f_05_1,1647,DCB_se2_ag4_f_05,2413.5267,2418.2584,4.7317,"I said, you ain't going to babysitter, I ain't going to work. We just gonna love each other all day.",2,2,you,going,you_ain't_going,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,"said,",you,ain't,going,to,"babysitter,",I,ain't ,going,to,work.,We,just,gonna,love,each,other,all,day.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag4_f_05_1,1699,DCB_se2_ag4_f_05,2488.5145,2491.5267,3.0122,and Hecht's ain't have nothing in there she ain't already have.,2,2,Hecht's,have,Hecht's_ain't_have,Noun,VerbBase,Noun_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,Hecht's,ain't ,have,nothing,in,there,she,ain't,already,have.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag4_f_05_1,1699,DCB_se2_ag4_f_05,2488.5145,2491.5267,3.0122,and Hecht's ain't have nothing in there she ain't already have.,2,2,she,have,she_ain't_have,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,Hecht's,ain't,have,nothing,in,there,she,ain't ,already,have.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag4_f_05_1,1713,DCB_se2_ag4_f_05,2511.94,2514.8066,2.8666,"But if I couldn't afford for one, I ain't buying for nobody.",1,1,I,buying,I_ain't_buying,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,But,if,I,couldn't,afford,for,"one,",I,ain't ,buying,for,nobody.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag4_f_05_1,1715,DCB_se2_ag4_f_05,2516.2095,2518.0613,1.8518,Cause they ain't about two of them.,1,1,they,about,they_ain't_about,PronounPersonal,Preposition,PronounPersonal_ain't_Preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cause,they,ain't ,about,two,of,them.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag4_f_05_1,1768,DCB_se2_ag4_f_05,2589.7022,2594.35,4.6478,"Um, when RD-NAME-2 come home, she'll have a home that she ain't got to be afraid in as-",1,1,she,afraid,she_ain't_afraid,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Um,",when,RD-NAME-2,come,"home,",she'll,have,a,home,that,she,ain't ,got,to,be,afraid,in,as-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag4_f_05_1,1804,DCB_se2_ag4_f_05,2640.9977,2641.8744,0.8767,I ain't care.,1,1,I,care,I_ain't_care,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,ain't ,care.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag4_f_05_1,1842,DCB_se2_ag4_f_05,2696.8396,2697.6636,0.824,She ain't gonna take it,1,1,she,take,she_ain't_take,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,She,ain't ,gonna,take,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se2_ag4_f_05_1,1991,DCB_se2_ag4_f_05,2908.8866,2911.0071,2.1205,"nah, y'all ain't messing up me and RD-NAME-2 party.",1,1,y'all,messing,y'all_ain't_messing,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nah,",y'all,ain't ,messing,up,me,and,RD-NAME-2,party.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
