File,Line,Content,InstancesCountPerLine
4411-14501-0000,0000,through every step of the impetuous flight to london for he was indeed down and done for masterful no longer but rather a little abject neither an artist stronger than she nor a man to be looked up to,1.0
4415-16759-0001,0001,a clergyman may have strength adequate to the work of a porter but that would not be a fit or suitable occupation for him work is satisfactory if it satisfies those for whom it is done though it may be very poor work judged by some higher standard,1.0
4415-16759-0041,0041,and the raising of the coarser crops gardening is the close cultivation of a small area for small fruits flowers vegetables et cetera and while it may be done upon a farm is yet a distinct industry,1.0
4422-15542-0020,0020,so there is no help for it but that i do a fair deed whereby i may manifest my innocence and wash out all the ill doings i have done,1.0
4422-15542-0022,0022,and of a truth she hath done us,1.0
4422-283730-0009,0009,and then he would swish his rod until the fly flew out straight and fell upon the stream just as the real one had done sometimes they could see a trout come up and look at this fly and shake his head and go down again,1.0
4423-16012-0032,0032,and kind although others have been malicious i have become an honest man once more in spite of everything i have repented of the evil that i have done and have forgiven the evil that has been done to me and at,2.0
4423-16012-0049,0049,poor hero of sacrifice seized and hurled to the earth by his very self devotion how he said to himself what have i done however nothing of all this was perceptible to cosette,1.0
4423-16012-0055,0055,to the luxembourg marius was no longer there what was to be done should she ever find him again she felt an anguish at her heart which nothing relieved and which augmented every day,1.0
4423-16012-0057,0057,more charming than the tuileries whether the linen which the laundress brought home was starched too much or not enough whether toussaint had done her marketing well or ill and she remained dejected absorbed,1.0
4423-29083-0025,0025,mister hawkins arrived at his wagon leading his little waif by the hand and told his wife all that had happened and asked her if he had done right in giving to her and to himself this new care she said,1.0
4423-29083-0026,0026,it's a wrong that will shine brighter at the judgment day than the rights that many a man has done before you and there isn't any compliment you can pay me equal to doing a thing like this and finishing it up,1.0
4425-14497-0069,0069,drinking like a fish bessie whispered he's been at it for nearly a month she followed the men stealthily to hear judgment done they came into the studio rejoicing to be welcomed over effusively by a drawn lined shrunken,1.0
4425-14497-0071,0071,all that's left of me sit down binkie's quite well and i've been doing some good work he reeled where he stood you've done some of the worst work you've ever done in your life man alive you're torpenhow turned to his companions appealingly,2.0
4427-12471-0011,0011,and whether they will not think of them upon occasion of the miseries they now feel he told them it appeared they were not really good men either in patience or in remembering what had been successfully done for them,1.0
4427-20023-0014,0014,i believe i have never mistaken a cow for a human being as was done by old doctor e it was many years ago when boston common was still used as a pasture and cows were daily to be met in the crooked streets of the city that this gentleman,1.0
4427-41933-0042,0042,and the princess hastily changed herself into a church the prince into a priest and the horse into a belfry it was hardly done when kostiei came up greeting monk have you seen some travellers on horseback pass this way,1.0
4428-6523-0062,0062,we have done an excellent day of transporting another such day should practically finish all the stores and leave only fuel and fodder sixty tons to complete our landing so far it has been remarkably expeditious,1.0
4428-6523-0065,0065,in their present state they don't inspire confidence but the hot weather is much against them the men parties have done splendidly campbell and his eastern party made eight journeys in the day,1.0
4428-6523-0067,0067,it's well for people to get experience of the necessity of safeguarding their eyes the only thing which troubles me at present is the wear on our sledges owing to the hard ice no great harm has been done so far thanks to the excellent wood,1.0
4428-6523-0076,0076,the sun has returned to day it seemed better than ever and the glare was blinding there are quite a number of cases of snow blindness we have done splendidly to night,1.0
4434-73958-0036,0036,in these the last year's growth is cut back in march to within two to five eyes from where it leaves the main branch according to the strength of the kind this must not be done with the teas,1.0
4438-48513-0015,0015,it was wemyss who had done all the thinking for her and in the spare moments between his visits to the undertaker about the arrangements and to the doctor about the certificate and to the vicar about the burial,1.0
4438-48513-0021,0021,he didn't know that a man could ever be justified in saying he had done good but he wemyss could at least fairly say that he hadn't done any one any harm oh but you have done good said lucy,3.0
4438-48513-0022,0022,always always i know that you've been doing good she said being kind i can't imagine you anything else but a help to people and a comfort and wemyss said well he had done his best and tried,1.0
4438-48525-0010,0010,and here was lucy alleging he had done so without any reason that she could see and anyhow roughly would he remove the feeling of discomfort she had at being forced to think her own heart's beloved,1.0
444-129208-0012,0012,as well as she had done at churchhill as she must confess herself to have sometimes an anxious doubt of london's perfectly agreeing with her missus vernon encouraging the doubt directly proposed her niece's returning with them into the country,1.0
444-129208-0020,0020,three months might have done it in general but reginald's feelings were no less lasting than lively whether lady susan was or was not happy in her second choice i do not see how it can ever be ascertained,1.0
444-139735-0021,0021,he returned with the distraught air of a man who was casting about for the philosopher's stone at least pretty much so there's rather a run on noah's arks at present i could have wished to improve on the family but i don't see how it's to be done at the price,1.0
4441-76263-0027,0027,miscreant to have a perfect timber yard and not to say a word about it the rain's done it i don't care who's done it let's light a fire he wrenched off a few pieces of wood with his strong hands and soon a fire was blazing in the grate,2.0
4442-2868-0003,0003,when the kings and princes could not be kept in check any longer and something had to be done to determine who was to be king merlin made the archbishop of canterbury send for them all to come to london it was christmas time,1.0
4442-2868-0134,0134,a long way off across the ocean there is a little country where the ground is lower than the level of the sea instead of higher as it is here of course the water would run in and cover the land and houses if something were not done to keep it out but something is done,2.0
4443-24511-0014,0014,let us think for a little while of what was being done with the scriptures in the days when the lord jesus learnt to read their words at his mother's knee words which from first to last told of himself,1.0
4447-14912-0021,0021,the mid century owners and breeders had probably all the advantages of what a past generation had done as there were certainly many wonderful pointers in the fifties sixties and seventies as old men living to day will freely allow,1.0
4455-116276-0017,0017,had the deed been done by a negro boy the victim would have remembered it they are uncommon here he would have said a negro good looking or something of that sort his color would have impressed the dying man,1.0
4455-90866-0031,0031,that if i thought it would tend to anything but good i would have done with it for ever no i would neither use it myself nor would any other man learn it from my lips i swear it by all that is holy and solemn,1.0
4455-90866-0034,0034,i have done for you robert what i might not have done for my own brother had i one and i have done it because i believe and hope that you are a man who would not use this power should you inherit it for selfish ends but even now i have not told you all,3.0
4463-16807-0032,0032,to despatch is to do and be done with to get a thing off one's hands to despatch an enemy is to kill him outright and quickly to despatch a messenger is to send him in haste to despatch a business is to bring it quickly to an end despatch is commonly used of single items,1.0
4474-14185-0029,0029,for we are due at lawley's at half past ten is jervis coming with us yes you'd better come said thorndyke it's the adjourned hearing of poor hornby's case you know there won't be anything done on our side,1.0
4474-14186-0003,0003,but fortunately a glimmer of sense restrained me she will find him dry enough yes i dislike him extremely do you know that he had the impudence to advise reuben to plead guilty he told us he had done so,1.0
448-122800-0042,0042,they went hand in hand as the old people had done when they were children but not to the round tower or to friedericksberg no the little damsel wound her arms round the boy and then they flew far away through all denmark and spring came and summer,1.0
448-135065-0032,0032,was out when he arrived at his house and he had to wait two hours for his re entrance and then mister green told him he had a little business in the village that must be done but he would be at thrushcross grange before morning the four men came back unaccompanied also,1.0
4480-44312-0031,0031,his hand shook as it rested on my arm and that was all neither in look nor manner did he betray the faintest sign of mental derangement he had perhaps needlessly alarmed the faithful old servant by something that he had said or done,1.0
4480-44312-0057,0057,which i have already mentioned and stood looking at it with an interest which was so incomprehensible to me that i own i watched him he ascended the slope of the moorland and entered the gate which led to the grounds all that the gardeners had done to make the place attractive,1.0
4481-17499-0036,0036,ah yes to be sure she muttered perhaps then it can be done if louise has no other engagements just what patsy said see here martha do you imagine that any girl who is half human could have engagements that would keep her from europe,1.0
4484-75922-0015,0015,raoul kissed as devotedly as a lover could have done the hand he held in his own,1.0
4484-75922-0038,0038,if i did not act as i ought to have done i beg you to forgive me did i reproach you raoul still the permission you are going to ask from the king,1.0
4487-1799-0040,0040,and assisted her there as tenderly as he could have done la masque herself he paused on the threshold for the room was dark there is a lamp and a tinder box on the mantel said the faint sweet voice,1.0
4487-1799-0058,0058,madame you are too grateful and i don't know as we have done anything much to deserve it you have saved my life and though you may think that a valueless trifle not worth speaking of,1.0
4487-1799-0063,0063,and by the way she said half starting up the first thing to be done is to see about this same prudence she must be somewhere in the house prudence is nowhere in the house said ormiston quietly and will not be she says,1.0
4487-1803-0073,0073,the axe fell again and the earl of gloucester was minus that useful and ornamental appendage a head it was all over so quickly that sir norman could scarcely believe his horrified senses until the deed was done,1.0
4492-8907-0026,0026,and with that marvellous subtlety of contrivance in steering round odd tempers that is found in sons of the soil and dependants generally they managed to get along under her government rather better than they would have done beneath a more equable rule,1.0
4492-8907-0033,0033,and so got the letter off the man returned met fitzpiers in the lane and told him the thing was done fitzpiers went back to his house musing,1.0
4492-8907-0039,0039,he spoke the last words with a momentary faltering at the great foolishness of his act for as he looked in her fair and honorable face his heart reproached him for what he had done her manner that evening showed her disappointment,1.0
4492-8907-0054,0054,done we have done nothing perhaps we have thought the more however it is all vexation i am going away to middleton abbey near shottsford where a relative of my late husband lives who is confined to her bed,2.0
4495-10160-0012,0012,became hysterical under the strain of perpetual anxiety the family doctor declined to answer for the nervous consequences if something was not done renewed efforts were made in every direction,1.0
451-126826-0008,0008,added felicity her heart melting at sight of the misery in the story girl's piteous eyes missus ray always looks on the dark side and it may not be the measles sara has after all but felicity had done her work too thoroughly,1.0
451-126829-0030,0030,i do said the story girl sagely when next we assembled ourselves together it was after milking and the cares of the day were done with we foregathered in the balsam fragrant aisles of the fir wood,1.0
451-126829-0054,0054,told her she was a little brick and had done just the right thing examined some of the fatal berries and gave it as his opinion that they were probably poisonous administered some powders to dan,1.0
451-126829-0058,0058,now you young fry get straight off to your beds dan is out of danger and you can't do any more good not that any of you have done much except cecily she's got a head of her shoulders,1.0
4515-11057-0016,0016,oh if i had imagined him still in such distress surely i might have done something to help him,1.0
4519-80189-0043,0043,but as all cats of the slightest pretensions to technique perfectly understand it can neither be well done nor produce the best effects unless the mouth be opened to its utmost capacity,1.0
4520-1805-0032,0032,went the way of all flesh with king arthur's round table and even if they were in existence none of them would take the trouble to limp down so far to save such an unlucky dog as i then you forgive me for what i have done,1.0
453-3040-0020,0020,and that without asking my consent what was to be done in this horrible dilemma,1.0
4535-279849-0028,0028,the texas was running from obstruction to obstruction clearing the way and pressing forward how had they done it how had they passed the broken rail the ties along the track the box cars and the snag those questions were pounding in the brains of andrews men,1.0
4535-279852-0011,0011,replied alf you two ride along beside em i'm done up totin this gun the procession started again,1.0
4545-9166-0005,0005,the same thing is done by the other churches all the external conditions of modern life are such as to destroy the doctrine of the church and therefore the churches use every effort to support their doctrines,1.0
4545-9166-0066,0066,some tokens so unmistakable that no doubt of its genuineness could ever have arisen but nothing of the sort was done by him and there have been and still are different institutions each calling itself the true church,1.0
4545-9166-0149,0149,what is the practical work of the churches to day what is their influence upon men what is done by the churches among us among the catholics and the protestants of all denominations what is their practical work and what are the results of their practical work,1.0
4546-16812-0037,0037,art always relates to something to be done science to something to be known not only must art be discriminated from science but art in the industrial or mechanical sense must be distinguished from art in the esthetic sense,1.0
4546-16812-0043,0043,synonyms bail earnest gage pledge surety the first four words agree in denoting something given or deposited as an assurance of something to be given paid or done,1.0
4546-16813-0000,0000,according to the adage if you want your business done go if not send one sends a letter or a bullet a messenger or a message in all the derived uses this same idea controls if one sends a ball into his own heart,1.0
4563-26445-0034,0034,i have been thinking about you anxiously in the wakeful hours of the night how anxiously you will understand when i tell you that i now reproach myself for not having done more than i did to prevent your unhappy marriage and yet what more i could have done i don't really know,2.0
4563-26447-0018,0018,make it up and i will give you this pretty piece of embroidery when i have done it i am only a poor solitary deformed wretch with a quaint turn of mind i mean no harm forgive me indulge me enlighten me,1.0
4572-112375-0003,0003,now if thy pride disown what he high thoughted prince has done for thee struck by his arrows shalt thou fall and bali meet in yama's hall,1.0
4576-66268-0018,0018,maidens it were well that ye gave me to drink again for i am weary and my journey is done so again they brought him the horn and made much of him and he drank and then spake on now heard we the horn's voice again quite close,1.0
4576-66274-0011,0011,another reached to her the mead horn and she had scarce done her draught ere otter was there for they had found him at the gate of the burg he had many a time been in the wolfing hall so he knew her at once and said,1.0
4576-66275-0005,0005,or ever they have set their hands to the dwellings of my house and belike when i have done mine errand to otter i shall ride with him to look on these burners,1.0
458-126290-0010,0010,when she went home the mouse inquired and what was the child christened half done answered the cat half done,2.0
458-126290-0012,0012,only it has white paws but with that exception it has not a single white hair on its whole body this only happens once every few years you will let me go won't you top off half done answered the mouse they are such odd names they make me very thoughtful,1.0
458-126290-0018,0018,you have devoured all when you were standing godmother first top off then half done then will you hold your tongue cried the cat,1.0
458-126294-0012,0012,do you become a rose tree and i the rose upon it when the three servants came to the forest nothing was there but a rose tree and one rose on it but the children were nowhere then said they there is nothing to be done here,1.0
4583-16044-0015,0015,as he turned half round gazing in that direction a soldier took aim at him at the moment when the soldier was sighting marius a hand was laid on the muzzle of the gun and obstructed it this was done by some one who had darted forward the young workman in velvet trousers,1.0
4586-19665-0002,0002,now that she will be in good hands i shall feel that i have done my duty and pray does rowland know of your having brought this stranger here of course mister walcot is our guest till his own house can be prepared for him,1.0
4586-19665-0005,0005,but it is your own doing mister hope must have justice and you have no one to blame but yourself that justice must be done at your expense i give you fair notice that i shall discharge my duty fully in the painful circumstances in which you have contrived,1.0
4586-19665-0013,0013,leaving you opportunity to retrieve yourself to repair the mischief you have done and to alleviate the misery which i see is coming upon you you are very good but i know what i am about and i shall proceed in my own way,1.0
4586-61758-0025,0025,neer a mind i'd make him take his full share o the carryin when it kum to thet how air it to be done we must git him on a streetcher,1.0
4586-61758-0034,0034,his wounds received such rude dressing as his companions were capable of administering to them and nothing more could be done but await the return of day phelim went to sleep upon his shake down while the other sate up,1.0
4586-96498-0019,0019,to tell the truth powart i haven't any plan at all yet thanks for the exemption in return i assure you that whatever i do will be as truly in the interests of the people as what you have done,1.0
459-123443-0038,0038,that it felt quite strange at first but she got used to it in a few minutes and began talking to herself as usual come there's half my plan done now how puzzling all these changes are i'm never sure what i'm going to be from one minute to another,1.0
459-123443-0039,0039,however i've got back to my right size the next thing is to get into that beautiful garden how is that to be done i wonder as she said this she came suddenly upon an open place with a little house in it about four feet high,1.0
459-127521-0029,0029,but silver from the other boat looked sharply over and called out to know if that were me and from that moment i began to regret what i had done the crews raced for the beach but the boat i was in having some start and being at once the lighter and the better manned,1.0
459-127522-0027,0027,the sun still shining mercilessly on the steaming marsh and the tall pinnacle of the mountain and i could scarce persuade myself that murder had been actually done and a human life cruelly cut short a moment since before my eyes,1.0
4591-14356-0039,0039,it shall be done returned the demon there was an earthquake and ashtaroth disappeared marsilius now made his first movement towards the destruction of orlando by sending before him his vassal,1.0
4591-16221-0052,0052,what was there about this particular break to make it the hat of peter junior because she had made it herself she had knocked it down one day when she was brushing up in the front hall and when she hung it up again she had seen the break and knew she had done it,1.0
4592-22179-0002,0002,it was already six in the morning and he still paced up and down the room well what's to be done if it cannot be avoided what's to be done evidently it has to be so said he to himself and hastily undressing he got into bed,2.0
4592-22179-0025,0025,she was in the same black dress with soft folds and her hair was done the same way as the day before yet she was quite different had she been like this when he entered the day before he could not for a moment have failed to recognize her,1.0
4594-901-0000,0000,what should these people have done what in the name of god should they have done,2.0
4594-901-0003,0003,edward was half dead only leonora active persistent instinct with her cold passion of energy was doing things what then should they have done worked out in the extinction of two very splendid personalities,1.0
4594-901-0028,0028,i am no doubt like every other man only probably because of my american origin i am fainter at the same time i am able to assure you that i am a strictly respectable person i have never done anything that the most anxious mother of a daughter,1.0
4594-901-0041,0041,yes she desired to see edward suffer and by god she gave him hell she gave him an unimaginable hell those two women pursued that poor devil and flayed the skin off him as if they had done it with whips i tell you his mind bled almost visibly,1.0
4594-902-0067,0067,if i had had the courage and virility and possibly also the physique of edward ashburnham i should i fancy have done much what he did,1.0
4598-6176-0001,0001,when she had done she found her dinner of the same sort she was used to at home but better in the hole of the wall when she had eaten it she went to look at the pictures by this time her old disposition had begun to rouse again,1.0
4598-6176-0008,0008,by the will of the king from this time until further notice every stray child found in the realm shall be brought without a moment's delay to the palace whoever shall be found having done otherwise,1.0
4598-6176-0027,0027,the wise woman however asked no questions but began to talk about her work approving of some of it which filled her with arrogance and showing how some of it might have been done better which filled her with resentment,1.0
4599-21274-0010,0010,and the unsightly tufts of grass spotting the broad gravel terrace beneath her window it is a heavenly place all said and done,1.0
46-128001-0025,0025,the king feasted with the ladies of his seraglio and amused himself with hunting a moth about the supper room then at length tardy justice was done to the memory of oliver everywhere men magnified his valour,1.0
460-172357-0000,0000,i know no way in which a writer may more fittingly introduce his work to the public than by giving a brief account of who and what he is by this means some of the blame for what he has done is very properly shifted to the extenuating circumstances of his life,1.0
4629-19366-0042,0042,and presented them with the instrument their reception of it surprised him they were greatly delighted with it and wrote specially thanking him for the communication and assuring him that all right should be done him in the matter of the invention the bishop of salisbury bishop burnet,1.0
4629-19366-0063,0063,the first part of the work having been done,1.0
4629-19366-0084,0084,which gave him a deal of trouble and no wonder for in the way he has put it there never was a man yet living who could have done the same thing,1.0
4629-19366-0095,0095,by this time newton was only forty five years old but his main work was done his method of fluxions was still unpublished his optics was published only imperfectly a second edition of,1.0
4629-19366-0124,0124,that is the way quiet steady continuous thinking uninterrupted and unharassed brooding much may be done under those conditions much ought to be sacrificed to obtain those conditions,1.0
4629-19366-0126,0126,if i have done the public any service this way,1.0
464-126832-0021,0021,i've been wondering what these sharp pains i've been feeling ever since dinner meant i know now i must have swallowed a needle several needles perhaps i'm done for,1.0
4659-12464-0030,0030,but when they had told him what they had done,1.0
4659-12464-0032,0032,so they thought proper to tear that coat to pieces and to dip it into goats blood and then to carry it and show it to their father that he might believe he was destroyed by wild beasts and when they had so done they came to the old man,1.0
4659-26488-0003,0003,and if he met with a favorable opportunity he would discourse with him about him and learn the cause of his disgust and show how little ground there was for it and that for it he ought not to kill a man that had done so many good things to the multitude,1.0
4659-26488-0029,0029,their kingdom was not secure to them yet did he bid him send for him that he might be punished and when jonathan said in answer what hath he done that thou wilt punish him saul no longer contented himself to express his anger in bare words but snatched up his spear,1.0
4659-26488-0032,0032,as going to perform his exercises but in reality to inform his friend what disposition his father was in towards him as he had agreed with him to do and when jonathan had done what had been thus agreed he dismissed his servant that followed him to return to the city,1.0
466-134185-0005,0005,so that nobody may hear a word new or old of what you have done a bird in the bush is better than a bird in the cage here is money take one of the two enchanted horses i have in the stable and the dog which is also enchanted and tarry no longer here,1.0
466-134185-0020,0020,seized his sword and soon made a slaughter of them the fairy showered thanks upon him for this brave deed done for her sake and invited him to her palace that she might reward him but cienzo replied it is nothing at all thank you kindly,1.0
466-134185-0041,0041,since he has had the impudence to tell you a bouncing lie but to prove to you that i have done the deed and not this rascal order the heads to be produced none of them can speak to the proof without a tongue and these i have brought with me as witnesses to convince you of the truth,1.0
466-134196-0005,0005,and run about like deer to hit the king's pleasure to a hair truly one must be born to good fortune in this world and he who has not luck might as well be thrown into the sea what is to be done we can only look on and envy,1.0
466-134196-0016,0016,and you shall have no cause to regret having done me this service corvetto knew well that this drum was sounded by those who wished him ill nevertheless to obey the king he set out and took the road to the mountain,1.0
466-134196-0033,0033,as corvetto has done so much to serve you it would be no great matter for him in order to give you a signal pleasure to get the ogre's palace which is fit for an emperor to live in for it has so many rooms and chambers inside and out,1.0
466-134196-0035,0035,and stupor is in delight the king who had a fruitful brain which conceived quickly called corvetto again and telling him the great longing that had seized him for the ogre's palace begged him to add this service to all the others he had done him,1.0
466-134208-0005,0005,but i must find some means of getting rid of these creatures or it will cost me my life better to blush once than to grow pale a hundred times so i've done with them for i am resolved to send them away or to leave the house myself for ever,1.0
466-134208-0027,0027,when nennella saw him through the fish's throat she cried aloud brother brother your task is done the tables are laid out every one but here in the fish i must sit and sigh o brother without you i soon shall die,1.0
466-134208-0038,0038,so it shall be done said the prince the goat has butted at herself quick now you have passed the sentence and you must suffer it for having borne these beautiful stepchildren such malice so he gave orders that the sentence should be instantly executed,1.0
4660-25053-0045,0045,fifty yards away among some bushes jock found the head and still further afield were remains of skin and thigh bones crushed almost beyond recognition no aasvogel had done this it was hyenas work,1.0
4680-16026-0001,0001,which she had not yet done up to that time she had contented herself with watching him on his passage along the boulevard without ever seeking to encounter him it was only on the evening before that she had attempted to address him,1.0
4680-16026-0016,0016,there's nothing to be done here but embrace me my good little father it's a long time since i've seen you so you're out thenardier tried to disentangle himself from eponine's arms and grumbled that's good,1.0
4680-16042-0007,0007,at the expiration of twenty years had returned from the great wars with a scarred cheek a smiling countenance tranquil admirable pure as a child having done everything for france and nothing against her,1.0
4680-16042-0009,0009,he thought of his father's sword which his grandfather had sold to a second hand dealer and which he had so mournfully regretted he said to himself that that chaste and valiant sword had done well to escape from him,1.0
4680-16042-0011,0011,blows given and received in the rear it was because coming from marengo and friedland it did not wish to go to the rue de la chanvrerie it was because after what it had done with the father it did not wish to do this for the son,1.0
4680-16042-0032,0032,both represent in a certain measure the confiscation of right and in order to clear away universal insurrection they must be combated it must be done france being always the one to begin,1.0
4681-13056-0001,0001,there was so much of indecision in her husband's manner and apparently so little done by him in regard to personal preparation that she could hardly bring herself to feel certain,1.0
4681-13056-0027,0027,we're ruined missus lopez and it's your husband has done it when we were at dovercourt i told you how it was going to be his business has left him,1.0
4681-13056-0031,0031,why couldn't he let sexty alone why should the like of him be taking the bread out of my children's mouths what had we ever done to him,1.0
4681-13056-0043,0043,and lopez has done it all done it all i haven't got a father ma'am who has got a house over his head for me and my babies only think,2.0
4681-13056-0067,0067,gradually she had learned how frightful was the thing she had done in giving herself to a man of whom she had known nothing and it was not only that,1.0
4681-13056-0070,0070,that he would let her go i have done it she said that night and i could bear it better if you would let me bear it alone but he only kissed her,1.0
4681-13056-0073,0073,she was not afraid of him even though he should strike her though he should kill her she would not be afraid of him he had already done worse to her,1.0
4687-43336-0010,0010,throughout the entire inhabited globe who still worshipped jesus christ as god and the vicar of christ sat in a whitewashed room in nazareth dressed as simply as his master waiting for the end he had done what he could,1.0
4687-43336-0017,0017,yet not before percy franklin surely under the strangest circumstances since those of the first century had been elected to the supreme pontificate it had all been done in a few minutes by the dying man's bedside,1.0
4687-43336-0026,0026,communicating with another in damascus where cardinal corkran had fixed his residence and from that centre messages occasionally were despatched to ecclesiastical authorities elsewhere but for the most part there was little to be done,1.0
4693-17503-0052,0052,not necessarily observed the girl smiling at his perplexity it is likewise true that many other eruptions have occurred when little damage was done,1.0
4697-100165-0025,0025,come quickly something has happened to simon jack let brindle cow take care of herself and hurried after nina wondering what the fairy had done to simon but it seemed that simon had brought on his trouble himself,1.0
4699-12472-0003,0003,but to crush them before they gather strength and come to be in prosperity and perhaps attack them first in a hostile manner as presuming upon our indolence in not attacking them before and that we ought to avenge ourselves of them for what they have done in the wilderness,1.0
4699-12472-0024,0024,when this was done the hebrews conquered the amalekites by main force and indeed they had all perished unless the approach of the night had obliged the hebrews to desist from killing any more so our forefathers obtained a most signal and most seasonable victory,1.0
4699-12472-0032,0032,and gave rewards to such as had signalized themselves in the action and highly commended joshua their general who was attested to by all the army on account of the great actions he had done,1.0
4699-12472-0048,0048,and what thou hast done by ministering under god to the people's preservation permit therefore the determination of common causes to be done by others but do thou reserve thyself to the attendance on god only,2.0
4699-12472-0053,0053,by these means two advantages will be gained the hebrews will have justice done them and thou wilt be able to attend constantly on god,1.0
47-122796-0008,0008,as then she is sure of having it done properly they were telling each other with a confidential interchange of ideas where they had been during the day the messenger of fortune had only executed a few unimportant commissions such as saving a new bonnet from a shower of rain et cetera,1.0
47-122796-0085,0085,and the first thing that was done here was naturally to pull off the galoshes when the spirit that was merely gone out on adventures must have returned with the quickness of lightning to its earthly tenement it took its direction towards the body in a straight line,1.0
47-122796-0098,0098,then the smith must be fetched to file away the bars but all that would not be done so quickly as he could think about it the whole charity school just opposite would be in motion all the new booths with their not very courtier like swarm of seamen,1.0
470-127690-0045,0045,and are now singing their best songs with the streams in tranquil mellow autumn when the year's work is about done and the fruits are ripe birds and seeds out of their nests,1.0
4701-15273-0009,0009,but now there is nothing of this kind done the height of nobility in the present day is to frequent bagnios to live in debauchery to wear rich dresses with pretty fringes and big cuffs this o queen he added,1.0
4701-15273-0038,0038,i declare that it was i and none other who caused the doing of what has been done thereupon he turned his horse's head,1.0
4701-15273-0047,0047,we regard the deed relating to our own brother as done to ourself the compassion of all present was boundless and so was their indignation but it was reported that the duke of burgundy was getting ready to return to paris,1.0
4701-15273-0048,0048,and with what following and for what purpose would he come nothing was known on that point there was no force with which to make a defence nothing was done for the duchess of orleans no prosecution began as much vexed and irritated as disconsolate,1.0
4701-15273-0055,0055,especially when he is a man of such mighty power that justice cannot well be done by the sovereign this principle once laid down john petit proceeded to apply it to the duke of burgundy causing to be slain that criminal tyrant the duke of orleans,1.0
4703-73029-0040,0040,saying that her master desired that she would take it i will not leave you my lady till you have done so said hannah to fast so long must be bad always then she eat the food,1.0
4705-16048-0008,0008,and pulled from it a scrap of paper and a bit of red pencil filched from some carpenter he wrote french republic received thy cart and he signed it gavroche that done,1.0
4706-28494-0014,0014,i always carry it here said the boy putting his hand to his breast where a bulging out was visible this is a model when it is done they will have to make a large one show it me the boy shook his head no not till it is done,2.0
4706-28495-0003,0003,well none make a fire we have done supper but my dear friend said bonaparte taking off his hat i came not to sup not for mere creature comforts but for an hour of brotherly intercourse with a kindred spirit,1.0
4706-28495-0032,0032,it is like the dew upon the mountains of hermon for there the lord bestowed a blessing even life for evermore stay and drink some coffee said the german no thank you my friend i have business that must be done tonight said bonaparte,1.0
4710-17347-0003,0003,stopping simultaneously and then going on together again anyhow no matter how it was done and elias p hutcheson became one of our party straightway amelia and i found the pleasant benefit instead of quarrelling,1.0
4712-49746-0023,0023,the four bodies were fallen on the field and lay with those who had perished in that day but because of the great mischief these four lovers had done their adversaries their shields were cast despitefully without the lists but in this their foemen did wrongfully,1.0
4712-60531-0009,0009,the last four words will not attract the butterfly reader i know i have done my best to make the whole of this book as lucid and entertaining as its matter permits because i want it read by as many people as possible,1.0
4712-60531-0035,0035,this person is spoken of as the botanist and he is a leaner rather taller graver and much less garrulous man his face is weakly handsome and done in tones of grey he is fairish and grey eyed,1.0
4719-25765-0008,0008,asked one of the officers turning to the captain of whom we have spoken thus addressed john h morgan modestly answered the general will pardon me if i differ with him somewhat in his opinion corinth should be held as long as that can be done with safety to the army,1.0
4719-25766-0060,0060,i know not who you are he said but lieutenant haines is my guest and i will have no violence lower that weapon without doing so calhoun answered if i have done anything contrary to the wishes of those who have so kindly befriended me i am sorry,1.0
472-129983-0032,0032,to which both of them submitted without any reluctance for nothing had been said on either side to make them dislike each other less than they had done before and elinor sat down to the card table with the melancholy persuasion that edward was not only without affection for the person who was to be his wife,1.0
472-129994-0022,0022,for she loitered away several minutes on the landing place with the most high minded fortitude before she went to her sister when that was once done however it was time for the raptures of edward to cease for marianne's joy hurried her into the drawing room immediately,1.0
472-130755-0003,0003,that did not admit of a doubt but she was very anxious to have it done with the least possible pain to him and elizabeth she drew up plans of economy she made exact calculations and she did what nobody else thought of doing she consulted anne,1.0
472-130755-0005,0005,if we can persuade your father to all this said lady russell looking over her paper much may be done if he will adopt these regulations in seven years he will be clear and i hope we may be able to convince him and elizabeth,1.0
472-130755-0011,0011,whose interest was involved in the reality of sir walter's retrenching and who was perfectly persuaded that nothing would be done without a change of abode,1.0
4731-58193-0017,0017,why did you let mister bingham flog me what have i done that i should be so punished,1.0
4731-95870-0032,0032,the effects of such operations upon a woman serious as they may be are nothing as compared to the injury done her general health by drugs taken to produce the same result even such drugs as are prescribed by physicians have harmful effects,1.0
4734-220951-0053,0053,with all their powers and armies cannot promulgate and spread one holy soul can promote without help or support can this be done by human power no in the name of god,1.0
474-141425-0006,0006,i thought house committees were not expected to pay any attention to complaints in complaint books i never heard of its being done before well i can't say that i have either replied demosthenes chewing thoughtfully on the pebble,1.0
474-141425-0026,0026,a plumbers club for instance and how absurd that would be in hades no gentlemen it can't be done the poets must and shall be preserved what's the objection to class clubs anyhow asked cassius i don't object to them,1.0
4741-27757-0044,0044,i planted some cabbages in the spring just when the inspector came along he said what is this why have you not reported this why have you done this without permission dig them up roots and all he was drunk,1.0
4748-25901-0008,0008,doctor wilkinson's cook told me once that he done something to a lady's eyes and asked a thousand dollars for it jack sighed a long hopeless sigh,1.0
4748-25901-0047,0047,his eye going from the boy's eager flushed face to the pale patient one beside him as if the two little figures shabby though they were illustrated the story better than the finest artist could have done,1.0
