File,Line,Speaker,UttStartTime,UttEndTime,UttLength,Content,AintVariation,InstancesCountPerLine,FeatureCountPerLine,WadaSNRMeade,WadaSNRRigal,NistSNRRigal,SyllableCount,SpeechRate,amazon_transcription,deepspeech_transcription,deepspeech_ConfidenceLevel,google_transcription,google_ConfidenceLevel,IBMWatson_transcription,IBMWatson_ConfidenceLevel,microsoft_transcription
DCB_se3_ag4_f_02_1,1864,DCB_se3_ag4_f_02,2006.3983,2008.1888,1.7905,"You know, she almost didn't look like she was black,",didnt,1,0,18.59589288,18.02,25.75,12,6.702038537,"You know, she almost didn't look like she was black.",i look like she was,-27.8379612,"No, she didn't look like she was.",0.87629658,you know she almost didn't look like she was black ,0.82,"You know, she almost didn't look like she was black."
DCB_se3_ag4_f_02_1,1921,DCB_se3_ag4_f_02,2074.4826,2075.4805,0.9979,I didn't have to work as hard.,didnt,1,0,19.22045073,17.49,5,8,8.016835354,I have to work as hard.,,-7.041831493,,0,it's hard ,0.53,I have to work as hard.
DCB_se3_ag4_f_02_1,1931,DCB_se3_ag4_f_02,2089.2372,2092.1935,2.9563,"And another thing is that I- when I got As, I didn't want anybody to know it.",didnt,1,0,14.63310964,14.38,7.25,23,7.779995264,"And another thing is that when I got a's, I didn't want anybody to know it.",one thing is that when i got as i didn't want invited,-74.68354797,"Another thing is that when I got AIDS, I didn't want anybody to know.",0.969843805,another thing is %HESITATION when I got a sighting warning by to know ,0.6,Another thing is that when I got a side didn't want anybody to know it.
DCB_se3_ag4_f_02_1,1943,DCB_se3_ag4_f_02,2103.5687,2104.8794,1.3107,it didn't seem like it was cool.,didnt,1,0,18.25575308,17.84,7.5,8,6.103608759,It didn't seem like it was cool.,i like it was cold,-26.59362411,It didn't seem like it was cool.,0.852485001,it didn't seem like it was cool ,0.87,It didn't seem like it was cool.
DCB_se3_ag4_f_02_1,2203,DCB_se3_ag4_f_02,2383.3305,2385.5967,2.2662,He didn't want them to be that entrenched.,didnt,1,0,25.38711254,25.07,25.25,10,4.412673197,He didn't want them to be that entrenched.,i want them to be that insurance,-38.4359169,He didn't want them to be that insurance.,0.813329816,you don't want them to be debt insurance ,0.69,He didn't want them to be debt entrenched.
DCB_se3_ag4_f_02_1,2332,DCB_se3_ag4_f_02,2529.7272,2530.9116,1.1844,that didn't sell when,didnt,1,0,16.42212342,16.22,12.5,5,4.221546775,That didn't sell when?,i sell when,-21.44467545,It didn't sell well.,0.760220647,they didn't sell when ,0.75,That didn't sell when.
DCB_se3_ag4_f_02_1,2376,DCB_se3_ag4_f_02,2587.6802,2588.4123,0.7321,I'm not that old .,imnot,1,0,7.425038193,7.26,4.25,4,5.463734463,I don't know how.,how,-7.898759842,,0,I don't know how ,0.89,I don't know how.
DCB_se3_ag4_f_02_1,2440,DCB_se3_ag4_f_02,2657.4606,2660.4356,2.975,I know my mother said she didn't go to the march on Washington because,didnt,1,0,16.81254885,16.46,7.5,19,6.386554622,"No, my mother said she didn't go to the march on Washington because.",my mother says she didn't go to the march and was once,-74.91481018,"my mother said, she didn't go to the March on Washington because",0.952533424,no my mother said she didn't go to the March on Washington because ,0.86,My mother says she didn't go to the March on Washington because.
DCB_se3_ag4_f_02_1,2606,DCB_se3_ag4_f_02,2871.6887,2874.0621,2.3734,"back then, money did- it didn't even really, you know-",didnt,1,0,21.6895805,21.36,33,14,5.89871071,Back then money didn't it Didn't even Really You know?,the money did it didn't even really you know,-40.51081467,"Back then money did it didn't even really, you know.",0.824614882,back then money didn't it didn't even really you know ,0.78,"Back then, money didn't. It didn't even really, you know."
DCB_se3_ag4_f_02_1,2608,DCB_se3_ag4_f_02,2874.4958,2876.9985,2.5027,You didn't even need that much money to go to college. ,didnt,1,0,20.24773285,19.7,6.75,15,5.993526991,You don't even need that much money to go to college.,i need them much may go to college,-54.77493668,You don't even need that much money to go to college.,0.968361676,you don't even need that much money to go to college ,0.93,You don't even need that much money to go to college.
DCB_se3_ag4_f_02_1,2686,DCB_se3_ag4_f_02,2951.6425,2952.9154,1.2729,They didn't have that-,didnt,1,0,16.89244081,16.66,26.75,5,3.928038338,They didn't have that.,he didn't have that,-20.88960457,They didn't have that.,0.84469974,they didn't have that ,1,They didn't have that.
DCB_se3_ag4_f_02_1,2750,DCB_se3_ag4_f_02,3014.0381,3016.1037,2.0656,"and so I- You know, I didn't",didnt,1,0,20.26986068,19.14,26.25,8,3.872966692,And so you know I didn't.,so you know i didn't,-17.58624077,"So, you know, I did.",0.945892692,and so I you know I didn't ,0.91,"And so you know, I didn't."
DCB_se3_ag4_f_02_1,2891,DCB_se3_ag4_f_02,3165.8012,3170.2584,4.4572,"um, that's how I ended- I actually made the decision to go to RD-SCHOOL-4 because I didn't have a car,",didnt,1,0,19.83267256,19.6,7.75,25,5.60890245,That's how it ended I've actually made the decision to go to because I didn't have a car.,that's how i ended actually made the decision go because i didn't have a car,-68.98202515,That's how I ended up actually made the decision to go to because I didn't have a car.,0.925206304,%HESITATION that's how I ended up actually made the decision to go to because I didn't have a car ,0.91,That's how I ended up actually made the decision to go to because I didn't have a car.
DCB_se3_ag4_f_02_1,2904,DCB_se3_ag4_f_02,3184.985,3186.8035,1.8185,I didn't wanna go to Howard because I didn't think-,didnt,2,0,19.00523639,18.2,7.75,15,8.248556503,I didn't want to go to Howard because I didn't think.,how because i didn't think,-36.5071106,I didn't want to go to happy hour because I didn't.,0.758191168,our because that anything ,0.45,Didn't want to go to Howard because I didn't think.
DCB_se3_ag4_f_02_1,2988,DCB_se3_ag4_f_02,3267.0312,3270.0062,2.975,But that didn't h- have say anything to do with why I didn't apply to Howard.,didnt,2,0,20.88870257,20.58,14.75,22,7.394957983,But that don't have something to do with why didn't apply to Howard?,i have seen in jehadpore,-113.4728699,That was why I didn't reply to her.,0.700031161,that I have Saint Angelo was why didn't platter our ,0.62,With that I have sent in do with. Why didn't reply to Howard?
DCB_se3_ag4_f_02_1,2993,DCB_se3_ag4_f_02,3273.381,3276.6217,3.2407,But Howard did not have- Howard didn't have a Metro at the time either.,didnt,1,0,23.32077622,23.14,18.75,19,5.862930848,And Howard did not have Howard didn't have a metro at the time.,howard did not have hoarded have a metro at the time,-90.20320892,"Ron, Howard did not have Howard, didn't have a metro at the time. Being.",0.86857456,and how it did not have how we didn't have a Mitchell at the time ,0.62,And Howard did not have. Howard didn't have a metro at the time either.
DCB_se3_ag4_f_02_1,3001,DCB_se3_ag4_f_02,3286.1643,3287.2601,1.0958,I didn't think about those.,didnt,1,0,17.80661798,16.14,12,7,6.388027012,I don't think about those.,though,-21.27876282,,0,,0,I don't think about those.
DCB_se3_ag4_f_02_1,3023,DCB_se3_ag4_f_02,3316.6446,3317.8243,1.1797,"I don't know, maybe it hasn't.",hasnt,1,0,13.71862483,13.44,7.75,8,6.781385098,"I don't know, maybe it hasn't.",maybe it ,-14.67475224,I don't know. Maybe it has.,0.9856866,I don't know maybe it has ,0.82,"I don't know, maybe it has."
DCB_se3_ag4_f_02_1,3154,DCB_se3_ag4_f_02,3471.6654,3472.8451,1.1797,"No, I haven't enjoyed it.",havent,1,0,15.23690933,13.98,7.75,7,5.933711961,"No, I haven't enjoyed it.",i have enjoyed it,-20.91276932,"No, I haven't enjoyed.",0.952818096,no I haven't enjoyed ,0.77,I haven't enjoyed.
DCB_se3_ag4_f_02_1,3204,DCB_se3_ag4_f_02,3522.0248,3523.9226,1.8978,And I really didn't think I was gonna make it through.,didnt,1,0,21.03140228,20.39,10.75,14,7.376962799,And I really didn't think I was gonna make it through.,i didn't think i was going to make it through,-24.11502457,And I really didn't think I was going to make it through.,0.980573893,I really didn't think I was going to make it through ,0.92,And I really didn't think I was gonna make it through.
DCB_se3_ag4_f_02_1,3224,DCB_se3_ag4_f_02,3546.3186,3549.8799,3.5613,Cause I didn't want anybody to ever say that I c- I didn't wanna ever say,didnt,2,0,18.0792269,17.8,9,24,6.739112122,"Because I didn't want anybody to ever say that I could, I didn't want to ever say.",i didn't want anybody to ever say that i could i don't want to ever say,-69.01448059,Cuz I didn't want anybody to ever say that. I could I don't want to ever say.,0.962809622,because I didn't want anybody to ever say that I could I don't want to ever say ,0.84,'cause I didn't want anybody to ever say that I could. I didn't want to ever say.
DCB_se3_ag4_f_02_1,3391,DCB_se3_ag4_f_02,3751.1999,3752.0206,0.8207,Oh I didn't know that.,didnt,1,0,7.444826438,7.2,7,6,7.310832216,I didn't know that.,,-5.200046062,,0,,0,"No, I didn't know that."
DCB_se3_ag4_f_02_1,3476,DCB_se3_ag4_f_02,3868.7612,3870.673,1.9118,I didn't get into go go when I was younger.,didnt,1,0,28.10061726,27.88,24.75,13,6.799874464,I didn't get into go go when I was younger.,get in the goonies young,-61.03375626,I didn't get into go go. When I was younger.,0.789400518,I didn't get into Google when I was ,0.68,I didn't get into Google when I was younger.
DCB_se3_ag4_f_02_1,3478,DCB_se3_ag4_f_02,3872.3376,3874.0991,1.7615,"I didn't go to those go go places,",didnt,1,0,19.63746895,19.41,21.5,10,5.676979847,I didn't go to those google places.,the goal places,-37.1084404,I didn't go to those Google Places.,0.956575811,I didn't go to those go places ,0.63,I didn't go to those Google places.
DCB_se3_ag4_f_02_1,3518,DCB_se3_ag4_f_02,3905.456,3906.1694,0.7134,But I didn't-,didnt,1,0,29.51837537,29.39,26.25,4,5.606952621,But I didn't.,i didn't,-8.26127243,But I did.,0.938094616,but I didn't ,1,But I didn't.
DCB_se3_ag4_f_02_1,3620,DCB_se3_ag4_f_02,4045.7734,4047.0872,1.3138,But I'm- I'm not like a real,imnot,1,0,12.46771831,12.34,9,7,5.328056021,I'm not like a real.,like a real,-17.96291161,Like a real.,0.965346336,and I'm I'm like a real ,0.74,I'm like a real.
DCB_se3_ag4_f_02_1,3751,DCB_int_01,4168.6539,4170.7149,2.061,So I didn't understand that concept.,didnt,1,0,17.85491678,17.57,5.5,10,4.852013586,So I didn't understand that concept.,i understand that concept,-25.30070496,,0,so I didn't understand that constant ,0.81,So I didn't understand that concept.
DCB_se3_ag4_f_02_1,3774,DCB_se3_ag4_f_02,4194.4538,4196.4997,2.0459,"Yeah, I haven't been to a carry out in a long time.",havent,1,0,21.08581467,20.7,18,14,6.842954201,I haven't been to carry out in a long time.,been to a carry out my long time,-39.32129669,I haven't been to carry out in a long time.,0.835940957,I haven't been to a Kerry out in a long time ,0.83,I haven't been to a carry out in a long time.
DCB_se3_ag4_m_01_1,145,DCB_se3_ag4_m_01,163.2302,167.5751,4.3449,"Cause you know, we didn't never have to tan so we didn't never even sit out in the sun you know.",didnt,2,0,19.186497,17.16,9.5,26,5.98402725,We didn't ever have to tan so we didn't never.,have to answer,-60.30168152,Never have to tan. So we didn't ever.,0.908994079,because you know we never have to tan so we didn't ever ,0.65,'cause you know we didn't ever have to tan so we didn't ever.
DCB_se3_ag4_m_01_1,314,DCB_se3_ag4_m_01,322.132,326.4103,4.2783,we had another person that was from Mauritius. I had never heard of Mauritius. I didn't know where Mauritius was.,didnt,1,0,20.30768068,19.22,14.25,34,7.947081785,"We had another person who was from Mauritius I had never heard of Mauritius, I don't know where Mauritius.",another person was humorous i had never heard of riches i know merchant was,-110.7257309,Another person was from Mauritius. I had never heard of Mauritius. I know where where she was.,0.806161761,and another person was from a vicious I had never heard of a rich you know whatever's ,0.54,We had another person was from Mauritius. I had never heard of Mauritius. I know where she was.
DCB_se3_ag4_m_01_1,347,DCB_se1_ag3_m_01,357.1221,358.0479,0.9258,I didn't know that.,didnt,1,0,20.16570427,18.46,19.5,5,5.4007345,"yep, no, no!",he,-4.586375237,,0,,0,Yep.
DCB_se3_ag4_m_01_1,381,DCB_se3_ag4_m_01,387.2168,390.4447,3.2279,and the people we were renting from didn't invest the money,didnt,1,0,17.82883763,17.36,12.75,16,4.956783048,And the people we were renting from didn't invest the money.,the people we were wanting from the investing,-69.6108551,And the people we were renting from didn't invest the money.,0.951813698,and the people we were renting from didn't invest the money ,0.89,And the people we were renting from didn't invest the money.
DCB_se3_ag4_m_01_1,404,DCB_se1_ag3_m_01,408.4553,412.2337,3.7784,"Wow. They gonna keep a liquor store. Alright, ain't gonna let that go. ",ain't,1,1,16.6260928,16.46,9.75,17,4.499258946,People think I'm gonna let that go Uh huh.,,-12.40446663,,0,%HESITATION %HESITATION ,0.85,
DCB_se3_ag4_m_01_1,646,DCB_se3_ag4_m_01,691.7076,694.1237,2.4161,"you know, we didn't have videos and stuff, but we had-",didnt,1,0,17.84426144,17.08,17.25,14,5.79446215,We didn't have videos and stuff but we had.,we didn't have video and stuff but we had,-47.39089203,"videos of stuff, but we had",0.900959194,you know we've been having videos and stuff but we had ,0.66,"You know we didn't have videos and stuff, but we had."
DCB_se3_ag4_m_01_1,719,DCB_se3_ag4_m_01,775.4282,777.0637,1.6355,that was- they didn't have anybody to,didnt,1,0,17.11764805,16.63,9.25,11,6.725771935,That was they didn't have anybody to.,they didn't have anybody to,-20.30039215,"That was, they didn't have anybody to.",0.981134951,that was they didn't have anybody to ,0.88,That was they didn't have anybody to.
DCB_se3_ag4_m_01_1,786,DCB_se3_ag4_m_01,863.7101,865.4773,1.7672,A number of people that i- you know you didn't-,didnt,1,0,14.53645402,14.17,11.75,13,7.356269805,The number of people that you know you didn't.,people you know you didn't,-27.11176109,"number of people that, you know, you didn't,",0.887232065,number of people that you know you didn't ,0.73,The number of people that you know you didn't.
DCB_se3_ag4_m_01_1,882,DCB_se3_ag4_m_01,959.5627,963.4498,3.8871,because they wouldn't give the prisoners belts cause they didn't want 'em to hang themselves.,didnt,1,0,24.55335035,23.66,17.25,21,5.402485143,Because they wouldn't give the prisoners belts because they didn't want him to hang themselves.,then get the prisoners felt because they didn't want them to hang themselves,-69.3490448,They wouldn't give the prisoners belts cuz they didn't want to hang themselves.,0.886295319,because they wouldn't give the prisoners belts because they didn't want to hang themselves ,0.9,Because they wouldn't give the prisoners belts 'cause they didn't want him to hang themselves.
DCB_se3_ag4_m_01_1,934,DCB_se3_ag4_m_01,1012.8537,1014.3278,1.4741,They didn't have the proper,didnt,1,0,24.0340883,23.29,26.25,7,4.748660199,They didn't have the proper.,i have the proper,-19.17456055,They didn't have the proper.,0.984840393,they didn't have the proper ,0.96,They didn't have the proper.
DCB_se3_ag4_m_01_1,1150,DCB_se3_ag4_m_01,1235.8513,1236.7928,0.9415,we didn't have that.,didnt,1,0,21.79975272,21.33,25,5,5.310674456,We didn't have that.,we didn't have that,-12.80002975,We didn't have that.,0.963856578,we didn't have that ,0.94,We didn't have that.
DCB_se3_ag4_m_01_1,1152,DCB_se3_ag4_m_01,1237.1822,1239.3129,2.1307,We didn't have a place where you could take your entire,didnt,1,0,21.31797879,20.89,19,14,6.570610597,We didn't have a place where you could take your entire.,i have a place where you can take your entire,-41.36206436,Didn't have a place where you can take your entire.,0.878124118,I didn't have a place where you can take your entire ,0.83,We didn't have a place where you could take your entire.
DCB_se3_ag4_m_01_1,1205,DCB_se1_ag3_m_01,1290.3114,1292.8103,2.4989,"Yeah we- a- nah, we didn't go through the whole thing. It was a lot.",didnt,1,0,17.7506025,17.35,13.25,16,6.40281724,"Yeah, we know we didn't go through the whole thing.",we know we didn't go through the things ,-52.15099335,,0,yeah we now we can go through ,0.76,"Yeah, we no, we didn't go through the whole thing."
DCB_se3_ag4_m_01_1,1217,DCB_se3_ag4_m_01,1299.1147,1299.589,0.4743,I haven't-,havent,1,0,17.86523886,17.28,3.25,3,6.325110689,,i ,-9.982637405,,0,I have ,0.53,I haven't.
DCB_se3_ag4_m_01_1,1219,DCB_se3_ag4_m_01,1300.2757,1301.0189,0.7432,I haven't been yet.,havent,1,0,19.83043109,18.03,9.25,5,6.727664155,Haven't Been?,,-6.006246567,Haven't been.,0.925706208,,0,I haven't been yet.
DCB_se3_ag4_m_01_1,1244,DCB_se1_ag3_m_01,1332.9769,1336.3818,3.4049,"You know, ain't gonna allow that but they- they'll- this is the only one they- they let this one get through.",ain't,1,1,7.734183478,7.48,6.75,24,7.048665159,Yeah I can't allow that but this is the only one that this one gets through.,the ,-36.45168686,,0,yeah not at what they they'll just only when they they they definitely if there ,0.5,"Yeah, hang out with this only one in this one get through."
DCB_se3_ag4_m_01_1,1366,DCB_se1_ag3_m_01,1486.1482,1491.1997,5.0515,Like I didn't know all of that. I mean I knew a lot- I mean I knew s- some of it but not all of it like dang.,didnt,1,0,18.45856643,18.21,12,29,5.740869049,"I didn't know all of that, I mean I knew I know some of all of.",i didn't know all of that i mean i know some of them all of them ,-74.48235321,"I didn't know all of that. I mean,",0.813318253,I didn't know all of that I mean I know and I know this %HESITATION some of ,0.65,"I didn't know all of that. I mean I knew it. I I know some of it, but not all of it like man."
DCB_se3_ag4_m_01_1,1402,DCB_se3_ag4_m_01,1534.0491,1536.5097,2.4606,or they didn't trust anybody to handle their money.,didnt,1,0,20.02417691,18.96,14.75,15,6.096074128,Or they didn't trust anybody to hand whatever.,the trust anybody to have,-42.68371582,Or they didn't trust anybody to handle their money.,0.939466894,or they didn't trust anybody to handle ,0.88,Or they didn't trust anybody to handle their money.
DCB_se3_ag4_m_01_1,1624,DCB_se1_ag3_m_01,1784.4422,1787.7198,3.2776,"Mm-hm. It ain't all fun and video games and, you know.",ain't,1,1,14.66959027,14.17,9,12,3.661215524,It Ain't All Fine Video Games no,the men all fine without it,-63.72566223,I'll find video games.,0.714410722,and all fine video game %HESITATION ,0.59,Main all find video game. No it's not.
DCB_se3_ag4_m_01_1,1654,DCB_se3_ag4_m_01,1812.4247,1813.2459,0.8212,he didn't ex-,didnt,1,0,28.3000474,27.58,22.5,4,4.870920604,He Didn't.,it didn't,-8.459239006,He didn't act.,0.860526085,he didn't ,0.83,He didn't exist.
DCB_se3_ag4_m_01_1,1656,DCB_se3_ag4_m_01,1813.614,1814.4847,0.8707,he didn't-,didnt,1,0,21.5029731,20.95,29,3,3.445503618,He Didn't.,i didn't,-7.147713661,He didn't.,0.962393224,you didn't ,0.74,He didn't.
DCB_se3_ag4_m_01_1,1725,DCB_se1_ag3_m_01,1899.5394,1900.7924,1.253,Cause they ain't want 'em to mingle.,ain't,1,1,14.73311508,13.71,23.75,8,6.384676776,Because I wanted to mingle.,a man,-19.22573853,Cuz I wanted.,0.832633793,because I want to mingle ,0.48,Design wanna mingle?
DCB_se3_ag4_m_01_1,1853,DCB_se3_ag4_m_01,2058.1495,2060.4431,2.2936,Cause at the end of the day we didn't have any place to go shopping.,didnt,1,0,18.23602148,17.55,12.75,18,7.84792466,Because at the end of the day we didn't have any place to go shopping.,the day we didn't have any place to go shop,-47.9746933,"For the end of the day, we didn't have any place to go shopping.",0.816303611,the end of the day we didn't have any place to go shop ,0.63,'cause it ended today. We didn't have any place to go shopping.
DCB_se3_ag4_m_01_1,1855,DCB_se3_ag4_m_01,2061.6365,2063.8451,2.2086,And at the end of the day we didn't have a grocery store to go.,didnt,1,0,13.73473528,13.13,10.5,18,8.14995925,"At the end of the day, we didn't have a grocery store to go.",we didn't have a grocery store ,-41.34343719,"The end of the day, we didn't have a grocery store.",0.942719996,at the end of the day we didn't have a grocery store ,0.73,"At the end of the day, we didn't have a grocery store to go."
DCB_se3_ag4_m_01_1,1911,DCB_se1_ag3_m_01,2134.217,2135.6537,1.4367,Why you think it hasn't been change?,hasnt,1,0,17.80165967,17.03,9.75,8,5.56831628,Why do you think It hasn't been changed?,,-6.620405674,Why you think it hasn't been?,0.908999741,are you thinking has been changed ,0.31,Why do you think it hasn't been changed?
DCB_se3_ag4_m_01_1,1934,DCB_se3_ag4_m_01,2164.2807,2165.5195,1.2388,and we didn't have unity,didnt,1,0,9.869545647,9.62,6.5,8,6.457862448,And we didn't have unity.,the unity,-20.09749603,And we didn't have Unity.,0.976151168,and we didn't have unity ,0.94,And we didn't have unity.
DCB_se3_ag4_m_01_1,2120,DCB_se3_ag4_m_01,2380.4293,2381.2363,0.807,He said I'm not here to,imnot,1,0,15.8356356,15.49,11.5,6,7.434944238,So I'm not here to.,i'm not here to,-14.82497883,I'm not here.,0.655514836,so I'm not here to ,0.77,So I'm not here to.
DCB_se3_ag4_m_01_1,2134,DCB_se3_ag4_m_01,2397.9692,2400.6804,2.7112,He says as a lobbyist I'm making about three fifty and I'm not the-,imnot,1,0,26.84708197,26.29,22,19,7.007966952,"He says there's a lobbyist, I'm making about 3:50 and I'm not.",the lobbing about three fifty and i'm not,-82.97929382,"This is the lobbyists. I'm making about 3:50, and I'm not.",0.786520362,this is a lobbyist and making about three fifty and I'm not ,0.75,"He says as a lobbyist, I'm making about 3:50 and I'm not."
DCB_se3_ag4_m_01_1,2136,DCB_se3_ag4_m_01,2401.1547,2402.705,1.5503,a year and I'm not the highest paid one.,imnot,1,0,19.70584708,18.73,10,10,6.450364446,A year and I'm not the highest paid one.,the pain,-28.35863113,"A year, and I'm not the highest paid.",0.882872581,a year and I'm not hi ,0.83,A year and I'm not the highest paid one.
DCB_se3_ag4_m_01_1,2318,DCB_se1_ag3_m_01,2606.0396,2608.5355,2.4959,"that they haven't updated the books at school and stuff,",havent,1,0,16.02152233,15.34,10.5,10,4.006570776,That they haven't updated the books at school and stuff.,he dated the books at school and to,-59.2963829,,0,that they haven't updated the books it's ,0.8,That they haven't updated the books at school and stuff.
DCB_se3_ag4_m_01_1,2503,DCB_se3_ag4_m_01,2805.7214,2807.2434,1.522,I didn't- it was just similar to DC.,didnt,1,0,16.27473225,15.84,12.75,12,7.884362681,Didn't It was just similar to d c.,it was similar to ,-22.0487175,,0,I didn't it was just similar to DC ,0.54,"I didn't, it was just similar to DC."
DCB_se3_ag4_m_01_1,2597,DCB_se3_ag4_m_01,2903.7602,2908.401,4.6408,and that really didn't really start happening until like s- nineteen seventy and on where we were,didnt,1,0,22.1418206,21.48,13.75,26,5.602482331,And that really didn't really start happening until like 1970 and on where we were.,i really didn't really start happening until like nowhere we were,-84.16136932,And I really didn't really start happening until likes 1970 again on where we were.,0.920699179,and I really didn't really start happening until like nineteen seventy one where we were ,0.76,And that really didn't really start happening until like 1970 and on where we were.
DCB_se3_ag4_m_01_1,2697,DCB_se3_ag4_m_01,3046.5638,3048.8362,2.2724,a lot of these people then didn't even know how to take care of themselves,didnt,1,0,28.20225795,27.65,27.75,19,8.361204013,Lot of these people didn't even know how to take care of themselves.,people are getting their how to take care of themselves,-46.89667892,Why does people that didn't know how to take care of themselves?,0.767049253,I did people that didn't know how to take care of themselves ,0.64,These people that don't even know how to take care of themselves.
DCB_se3_ag4_m_01_1,2705,DCB_se3_ag4_m_01,3057.1764,3058.7974,1.621,you know I'm not saying can't happen,imnot,1,0,18.70222907,18.15,16.5,9,5.552128316,You know I'm not saying can't happen.,i'm not saying can't happen,-24.92162323,I'm not saying can't happen.,0.964377999,you know I'm not saying can't happen ,0.74,"You know, I'm not saying can't happen."
DCB_se3_ag4_m_01_1,2744,DCB_se3_ag4_m_01,3104.249,3106.1249,1.8759,It wasn't a part because they didn't have tooth brushes.,didnt,1,0,38.30699011,37.22,26.75,14,7.463084386,Wasn't apart because they don't have to brushes.,a part because they have to put,-45.61158752,Wasn't apart because they have toothbrushes.,0.808258295,wasn't a part because they have to press ,0.53,Wasn't apart because they have two brushes.
DCB_se3_ag4_m_01_1,2795,DCB_se3_ag4_m_01,3167.1868,3168.6167,1.4299,and they just didn't see that,didnt,1,0,15.71508309,15.44,9.75,7,4.895447234,And they just didn't see that.,they just didn't see that,-18.62673569,And they just didn't see that.,0.978839457,and they just didn't see that ,0.82,And they just didn't see it.
DCB_se3_ag4_m_01_1,2835,DCB_se3_ag4_m_01,3212.518,3218.6979,6.1799,"You know they saw us like, oh okay well these black people, you know, niggas getting unr- r- restless, you know. We ain't putting up with this.",ain't,1,1,23.65771429,23.25,11.25,32,5.178077315,"You know, they saw us like okay with these black people, you know *** getting restless, you know, we ain't putting for this.",they saw his like oh okay the black people you know and then i get restless you know being put for the,-156.9671631,"You know, they saw I was like, okay with these like people.",0.697395325,you know they thought was like oh okay what he's like people you know I think it's getting restless you know we input for this ,0.7,"You know they so it's like oh OK, well these black people you know I think it's getting restless you know we didn't put in for this."
DCB_se3_ag4_m_01_1,2859,DCB_se3_ag4_m_01,3243.3533,3245.8451,2.4918,Read this paragraph. Oh you didn't read it right. You can't vote.,didnt,1,0,16.29992923,15.92,7.25,15,6.019744763,"Read this paragraph or you didn't read it right, you can't vote.",this paragraph oh you didn't read to write you came from,-66.85427856,"Read the paragraph. I didn't read it, right? You can.",0.832324386,read this paragraph or read and read or write you can't vote ,0.76,Read this paragraph already. Didn't read it right. You can't vote.
DCB_se3_ag4_m_01_1,2872,DCB_se1_ag3_m_01,3255.8701,3258.0009,2.1308,"Yeah, ain't nobody- Yeah. We still on it.",ain't,1,1,9.169717007,8.87,8,10,4.693073024,Yeah Yeah.,,-10.29326344,,0,yeah yeah ,0.84,"Yeah, I know yeah, we still on."
DCB_se3_ag4_m_02_1,144,DCB_se3_ag4_m_02,183.7319,188.1745,4.4426,"the- I was older now so we didn't play in the alley like we used to when I was- when I was young,",didnt,1,0,19.08799808,18.94,12.75,26,5.852428758,"The I was older now, so we didn't play in the alley like we used to when I was when I was young.",he was older now so we did play in the alley like i used to when i was rowing,-117.6563263,"The I was older now, so we didn't plan the alley like we used to when I was when I was young.",0.936158359,the I was older now so we'll plan alley like we used to when I was when I was young ,0.88,The I was older now so we didn't play in the alley like we used to when I was when I was young.
DCB_se3_ag4_m_02_1,186,DCB_se3_ag4_m_02,232.0575,236.8257,4.7682,I was older and we didn't do that kind of thing but the neighbors were still close and everybody was friendly and,didnt,1,0,25.8834128,25.43,14.5,29,6.081959649,"was older and we didn't do that kind of thing, but the neighbors were still close and everybody's friendly and.",older and we didn't do that kind of thing but the neighbors were still close in every friendly ,-87.07407379,"I was older and we didn't do that kind of thing, but the neighbors are still closed and everybody's friendly.",0.969216049,I was older and we didn't do that kind of thing but the neighbors are still close and everybody's friendly and ,0.9,"I was older and we didn't do that kind of thing, but the neighbors were still close and everybody's friendly."
DCB_se3_ag4_m_02_1,725,DCB_se3_ag4_m_02,817.4949,818.9461,1.4512,I- I really didn't,didnt,1,0,39.50788913,38.57,21.5,6,4.134509372,I really Didn't.,i really didn't,-9.242844582,I really didn't.,0.971135795,I I really didn't ,0.72,I I really didn't.
DCB_se3_ag4_m_02_1,767,DCB_se3_ag4_m_02,856.4014,857.1659,0.7645,So I didn't really,didnt,1,0,21.73110063,21.26,2.75,6,7.848266841,So I didn't really.,i didn't really,-14.99794865,"So, I didn't read.",0.852115929,so I didn't really ,0.99,So I didn't really.
DCB_se3_ag4_m_02_2,69,DCB_se3_ag4_m_02,68.7983,72.2315,3.4332,"Um, I said I haven't done anything. Why are they calling me to the principal's office?",havent,1,0,24.84630475,23.49,17.25,23,6.699289293,Um seven days and why are they calling me to the principal's office?,and when the committee principles,-71.71123505,,0,%HESITATION dicing whether calling me to the principles ,0.62,"Uh, so I haven't done anything. Why are they calling me to the principals office?"
DCB_se3_ag4_m_02_2,85,DCB_se3_ag4_m_02,89.5844,90.9648,1.3804,"And, of course, we didn't have",didnt,1,0,17.88024819,17.64,19.5,7,5.070993915,Of course we didn't have.,of course we have,-16.98477745,"Of course, we didn't have.",0.971779466,of course we didn't have ,0.88,And of course we didn't have.
DCB_se3_ag4_m_02_2,91,DCB_se3_ag4_m_02,97.3754,98.1753,0.7999,so I didn't know.,didnt,1,0,17.11773162,16.66,16.5,5,6.250781348,So I didn't know.,no,-9.3069067,"So, I didn't know.",0.954818487,so I did ,0.75,So I didn't know.
DCB_se3_ag4_m_02_2,173,DCB_se3_ag4_m_02,173.8493,175.8709,2.0216,I- I- I didn't truly appreciate,didnt,1,0,28.61214651,28.22,35,11,5.441234666,I didn't truly appreciate.,i didn't truly appreciate,-20.68062973,I didn't truly appreciate.,0.979431093,I I I didn't truly appreciate ,0.91,I I didn't truly appreciate.
