File,Line,Content,InstancesCountPerLine,FeatureCountPerLine
667-158816-0015,15,covering her face with her hands they don't do much good do they it's better to take people as you find em and then make the best of em they're a queer lot ain't they the sort of people one meets about in the world,1,1
667-158816-0041,41,i forgive you all and hope you may do well yet if i may give you one bit of advice at parting it is to caution you against being clever when there is nothing to get by it i ain't clever at all said lizzie beginning to whimper,1,1
6687-119383-0015,15,i'm blowed if there ain't he soliloquized apparently quite composed it's the first time i have ever heard dead men talk i say budge how's the temperature up your way two t'ousand degrees above blood heat,1,1
6687-119383-0025,25,seeing that no harm had come to hartly they then ventured in ha ha you're brave fellows ain't you he laughed i didn't cut tail and run although i have not even the use of my hands,1,1
6687-119384-0041,41,ef ye ain't seen goin in less'n two seconds i'll stamp ye out o existence,1,1
6687-119386-0042,42,i want to come back and play up high cockolorum like my big feelin sister s'pose that's silly too ain't it daddy,1,1
6687-119386-0044,44,bah it ain't yours you're a bad wicked man and you got it wickedly and get all your wealth wickedly and the more you get the wickeder you get get out i'd cut my head off silly's i am before i'd give you up the money,1,1
6695-252334-0036,36,that's what pitt meant when he said let me make the songs of a people and i don't care who makes the laws look down now in that glen before you as far as you can see there's belmullet and ain't you glad to be so near your journey's end,1,1
6695-71407-0039,39,and we'll have good times when he's gone ain't that so caddie said one of the domestics that we will was the answer better times than now anyway when you can't tell when he is coming in and when he is going out,1,1
6701-71404-0019,19,he began to warm up also i'm here to do my duty regardless of you or anybody else i ain't going to shield anybody rich or poor high or low known or unknown now you sit down and let the inquest proceed,1,1
6733-97084-0006,6,here is your parasol auntie said prudy coming back i know who i love best of any body in this house and it ain't the one that's got her bonnet on,1,1
6733-97084-0020,20,god owns this drawer and he's willing i should look into it as long as i'm a mind to well i'll tell aunt louise you see if i don't that's the way little paddy girls act that steal things i ain't a stealer cried prudy,1,1
6746-72302-0085,85,said lambole thrusting hot coals back on to the hearth with his foot i don't suppose it would said missus lambole and yet we call this a land of liberty law ain't made for the poor but for the rich,1,1
6747-76101-0033,33,but pard saved himself just in time look he yelled between his paroxysms of laughter look at that buzzard over there i'm damned if he ain't the funniest buzzard i ever saw in my life,1,1
6841-88294-0024,24,now look here said i you can't get up to day you ain't fit,1,1
6841-88294-0060,60,the devil's a preacher if you ain't lost your pinfeathers said he,1,1
6875-76999-0093,93,sign at once said mister manley gazing at him with the glare of the basilisk i ain't agoing to sign i ain't done nothing to be discharged i ain't said nothing but what i seed with my own eyes william roper protested,3,3
6895-92806-0029,29,lost from his mother's side perhaps already fallen beneath the iron hoofs of galloping steeds oh isn't it dreadful ain't that right agreed mister toomey squeezing her hand say i start out and help look for um perhaps said miss purdy you should,1,1
6902-89167-0045,45,he is one for the gab ain't he he remarked confidentially to me for the life of me at that moment i could not tell whether to leave the room in a fit of angry disgust or to accept the ludicrous side of the situation and laugh,1,1
6902-89167-0057,57,the profession ain't what it was you will come with us won't you mister walmsley eve begged turning to me i shall be delighted i answered with strenuous mendacity did you say stephano's or what,1,1
6904-262305-0012,12,whatever your name is ain't there nobody at home the girl heard and came forth the same candle in hand who be you calling to i'd like to know my name's lidyar if you please where's your missis responded ketch suffering the name to drop into abeyance is she gone out for the tripe,1,1
6904-262305-0013,13,gone out for what tripe asked the girl what be you talking of the tripe for supper said ketch there ain't no tripe for supper replied she there is tripe for supper persisted ketch,1,1
6904-262305-0016,16,the girl possibly feeling a little curiosity herself came up with her candle master ain't so well to night remarked she he's gone to bed and missis is putting him a plaster on his chest the words fell as ice on old ketch a mustard plaster,1,1
6904-262305-0042,42,right over the keyhole there ain't a boy in the school but what'll come to be hung danced old ketch in his rage he would have preferred not to find the keys but to go to the head master with a story of their theft it was possible it was just possible that,1,1
6913-80509-0023,23,jane's eagerness impelled her to address one of them please sir mister kirkwood hasn't gone yet has he no he ain't the man answered pleasantly and turning back he called to some one within the doorway hello sidney here's your sweetheart waiting for you,1,1
6913-80509-0064,64,that ain't his idea nor yet his sister's i suppose it's their mother as they take after though their father he won't own to it,1,1
6913-80509-0070,70,no no john ain't selfish never say that it's only his fancies sidney,1,1
698-123197-0033,33,she was always kind to you she has been kind to the last marilla this letter is from her lawyer she has left me a thousand dollars in her will gracious ain't that an awful lot of money exclaimed davy,1,1
698-123197-0034,34,she's the woman you and diana lit on when you jumped into the spare room bed ain't she diana told me that story is that why she left you so much,1,1
7026-86941-0017,17,i ain't a goin to suffer as i did last night for nobody good afternoon missus salter said the doctor emphatically now then young man what can i do for you,1,1
712-123615-0017,17,and oh look down on the bay yes look down on the bay see what a sight o boats all headin for the bowden place cove oh ain't it beautiful said missus blackett with all the delight of a girl,1,1
712-123615-0058,58,and went to boston to volunteer but he ain't a sound man an they wouldn't have him they say he knows all their tactics an can tell all about the battle o waterloo well's he can bunker hill,1,1
712-123615-0075,75,ain't i just been maintainin that he ain't like em urged missus todd decidedly strange folks has got to have strange ways for what i see,2,2
712-123615-0092,92,i do try to remember that she's nathan's cousin oh dear well she's gone by after all an ain't seen me i expected she'd come pleasantin round just to show off an say afterwards she was acquainted,1,1
7128-84122-0054,54,and blair ain't the dreadnought he is certainly a remarkable man sir lyster had admitted conventionally referring to john dene he's more than that grayne said sir bridgman,1,1
7131-92815-0020,20,i'm glad it ain't your liver but don't forget to burn a few punk sticks in the joss house to the great god mazuma from time to time you say money won't buy time well of course you can't order eternity wrapped up and delivered at your residence for a price but i've seen father time get pretty bad stone bruises on his heels,1,1
7140-72210-0028,28,massa you ain't gwine to send us off,1,1
7188-107627-0017,17,he told them sorry younker but we ain't got more'n enough for ourselves it's a long ways to where we kin git more but i am,1,1
7188-107627-0040,40,where's mister munson mister richard munson i must see him at once he asked of one of these he ain't here what not here no then where is he i must find him expostulated the lad,1,1
7198-80652-0023,23,i expect there ain't enough of that gingham left to tie around a sore thumb nan listened to this in both amusement and surprise the girl was a new specimen to her come in anyway she urged i can't keep the window open,1,1
7198-80652-0032,32,but she was a queer little thing you've been to chicago ain't you asked margaret suddenly we came through chicago on our way up here from my home we stayed one night there nan replied it's bigger'n pine camp ain't it,2,2
7198-80654-0010,10,you're fooling now he hasn't hired any half baked chip eaters and canucks to try and beat me up i ain't foolin pshaw you kin pshaw till the cows come home cried the other heatedly i got it straight who from,1,1
7198-80654-0012,12,now tell me he said how much is sim going to get for helping to pay ged raffer's debts har ejaculated the other man you know sim ain't that kind all right then,1,1
7205-64110-0006,6,but a grand livery chap footman or coachman i ain't sure which,1,1
7220-77907-0011,11,i guess you'd enjoy it about as well as any we're just goin for a basket of wind falls for pies i guess we ain't a goin to be gone a great while annie watched them up the lane from the library window with a queer grudge at heart,1,1
7220-77911-0033,33,that it was a challenge to mister peck's friends and that we must take it up a light of melancholy satisfaction shone from bolton's deeply shaded eyes well he ain't one to lose time not a great deal,1,1
7220-77911-0037,37,if it was left to the church she accented the last word with the click of the jar lid and came out well it ain't a church question it's a society question missus bolton replied on her passage to the dining room with the plate of sliced bread,1,1
7220-77911-0041,41,and i guess it's all goin to work together for good i ain't afraid any but what it's goin to come out all right but we got to be up and doin as they say about lection times the lord helps them that helps themselves said bolton,1,1
7226-86964-0052,52,no house is now considered quite up to the fashi'n as ain't got a orgin the rain being now over she soon departed,1,1
7226-86965-0008,8,an so i jined an i stuck her out gemmen till the thing was done they ain't no coward bout me,1,1
726-124445-0010,10,there ain't a many such jobs as this ere an i'm thinkin that maybe sam bloxam could tell ye summut i asked if he could tell me where to find him i told him that if he could get me the address it would be worth another half sovereign to him,1,1
726-124445-0011,11,so he gulped down the rest of his tea and stood up saying that he was going to begin the search then and there at the door he stopped and said look ere guv'nor there ain't no sense in me a keepin you ere i may find sam soon or i mayn't,1,1
726-124445-0012,12,but anyhow he ain't like to be in a way to tell ye much to night sam is a rare one when he starts on the booze if you can give me a envelope with a stamp on it,1,1
726-124445-0023,23,when i had found the court i had no difficulty in discovering corcoran's lodging house when i asked the man who came to the door for the depite he shook his head and said i dunno im there ain't no such a person ere,1,1
726-124445-0024,24,i never eard of im in all my bloomin days don't believe there ain't nobody of that kind livin ere or anywheres i took out smollet's letter and as i read it it seemed to me that the lesson of the spelling of the name of the court might guide me what are you,1,1
7318-96151-0046,46,your friend has been naughty mister wilson she said again with that same pout he has been taking more atropine not really said wilson let me alone the whole of you answered peters i ain't a child,1,1
7354-87667-0100,100,ain't mister mernside ere and i says i don't know nothin about nobody o that name,1,1
7507-100660-0020,20,i explained to him however that as far as reading gaol was concerned i was powerless to help him but there's just as good prisons here ain't there governor he pleaded oh yes said i laughing at the absurdity of the situation,1,1
753-150477-0039,39,and we was very poor now we're better off my father an mother an me then you like the state she misunderstood at first oh i ain't livin in the state of polygamy not me yet i ain't married i like where i am,2,2
753-32846-0026,26,it ain't as if we was a vaudeville team that had got to rehearse what's rehearse steve changed the subject say kid ain't you feeling like you could bite into something,2,2
753-32846-0049,49,there's that tom whiting but he's a bad boy he ain't been raised right what's the matter with him,1,1
7556-103535-0010,10,as he used to i wouldn't ask em ter stay i ain't unreasonable thaddeus i know they can't do that,1,1
7556-103535-0040,40,now that's all true ain't it she asked anxiously the accident is this cut the fun'ral is old mis wentworth's,1,1
7584-101856-0024,24,bobby uptilted his chin i've heard your ma say ain't wa'n't proper he observed virtuously,1,1
7584-101856-0026,26,doctor spencer may be nice now but he ain't a husband yet she said thoughtfully there was tim sullivan and patty's father and mike whalen she enumerated aloud and they was all,1,1
7597-101858-0021,21,then tom spied margaret and with a triumphant come on here she is to those behind he dashed down the platform my but ain't you slick he cried admiringly stopping short before margaret,1,1
7597-101858-0043,43,and unconsciously drew margaret close to her side patty had said gee whiz mag ain't you lucky wis't i was a lost an founded the house with its great stone lions was hailed with an awed,1,1
7597-101859-0011,11,even now it was not without its effect for her head came up with a jerk i i know it she sobbed and i ain't i mean i are not going to there you see she broke off miserably,1,1
7597-101859-0012,12,falling back into her old despondent attitude ain't should be are not always and i never can remember pooh is that all laughed bobby twould take more'n a are not ter make me cry,1,1
7597-101859-0013,13,but that ain't all wailed margaret and she did not notice that at one of her words bobby chuckled and parted his lips only to close them again with a snap,1,1
7597-101859-0015,15,you're a learnin all the time ain't ye are not you bobby sighed margaret well are not you then snapped bobby margaret shook her head a look that was almost terror came to her eyes,1,1
7597-101859-0018,18,don't you see they say ain't and gee and bully all the time and i see now how bad tis and i want to stop but i can't stop bobby i just can't i try to but it just comes before i know it,1,1
7597-101859-0029,29,then what ye cryin bout you ain't bound by no contract you don't have ter divvy up but i ought to divvy up,1,1
7597-101859-0031,31,why shouldn't she have some of mine tain't fair somehow somebody ain't playin straight i,1,1
7597-101859-0039,39,i s'pose twill be me next that'll be sent flyin you why you live here well i say ain't an bully don't i he retorted aggressively,1,1
7597-101859-0043,43,i don't care he blustered glaring at the chipmunk that eyed him from the top rail of the fence bully gee ain't hain't bang up there then,1,1
7597-101877-0020,20,nellie magoon's eleven an bess is ten an susie mc dermot ain't but nine,1,1
7640-104647-0021,21,look out for the cayuse bob he ain't so big a tenderfoot as he looks warned a cowboy but bob had already discovered this fact though his fists were beating a tattoo in the air he seemed unable to land a blow on the body of his elusive adversary and this only served to anger him the more,1,1
7640-104647-0040,40,while the cowboys laughed uproariously at the fellow's surprise when he found that his fist had not landed guess the kid ain't no slouch eh jim jeered one jim let go another then a third one the third blow proved his undoing,1,1
7683-103530-0011,11,somethin has took him he's in mackey's drug store talkin awful queer he ain't his self ye know,1,1
7704-106965-0028,28,mother would give me leave to fight him just once in a way don't you think that would be nice fightin ain't the only grand thing in this world peace is grander was the slow response to this appeal that's what mother says she made me learn this morning,1,1
7705-101579-0008,8,there ain't a june flood that don't put his corral under water and some uh these days it's going to get the house he was too lazy to dig a well back on high ground he'd rather take chances on having the whole business washed off the face uh the earth,1,1
7705-101579-0033,33,i kept think ing maybe jack would show up it ain't right to leave yuh here alone like this i don't see why not i'm not the least bit afraid mona said her tone was impersonal and had in it a note of dismissal,1,1
781-127518-0009,9,doctor livesey will not like that the squire has been talking after all well who's a better right growled the gamekeeper a pretty rum go if squire ain't to talk for doctor livesey i should think,1,1
781-127518-0058,58,see here now hawkins said he here's a blessed hard thing on a man like me now ain't it there's cap'n trelawney what's he to think here i have this confounded son of a dutchman sitting in my own house drinking of my own rum,1,1
782-126738-0089,89,i should like to know who's to make you you ain't a slave no one need be a slave in this country and don't you make yourself one she paused and with invincible and steady candour the business isn't so bad she went on you've a comfortable home,1,1
7828-105179-0037,37,he commanded tarzan i ain't taking no chances with any duffer with a yellow shirt at this juncture the british sergeant who had been in command of the advance guard approached and when tarzan and the girl spoke to him in english explaining their disguises he accepted their word,1,1
7832-114468-0043,43,depends upon what happens before she busts if a rebel force is then across it's bad for us but if it ain't the more water between us an them the better this i take it is the end of the drought,1,1
7832-114468-0049,49,it ain't no place for health just at this time that's a certainty said colonel winchester an then there's the bridge which as we know the cavalry has broke down fortunately but can't we go a little faster boys,1,1
7832-114468-0053,53,we could slip down among the trees and bushes and there ain't one chance in ten that we'd be seen on so dark a night then you lead us pawley you and woodfall hold the horses now follow softly lads,1,1
7898-109860-0022,22,ye ain't too proud to take food and shelter from me and i'm a poorer man than macy cameron an less able to give,1,1
7898-109860-0023,23,but she said bravely people know that you're my uncle i was yer mother's uncle that's all the relationship ain't much declared uncle jabez,1,1
7898-109860-0029,29,admonished his housekeeper well well repeated aunt alvirah still speaking quietly but earnestly you know it ain't my way to interfere in your affairs jabez but right is right it was you lost ruthie's trunk,1,1
7910-80534-0046,46,i ain't so young as i was and i've had things as was hard to go through i mean when the mother died and and other things at that time let you an me stay by each other whilst we may my girl,1,1
792-127528-0033,33,there ain't a particle of service in that and you may lay to it what i mean is we want your chart now i never meant you no harm myself that won't do with me my man interrupted the captain,1,1
7939-120318-0009,9,it's my trade it's all i know it seems such a terrible trade exclaimed the boy maybe said the other but take notice it ain't a princely one i'm on the job all day and a good part of the night,1,1
797-127183-0017,17,been born a rabbit snippy ain't they got any necks then said a third abruptly a little contemplative dark man smoking a pipe i repeated my description octopuses said he that's what i calls em,1,1
797-127183-0018,18,talk about fishers of men fighters of fish it is this time it ain't no murder killing beasts like that said the first speaker,1,1
797-127183-0019,19,you carn tell what they might do where's your shells said the first speaker there ain't no time,1,1
8028-233382-0025,25,and succeeded in staying with her for nearly a month he told me later that he enjoyed his life with her much more than his intercourse with boys i asked him why he went with boys at all and he replied cause there ain't women enough if i can't get them i've got to have the other,1,1
8066-114256-0008,8,the old man paused in the act of splitting off a deer rib from his roast ye're one awful damn fool ain't ye will i did hope ter finish up here a,1,1
810-130095-0066,66,so would i said the loud soldier it ain't right,1,1
8195-117382-0058,58,for they ain't a feather out o place on you you are finer'n a piece o red satin,1,1
8195-117382-0066,66,an as for trimmin why say mister redbird i'll jest leave it to you if she ain't all trimmed up like a woman's spring bunnit look at the grass a creepin,1,1
8195-117382-0090,90,the limberlost ain't to be compared with the river mister redbird you're foolish if you go,1,1
8197-278214-0030,30,leastways if it ain't quite blue it's a much lighter black than the rest of the sky and that's something eat a bit of perrigorge pie,1,1
82-122859-0011,11,i don't then retorted marilla who's bringing this child up matthew you or me well now you admitted matthew don't interfere then well now i ain't interfering,1,1
82-122859-0012,12,it ain't interfering to have your own opinion and my opinion is that you ought to let anne go,1,1
829-123190-0028,28,it's college airs i s'pose you'd be wiser to keep away from ruby gillis the doctors say consumption's catching i always knew ruby'd get something gadding off to boston last fall for a visit people who ain't content to stay home always catch something,1,1
829-123191-0024,24,i daresay there's been many a romance in avonlea and many a tragedy too said mister harrison drily but your folks ain't like real folks anywhere they talk too much and use too high flown language,1,1
829-123192-0031,31,cried davy but in the voice of one who doth protest too much no wonder you hadn't just sitting there like a like a mule i ain't going to sociate with the cottons,1,1
8404-282926-0016,16,goodall is his name ain't it he's been in my store once or twice i have an idea you might run across him at but i guess i don't keer to say myself i'm two seconds later in pulling a gun than i used to be and the difference is worth thinking about,1,1
8404-282926-0055,55,and then said the girl you must bring your men here and kill him if not he will kill you he ain't a man to surrender that's sure said sandridge it's kill or be killed for the officer that goes up against mister cisco kid,1,1
8415-283469-0004,4,an them that ain't down,1,1
8415-283469-0008,8,a disturbing sort of fire for which missus morris was rather noted and which made some of her most loyal townsfolk a bit shy of her oh i ain't referrin to the picture she hastened to explain,1,1
8415-283469-0080,80,an yet you say she ain't classed as crazy i'd say it of her sure an so old morris is dead,1,1
8415-283469-0088,88,considerable jewelry his first's taste run that way an they ain't no children yes this amethyst is the weddin' ring,1,1
8415-283469-0090,90,he ain't like a married man with me about money yet an it's liable to seize him any day he might say that he couldn't afford the trip or that we couldn't which would amount to the same thing,1,1
8430-172387-0066,66,in the city of mexico they ain't a sit like stumps when they hear that not a much when they like,1,1
8430-172388-0009,9,ain't you learned how to eat yet children children said mister kronborg nervously looking up from the chicken he was dismembering he glanced at his wife whom he expected to maintain harmony in the family,1,1
8464-282934-0060,60,you just lay still a while longer and let me bathe your head you don't know me i reckon and tain't surprisin that you shouldn't i come in on that train from alabama to see my son big son ain't he,1,1
8464-282934-0063,63,she had the benevolent garrulity of old age i ain't seen my son before she continued in eight years one of my nephews elkanah price,1,1
8498-287359-0030,30,he hasn't been around in some time no massa tom it ain't him i knows dat blessin man good an proper,1,1
8498-287359-0031,31,no sah it ain't massa damon de gen'man's in de airship shed waitin fo you in the airship shed no strangers are allowed in there rad,1,1
8498-287359-0032,32,an he wouldn't come out when i told him an your pa an mister jackson ain't home i'll see about this exclaimed tom striding to the large shed where the red cloud was kept as he entered it he saw a man looking over the wonderful craft did you want to see me,1,1
8531-282933-0056,56,he now remembered lena's letter he addressed the leader of the band asking that that particular missive be spared much obliged dutch he said to the disturbed carrier i guess that's the letter we want got spondulicks in it ain't it,1,1
8531-282933-0061,61,good mister robberman you vill please let me have dot letter what the devil do you take us for old pretzels said hondo with sudden and surprising severity you ain't presumin to insinuate that we gents ain't possessed,2,2
8536-244441-0030,30,an we'll take you in ain't that so ike ike grinned and nodded his uncle looked at him admiringly ike's a lunkhead he said but he's great to travel with,1,1
8536-244441-0081,81,in all this rain reach into that locker an bring out the meat an bread this ain't so bad after all we're snug an dry,1,1
8536-244441-0087,87,i ain't ever seen the sea harry but it must be a mighty sight particklarly,1,1
8536-244442-0007,7,oh listen to the mocking bird still singing where the weeping willows wave now that ain't what you'd call a right merry song,1,1
8536-244442-0014,14,he said an i ain't got nothin ag'in em i admit their claims before they make em but my true love it's the mountains an my mountain home,1,1
8684-293663-0075,75,made me and my wife uneasy that did andy she says i got an inkling you oughter go to the vanishing place and see if she ain't there and there i found you two mired to the waist and mister parrish dancing around and fretting,1,1
876-126411-0101,101,oh it ain't that miss martha giggled more than ever i'm a goin to be married it's beale the gamekeeper he's been a proposin to me off and on ever since you come home from the clergyman's where you got locked up on the church tower,1,1
8778-246974-0021,21,but i ain't grumbling that would be a fine thing my house is not so small but god can get into it only you can't think how tired i often am of it,1,1
8791-291101-0046,46,what'll i do with my suit case gimme it to take for you i guess it ain't worth more'n my horse,1,1
8825-292253-0039,39,but there is no park and no monument and no white haired old poet to give you welcome only a brewery ay mon but ain't ut a big un protested an englishman who heard my murmurs yes,1,1
8838-298545-0031,31,but trainin for everyday work ain't the same as trainin with a trainer and i dare bet with all respec to your opinion mister wilson that there's half a stone of tallow on him at this minute the young cantab put his fingers on the assistant's upper arm,1,1
915-163369-0035,35,but who are we going to rob houses or cattle or stuff stealing cattle and such things ain't robbery it's burglary says tom sawyer we ain't burglars that ain't no sort of style we are highwaymen,3,3
915-163369-0043,43,because it ain't in the books sothat's why now ben rogers,1,1
915-163370-0003,3,why can't the widow get back her silver snuffbox that was stole why can't miss watson fat up no says i to my self there ain't nothing in it,1,1
915-163372-0014,14,i ain't the man to stand ityou hear say lemme hear you read,1,1
915-163372-0018,18,and then he says ain't you a sweet scented dandy though a bed,1,1
915-163372-0034,34,but it ain't so no more it's the hand of a man that's started in on a new life and'll die before he'll go back you mark them wordsdon't forget i said them it's a clean hand now shake,1,1
921-127933-0035,35,he asked cause if there is i ain't a going to say a word no not for no thousand pounds me never having been in no trouble of any sort guv'nor,1,1
921-127933-0050,50,or was cause i ain't been there since a collector of antikities like and i'd sold him a queer old thing time and again and of course i had him in my eye,1,1
953-130625-0064,64,ain't you going to put the boots in said harris and i looked round and found i had forgotten them that's just like harris he couldn't have said a word until i'd got the bag shut and strapped of course and george laughed one of those irritating senseless,1,1
978-125137-0054,54,mister venus it ain't that i object to being passed over for a stranger though i regard the stranger as a more than doubtful customer it ain't for the sake of making money though money is ever welcome it ain't for myself though i am not so haughty as to be above doing myself a good turn it's for the cause of the right,3,3
