File,Line,Speaker,UttStartTime,UttEndTime,UttLength,InstancesCountPerLine,FeatureCountPerLine,IterationNumber,Content,SyllableCount,SpeechRate,WadaSNRMeade,WadaSNRRigal,NistSNRRigal,Content_WordCount,Content_PreFeature,Content_PreFeature_WordCount,Content_PostFeature,Content_PostFeature_WordCount,Content_cleaned,Content_cleaned_WordCount,Content_cleaned_PreFeature,Content_cleaned_PreFeature_WordCount,Content_cleaned_PostFeature,Content_cleaned_PostFeature_WordCount,amazon_transcription,amazon_transcription_WordCount,amazon_transcription_cleaned,amazon_transcription_cleaned_WordCount,amazon_transcription_cleaned_TotalWER,deepspeech_transcription,deepspeech_transcription_WordCount,deepspeech_transcription_cleaned,deepspeech_transcription_cleaned_WordCount,deepspeech_transcription_cleaned_TotalWER,deepspeech_ConfidenceLevel,google_transcription,google_transcription_WordCount,google_transcription_cleaned,google_transcription_cleaned_WordCount,google_transcription_cleaned_TotalWER,google_ConfidenceLevel,IBMWatson_transcription,IBMWatson_transcription_WordCount,IBMWatson_transcription_cleaned,IBMWatson_transcription_cleaned_WordCount,IBMWatson_transcription_cleaned_TotalWER,IBMWatson_ConfidenceLevel,microsoft_transcription,microsoft_transcription_WordCount,microsoft_transcription_cleaned,microsoft_transcription_cleaned_WordCount,microsoft_transcription_cleaned_TotalWER
DCB_se2_ag3_m_01_1,1547,DCB_int_01,1865.1608,1869.7663,4.6055,1,0,1,"listens. And she said you could have said everything else under the sun but when you said that, it was done.",25,5.428292259,19.86281215,18.81,17.75,21,"listens. And she said you could have said everything else under the sun but when you said that, it was ",20,,0,listens and she said you could have said everything else under the sun but when you said that it was done,21,listens and she said you could have said everything else under the sun but when you said that it was ,20,,0,"Listens and she said you could have said everything else under the sun, but when you said that it was done.",21,listens and she said you could have said everything else under the sun but when you said that it was done,21,0,then she said you could said everything else under the sun but when you said that it was done,19,then she said you could said everything else under the sun but when you said that it was done,19,0.142857143,-75.48153687,"And she said, you could have said everything else Under the Sun. But when you said that it was done.",20,and she said you could have said everything else under the sun but when you said that it was done,20,0.047619048,0.979881942,and she said you could is that everything else under the sun but when you said that it was done ,20,and she said you could is that everything else under the sun but when you said that it was done,20,0.142857143,0.81,"Listen, she said, you could have said everything else under the sun, but when you said that it was done.",20,listen she said you could have said everything else under the sun but when you said that it was done,20,0.095238095
DCB_se2_ag3_m_01_1,2997,DCB_se2_ag3_m_01,3723.7392,3726.1453,2.4061,1,0,1,"done all sorts of stuff all over the place, but",11,4.571713561,23.73439083,23.25,18,10,,0,"all sorts of stuff all over the place, but",9,done all sorts of stuff all over the place but,10,,0,all sorts of stuff all over the place but,9,Done all sorts of stuff all over the place where?,10,done all sorts of stuff all over the place where,10,0.1,so stuff all over the place ,6,so stuff all over the place,6,0.5,-36.94580078,"all sorts of stuff all over the place, but",9,all sorts of stuff all over the place but,9,0.1,0.858622789,and all sorts of stuff all over the place where ,10,and all sorts of stuff all over the place where,10,0.2,0.87,Doing all sorts of stuff all over the place where.,10,doing all sorts of stuff all over the place where,10,0.2
DCB_se2_ag3_m_01_1,3732,DCB_se2_ag3_m_01,4661.5744,4665.4269,3.8525,1,0,1,because listening is not just done with your- You have to listen with your whole body.,21,5.45100584,37.27275903,29.35,13.25,16,because listening is not just ,5,with your- You have to listen with your whole body.,10,because listening is not just done with your you have to listen with your whole body,16,because listening is not just ,5,with your you have to listen with your whole body,10,"Because listening is not just done with you, you have to listen with your whole body.",16,because listening is not just done with you you have to listen with your whole body,16,0.0625,just without,2,just without,2,0.9375,-35.3332901,Because listening is not just done with your position with your whole body.,13,because listening is not just done with your position with your whole body,13,0.25,0.90342325,because this man is not just on what year you have to listen with your whole body ,17,because this man is not just on what year you have to listen with your whole body,17,0.3125,0.74,"Because listening is not just done with, you have to listen with your whole body.",15,because listening is not just done with you have to listen with your whole body,15,0.0625
DCB_se2_ag3_m_02_1,1633,DCB_se2_ag3_m_02,1388.8162,1390.9865,2.1703,1,0,1,"Just was done. I was like, I'm fucking through with this shit.",13,5.989955306,19.95655266,18.45,13.25,12,Just was ,2," I was like, I'm fucking through with this shit.",9,just was done i was like i 'm **** through with this ****,13,just was ,2,i was like i 'm **** through with this ****,10,"This was done, I was like through this!",8,this was done i was like through this,8,0.461538462,it was like the ,4,it was like the,4,0.846153846,-22.97763062,,,,,,0,is done I was like through ,6,is done i was like through,6,0.615384615,0.79,It was done through this.,5,it was done through this,5,0.692307692
DCB_se2_ag4_f_01_1,80,DCB_int_01,96.9134,97.9579,1.0445,1,0,1,done everything-,4,3.829583533,16.63315569,16.25,24,2,,0,everything-,1,done everything,2,,0,everything,1,Done Everything.,2,done everything,2,0,everything,1,everything,1,0.5,-7.459967613,And everything.,2,and everything,2,0.5,0.755176008,everything ,1,everything,1,0.5,0.88,Done everything.,2,done everything,2,0
DCB_se2_ag4_f_01_1,1178,DCB_se2_ag4_f_01,1471.6535,1473.7145,2.061,1,1,1,"Well, so I done survived, and I got 'em through s-",12,5.822416303,30.51071003,30.32,31.75,11,"Well, so I ",3,"survived, and I got 'em through s-",7,well so i done survived and i got em through s,11,well so i ,3,survived and i got em through s,7,"Well, so I don't survive and I got him through.",10,well so i do n't survive and i got him through,11,0.454545455,so i don't abatagati don't ,5,so i do n't abatagati do n't,7,0.818181818,-86.53646851,"Well, so I don't survive and I got them too.",10,well so i do n't survive and i got them too,11,0.545454545,0.867758453,well so I was about that I got on ,9,well so i was about that i got on,9,0.545454545,0.66,"Well, so I don't survive. Then I got him through.",10,well so i do n't survive then i got him through,11,0.545454545
DCB_se2_ag4_f_01_1,2543,DCB_se2_ag4_f_01,3200.1825,3205.4504,5.2679,2,0,1,"they have um, done- They've done a documentary on hand dancing in DC and the cultural of it.",26,4.935553067,32.56492051,29.39,20.25,18,"they have um, ",3, They've done a documentary on hand dancing in DC and the cultural of it.,14,they have um done they 've done a documentary on hand dancing in dc and the cultural of it,19,they have um ,3,they 've done a documentary on hand dancing in dc and the cultural of it,15,They have done they've done a documentary on hand dancing in d c and the Cultural.,16,they have done they 've done a documentary on hand dancing in d c and the cultural,17,0.263157895,they have they have got a documentary on hand they have said and the cultural ,15,they have they have got a documentary on hand they have said and the cultural,15,0.473684211,-91.12500763,They have them. They've got a documentary on hand dancing in DC and the cultural.,15,they have them they 've got a documentary on hand dancing in dc and the cultural,16,0.263157895,0.867290497,they have %HESITATION that they've done a documentary on handy or sit in DC the cold ,16,they have that they 've done a documentary on handy or sit in dc the cold,16,0.473684211,0.68,They have. They've done a documentary on hand dancing in DC and the culture of.,15,they have they 've done a documentary on hand dancing in dc and the culture of,16,0.210526316
DCB_se2_ag4_f_01_1,2543,DCB_se2_ag4_f_01,3200.1825,3205.4504,5.2679,2,0,2,"they have um, done- They've done a documentary on hand dancing in DC and the cultural of it.",26,4.935553067,32.56492051,29.39,20.25,18,"they have um, done- They've ",5,a documentary on hand dancing in DC and the cultural of it.,12,they have um done they 've done a documentary on hand dancing in dc and the cultural of it,19,they have um done they 've ,6,a documentary on hand dancing in dc and the cultural of it,12,They have done they've done a documentary on hand dancing in d c and the Cultural.,16,they have done they 've done a documentary on hand dancing in d c and the cultural,17,0.263157895,they have they have got a documentary on hand they have said and the cultural ,15,they have they have got a documentary on hand they have said and the cultural,15,0.473684211,-91.12500763,They have them. They've got a documentary on hand dancing in DC and the cultural.,15,they have them they 've got a documentary on hand dancing in dc and the cultural,16,0.263157895,0.867290497,they have %HESITATION that they've done a documentary on handy or sit in DC the cold ,16,they have that they 've done a documentary on handy or sit in dc the cold,16,0.473684211,0.68,They have. They've done a documentary on hand dancing in DC and the culture of.,15,they have they 've done a documentary on hand dancing in dc and the culture of,16,0.210526316
DCB_se2_ag4_f_01_1,2627,DCB_se2_ag4_f_01,3296.341,3300.4712,4.1302,1,0,1,"You get close, but it's su- It's done in such a way that it's very",17,4.116023437,28.60903004,25.33,7.25,15,"You get close, but it's su- It's ",7,in such a way that it's very,7,you get close but it 's su it 's done in such a way that it 's very,18,you get close but it 's su it 's ,9,in such a way that it 's very,8,You get close but it's done in such a way that is very.,13,you get close but it 's done in such a way that is very,14,0.277777778,it close but as a static a way that is very,11,it close but as a static a way that is very,11,0.666666667,-101.7841492,you get close but it's such as done in such a way that is very,15,you get close but it 's such as done in such a way that is very,16,0.277777778,0.918766558,you get close but if that is done in such a way that is very ,15,you get close but if that is done in such a way that is very,15,0.388888889,0.84,"You get close, but it's it's done in such a way that is very.",14,you get close but it 's it 's done in such a way that is very,16,0.166666667
DCB_se2_ag4_f_01_1,2870,DCB_int_01,3573.0508,3575.7634,2.7126,1,0,1,Do you- Have you done the- Have you been a tourist? Or have you-,15,5.529750055,17.17909475,15.92,7,14,Do you- Have you ,4,the- Have you been a tourist? Or have you-,9,do you have you done the have you been a tourist or have you,14,do you have you ,4,the have you been a tourist or have you,9,Have you have you been a tourist or had?,9,have you have you been a tourist or had,9,0.428571429,have you have you been a tourist or have you,10,have you have you been a tourist or have you,10,0.285714286,-46.90462875,,,,,,0,have you done that have you been a tourist ,9,have you done that have you been a tourist,9,0.428571429,0.79,,,,,
DCB_se2_ag4_f_01_1,3026,DCB_se2_ag4_f_01,3785.0453,3786.4768,1.4315,1,1,1,that you done moved everybody out.,9,6.287111422,15.07382539,14.54,11.75,6,that you ,2,moved everybody out.,3,that you done moved everybody out,6,that you ,2,moved everybody out,3,That you have moved everybody out.,6,that you have moved everybody out,6,0.166666667,you move every body out,5,you move every body out,5,0.666666667,-34.57745743,Get you to move everybody out.,6,get you to move everybody out,6,0.5,0.926156938,that you know moved everybody out ,6,that you know moved everybody out,6,0.166666667,0.65,That you have moved everybody out.,6,that you have moved everybody out,6,0.166666667
DCB_se2_ag4_f_01_1,3028,DCB_se2_ag4_f_01,3786.7986,3789.3445,2.5459,1,1,1,"And you done put bikes on every corner and all of that, and",16,6.284614478,18.7314787,17.9,5.5,13,And you ,2,"put bikes on every corner and all of that, and",10,and you done put bikes on every corner and all of that and,13,and you ,2,put bikes on every corner and all of that and,10,And you don't put bikes on every corner and all of that.,12,and you do n't put bikes on every corner and all of that,13,0.230769231,in every corner all of that,6,in every corner all of that,6,0.615384615,-47.38346481,And you don't put bikes on every corner and all of that.,12,and you do n't put bikes on every corner and all of that,13,0.230769231,0.968227327,and you don't put bikes on every corner and all of that in ,13,and you do n't put bikes on every corner and all of that in,14,0.230769231,0.65,And you don't put bikes on every corner and all of that.,12,and you do n't put bikes on every corner and all of that,13,0.230769231
DCB_se2_ag4_f_01_1,3029,DCB_se2_ag4_f_01,3789.6383,3794.328,4.6897,1,1,1,you done put these- ap- overgrown these streets with apartment buildings and condos and,20,4.264665117,22.0761764,20.76,7,14,you ,1,put these- ap- overgrown these streets with apartment buildings and condos and,12,you done put these ap overgrown these streets with apartment buildings and condos and,14,you ,1,put these ap overgrown these streets with apartment buildings and condos and,12,You don't put these overgrown these streets with apartment buildings and condos and.,13,you do n't put these overgrown these streets with apartment buildings and condos and,14,0.214285714,the one street apartment building and condon,7,the one street apartment building and condon,7,0.857142857,-71.17975616,you don't put these overgrown these streets with apartment buildings and condos and,13,you do n't put these overgrown these streets with apartment buildings and condos and,14,0.214285714,0.943325579,you know put these overgrown the streets with apartment buildings the condo ,12,you know put these overgrown the streets with apartment buildings the condo,12,0.428571429,0.57,You don't put these overgrown these streets with apartment buildings and condos and.,13,you do n't put these overgrown these streets with apartment buildings and condos and,14,0.214285714
DCB_se2_ag4_f_02_1,1610,DCB_se2_ag4_f_02,1645.7641,1647.773,2.0089,1,0,1,One thing that I've done constantly-,8,3.982278859,30.22830205,28.49,9.25,6,One thing that I've ,4,constantly-,1,one thing that i 've done constantly,7,one thing that i 've ,5,constantly,1,One thing that I've done constantly.,6,one thing that i 've done constantly,7,0,that i've done constantly,4,that i 've done constantly,5,0.285714286,-24.6111412,"one thing that I've done constantly,",6,one thing that i 've done constantly,7,0,0.959744275,one thing that I've done constantly ,6,one thing that i 've done constantly,7,0,0.97,One thing that I've done constantly.,6,one thing that i 've done constantly,7,0
DCB_se2_ag4_f_02_1,1892,DCB_se2_ag4_f_02,1942.4367,1945.566,3.1293,1,0,1,it gave me respect because it's something else I had done an-,15,4.793404276,27.40799476,25.81,6.25,12,it gave me respect because it's something else I had ,10,an-,1,it gave me respect because it 's something else i had done an,13,it gave me respect because it 's something else i had ,11,an,1,He gave me respect because it's something else I had done and.,12,he gave me respect because it 's something else i had done and,13,0.153846154,we respect because of something else i had done and,10,we respect because of something else i had done and,10,0.461538462,-40.75283432,Gave me respect because it's something else I had done. And,11,gave me respect because it 's something else i had done and,12,0.153846154,0.897115171,he gave me respect because of something else I had done and ,12,he gave me respect because of something else i had done and,12,0.307692308,0.87,Gave me respect because it's something else I had done and.,11,gave me respect because it 's something else i had done and,12,0.153846154
DCB_se2_ag4_f_02_1,1899,DCB_int_01,1948.6913,1949.2876,0.5963,1,0,1,Could be done?,3,5.031024652,9.26838042,8.49,6.25,3,Could be ,2,,0,could be done,3,could be ,2,,0,,,,,,,,,,,-3.344459295,,,,,,0,,,,,,0,Could be done.,3,could be done,3,0
DCB_se2_ag4_f_02_1,2039,DCB_se2_ag4_f_02,2092.0675,2093.2601,1.1926,1,0,1,because I had done my-,6,5.031024652,18.10088623,17.7,8.25,5,because I had ,3,my-,1,because i had done my,5,because i had ,3,my,1,Because I had done my.,5,because i had done my,5,0,i had done my,4,i had done my,4,0.2,-13.99756813,Because I had done my.,5,because i had done my,5,0,0.909121811,because I had done my ,5,because i had done my,5,0,0.87,Because I had done my.,5,because i had done my,5,0
DCB_se2_ag4_f_02_1,2316,DCB_int_01,2351.6325,2352.5245,0.892,1,0,1,"And you were like, I'm done.",6,6.726457399,22.8599833,19.92,22.5,6,"And you were like, I'm ",5,,0,and you were like i 'm done,7,and you were like i 'm ,6,,0,Yeah.,1,yeah,1,1,,,,,,-3.854806185,,,,,,0,,,,,,0,,,,,
DCB_se2_ag4_f_02_1,3193,DCB_se2_ag4_f_02,3237.2245,3239.7336,2.5091,1,0,1,you know the building and development that's being done with,15,5.978239209,17.68399488,17.08,8.25,10,you know the building and development that's being ,8,with,1,you know the building and development that 's being done with,11,you know the building and development that 's being ,9,with,1,You know the building and development is being done with.,10,you know the building and development is being done with,10,0.181818182,building the element is being done with,7,building the element is being done with,7,0.636363636,-46.22294617,Building and development is being done with.,7,building and development is being done with,7,0.454545455,0.854753554,you know the building and development is being done with ,10,you know the building and development is being done with,10,0.181818182,0.92,You know the building and development is being done with.,10,you know the building and development is being done with,10,0.181818182
DCB_se2_ag4_f_02_1,3358,DCB_int_01,3414.999,3416.6657,1.6667,1,0,1,how do you f- do- have you done-,8,4.799904002,19.81795763,19.31,28,8,how do you f- do- have you ,7,,0,how do you f do have you done,8,how do you f do have you ,7,,0,How do you Have you Done?,6,how do you have you done,6,0.25,have you done,3,have you done,3,0.625,-18.24188614,How do you have you done?,6,how do you have you done,6,0.25,0.914369047,how do you do you have you done ,8,how do you do you have you done,8,0.25,0.75,How do you have you done?,6,how do you have you done,6,0.25
DCB_se2_ag4_f_02_1,3366,DCB_int_01,3424.011,3425.5474,1.5364,1,0,1,have you done those things?,5,3.254360844,15.95720975,15.52,32.5,5,have you ,2,those things?,2,have you done those things,5,have you ,2,those things,2,Have you done those things?,5,have you done those things,5,0,you done those things,4,you done those things,4,0.2,-26.87745667,Have you done those things?,5,have you done those things,5,0,0.959380448,have you done ,3,have you done,3,0.4,0.85,Have you done those things?,5,have you done those things,5,0
DCB_se2_ag4_f_03_1,688,DCB_se2_ag4_f_03,713.6582,717.821,4.1628,1,0,1,"He did- He had done all the damage, but we had to do the w- work cleaning it up. ",23,5.525127318,21.72309573,21.58,12,19,He did- He had ,4,"all the damage, but we had to do the w- work cleaning it up. ",14,he did he had done all the damage but we had to do the w work cleaning it up,19,he did he had ,4,all the damage but we had to do the w work cleaning it up,14,He did not all the damn whatever we had to do work cleaning it up.,15,he did not all the **** whatever we had to do work cleaning it up,15,0.368421053,i anointed to do were training,6,i anointed to do were training,6,0.894736842,-136.0713654,It's done all the damage.,5,it 's done all the damage,6,0.789473684,0.733937085,you do not know the damage over we had to do the work ,13,you do not know the damage over we had to do the work,13,0.578947368,0.6,"He did not only damage everywhere, did work, cleaning it up.",11,he did not only damage everywhere did work cleaning it up,11,0.631578947
DCB_se2_ag4_f_03_1,1273,DCB_se2_ag4_f_03,1303.5502,1304.6786,1.1284,1,0,1,"he get all his work done,",6,5.317263382,11.38248065,11.18,3,6,he get all his work ,5,,0,he get all his work done,6,he get all his work ,5,,0,He can always work done.,5,he can always work done,5,0.5,so,1,so,1,1,-16.40201187,He get all his work done.,6,he get all his work done,6,0,0.609758437,he you know his work done ,6,he you know his work done,6,0.333333333,0.5,He got all his work done.,6,he got all his work done,6,0.166666667
DCB_se2_ag4_f_03_2,1800,DCB_se2_ag4_f_03,1842.5752,1844.228,1.6528,1,0,1,"Cedric woulda done ,",5,3.025169409,6.463339101,6.33,17,4,Cedric woulda ,2,",",1,cedric would have done,4,cedric would have ,3,,0,What Amazon?,2,what amazon,2,1,polite,1,polite,1,1,-31.11260223,,,,,,0,,,,,,0,Done.,1,done,1,0.75
DCB_se2_ag4_f_04_1,1975,DCB_se2_ag4_f_04,1914.5614,1915.4847,0.9233,1,0,1,done H Street.,3,3.249214773,19.08355836,18.51,23.75,3,,0,H Street.,2,done h street,3,,0,h street,2,Down Eighth Street.,3,down eighth street,3,0.666666667,street,1,street,1,0.666666667,-14.49421501,HG.,1,hg,1,1,0,H. street ,2,h street,2,0.333333333,0.87,Down 8th St.,3,down 8th st,3,1
DCB_se2_ag4_f_04_1,1977,DCB_se2_ag4_f_04,1916.3473,1918.1192,1.7719,1,0,1,Now is that something I've done by myself? No.,11,6.208025284,14.5227631,14.3,16.5,9,Now is that something I've ,5,by myself? No.,3,now is that something i 've done by myself no,10,now is that something i 've ,6,by myself no,3,"No, there's something I've done by myself no.",8,no there 's something i 've done by myself no,10,0.3,no,1,no,1,0.9,-18.85594177,"Now, there's something I've done by myself.",7,now there 's something i 've done by myself,9,0.3,0.872218788,no that's something I've done by myself no ,8,no that 's something i 've done by myself no,10,0.3,0.84,"Now there's something I've done by myself, no.",8,now there 's something i 've done by myself no,10,0.2
DCB_se2_ag4_f_04_1,5069,DCB_se2_ag4_f_04,4770.7916,4772.7827,1.9911,1,0,1,"I don't care what someone has done to you,",10,5.022349455,14.21323379,13.91,4.5,9,I don't care what someone has ,6,"to you,",2,i do n't care what someone has done to you,10,i do n't care what someone has ,7,to you,2,I don't care what someone has done to you.,9,i do n't care what someone has done to you,10,0,what one is done to you,6,what one is done to you,6,0.6,-28.99102402,I don't care what someone has done to you.,9,i do n't care what someone has done to you,10,0,0.973190546,I don't care what someone has done to you ,9,i do n't care what someone has done to you,10,0,0.82,I don't care what someone has done to you.,9,i do n't care what someone has done to you,10,0
DCB_se2_ag4_f_05_1,334,DCB_se2_ag4_f_05,511.3305,516.3947,5.0642,1,1,1,that we saw earlier looking prim and proper. Now she done change into something else.,21,4.146755657,22.62189939,22.28,6,15,that we saw earlier looking prim and proper. Now she ,10,change into something else.,4,that we saw earlier looking prim and proper now she done change into something else,15,that we saw earlier looking prim and proper now she ,10,change into something else,4,"That we saw earlier looking from improper, now shooting changed into something else.",13,that we saw earlier looking from improper now shooting changed into something else,13,0.4,we saw early in looking for an prominence into something else,11,we saw early in looking for an prominence into something else,11,0.666666667,-105.031601,"So we saw earlier looking from improper now, she don't change it into something else.",15,so we saw earlier looking from improper now she do n't change it into something else,16,0.466666667,0.885915399,that we saw earlier looking from improper Nishino changed into something else ,12,that we saw earlier looking from improper nishino changed into something else,12,0.466666667,0.48,"That we saw earlier, looking from improper. Now she don't change into something else.",14,that we saw earlier looking from improper now she do n't change into something else,15,0.333333333
DCB_se2_ag4_f_05_1,1253,DCB_se2_ag4_f_05,1872.9773,1877.6733,4.696,1,0,1,"On Saturdays, everybody went to Grandma's to get their hair done. She was a hairdresser.",23,4.897785349,33.60754077,32.44,17.5,15,"On Saturdays, everybody went to Grandma's to get their hair ",10, She was a hairdresser.,4,on saturdays everybody went to grandma 's to get their hair done she was a hairdresser,16,on saturdays everybody went to grandma 's to get their hair ,11,she was a hairdresser,4,"On Thursdays everybody when the grandma's to get their hair done, she was a hairdresser.",15,on thursdays everybody when the grandma 's to get their hair done she was a hairdresser,16,0.1875,i ermenegarda gathered on this aide,6,i ermenegarda gathered on this aide,6,1,-156.130188,,,,,,,all of Sardis era matter went to grandma's we get they had %HESITATION she was a head dress ,18,all of sardis era matter went to grandma 's we get they had she was a head dress,18,0.6875,0.43,One 30s everybody went to grandmas to get their hair done. She was a hairdresser.,15,one 30s everybody went to grandmas to get their hair done she was a hairdresser,15,0.25
DCB_se2_ag4_f_05_1,1257,DCB_se2_ag4_f_05,1881.2516,1883.625,2.3734,1,0,1,my grandmother's house and get their hair done.,10,4.213364793,22.89816904,22.06,6.75,8,my grandmother's house and get their hair ,7,,0,my grandmother 's house and get their hair done,9,my grandmother 's house and get their hair ,8,,0,My grandmother's house and get their hair done.,8,my grandmother 's house and get their hair done,9,0,my grandmother's house and get the head one,8,my grandmother 's house and get the head one,9,0.333333333,-40.07789612,,,,,,,my grandmother's house and gets it done ,7,my grandmother 's house and gets it done,8,0.333333333,0.66,My grandmother's house and get their hair done.,8,my grandmother 's house and get their hair done,9,0
DCB_se2_ag4_f_05_1,1854,DCB_se2_ag4_f_05,2717.3529,2719.534,2.1811,1,0,1,that didn't make no difference. I was done with it.,13,5.960295264,25.57180895,25.27,6,10,that didn't make no difference. I was ,7,with it.,2,that did n't make no difference i was done with it,11,that did n't make no difference i was ,8,with it,2,That ain't make no difference I was done with him.,10,that ai n't make no difference i was done with him,11,0.181818182,make no difference i was done with,7,make no difference i was done with,7,0.363636364,-33.64719391,That ain't make no difference. I was done with.,9,that ai n't make no difference i was done with,10,0.181818182,0.940931976,any make no difference I was done with it ,9,any make no difference i was done with it,9,0.272727273,0.74,They make no difference. I was done with.,8,they make no difference i was done with,8,0.363636364
DCB_se2_ag4_f_05_1,1893,DCB_se2_ag4_f_05,2770.2245,2772.233,2.0085,1,0,1,How many times I done- don't I come around your house?,13,6.472491909,17.0412674,16.88,28.5,11,How many times I ,4, don't I come around your house?,6,how many times i done do n't i come around your house,12,how many times i ,4,do n't i come around your house,7,How Many Times Don't Come Around your house?,8,how many times do n't come around your house,9,0.25,moreno,1,moreno,1,1,-38.51802826,,,,,,0,I mean time I'm gonna come around your house ,9,i mean time i 'm going to come around your house,11,0.583333333,0.51,Every time I'm gonna come around your house.,8,every time i 'm going to come around your house,10,0.583333333
DCB_se2_ag4_f_05_1,1894,DCB_se1_ag1_m_03,2772.3356,2774.8769,2.5413,1,0,1,"I remember that night she done beat me for some, uh, alcohol.",16,6.295990241,16.30514845,15.04,7.75,12,I remember that night she ,5,"beat me for some, uh, alcohol.",6,i remember that night she done beat me for some uh alcohol,12,i remember that night she ,5,beat me for some uh alcohol,6,Might she Be Hi?,4,might she be hi,4,0.916666667,,,,,,-13.38310337,,,,,,0,like cheese and ,3,like cheese and,3,1,0.39,Tonight.,1,tonight,1,1
DCB_se2_ag4_f_05_1,1977,DCB_se2_ag4_f_05,2891.9859,2895.4877,3.5018,1,0,1,me and RD-NAME-3 done some stuff- we went to Disney by ourself.,13,3.712376492,22.77775081,22.35,22.5,12,me and RD-NAME-3 ,3,some stuff- we went to Disney by ourself.,8,me and done some stuff we went to disney by ourself,11,me and ,2,some stuff we went to disney by ourself,8,May have done some something we went to Disney by ourselves.,11,may have done some something we went to disney by ourselves,11,0.363636364,denise went to deadly bane,5,denise went to deadly bane,5,0.818181818,-82.74966431,We went to Disney buy and sell.,7,we went to disney buy and sell,7,0.727272727,0.827790737,we went to Disney but also ,6,we went to disney but also,6,0.636363636,0.58,Done some stuff. We went to Disney buy sell.,9,done some stuff we went to disney buy sell,9,0.363636364
DCB_se2_ag4_f_05_1,2358,DCB_se2_ag4_f_05,3444.9643,3447.0673,2.103,1,0,1,that they're getting their work done on time.,9,4.279600571,24.03999285,23.31,25.25,8,that they're getting their work ,5,on time.,2,that they 're getting their work done on time,9,that they 're getting their work ,6,on time,2,That they are getting their work done on time.,9,that they are getting their work done on time,9,0.111111111,their work done on time,5,their work done on time,5,0.444444444,-27.08446503,,,,,,0,that they're getting their work done on time ,8,that they 're getting their work done on time,9,0,0.85,That they are getting their work done on time.,9,that they are getting their work done on time,9,0.111111111
DCB_se2_ag4_f_05_1,2366,DCB_se2_ag4_f_05,3456.1297,3457.4353,1.3056,1,0,1,You need to get this done.,6,4.595588235,22.16035821,21.62,25.75,6,You need to get this ,5,,0,you need to get this done,6,you need to get this ,5,,0,You need to get this done.,6,you need to get this done,6,0,you mean to get to the,6,you mean to get to the,6,0.5,-24.36571503,You need to get this done.,6,you need to get this done,6,0,0.981198251,you need to get the the ,6,you need to get the the,6,0.333333333,0.71,You need to get this done.,6,you need to get this done,6,0
DCB_se2_ag4_f_05_1,2434,DCB_int_01,3555.2631,3559.5285,4.2654,1,0,1,"So let me ask you a couple different questions, then we'll finish up cause I know you got to go get your nails done.",29,6.798893421,25.51637483,22.24,21.5,24,"So let me ask you a couple different questions, then we'll finish up cause I know you got to go get your nails ",23,,0,so let me ask you a couple different questions then we 'll finish up because i know you got to go get your nails done,25,so let me ask you a couple different questions then we 'll finish up because i know you got to go get your nails ,24,,0,So let me ask you a couple of different questions then we'll finish show because I know.,17,so let me ask you a couple of different questions then we 'll finish show because i know,18,0.4,different questions they will finish casino you got a look at one,12,different questions they will finish casino you got a look at one,12,0.8,-122.8832245,And then we'll finish up cuz I know you got to go get your nails.,15,and then we 'll finish up cuz i know you got to go get your nails,16,0.44,0.876577139,let me ask you a couple different questions then we'll finish up because I know you got a cookie ,19,let me ask you a couple different questions then we 'll finish up because i know you got a cookie,20,0.28,0.71,A couple of different questions. Then we'll finish up 'cause I know you got a cookie.,16,a couple of different questions then we 'll finish up because i know you got a cookie,17,0.48
DCB_se2_ag4_f_05_1,2755,DCB_se2_ag4_f_05,4020.6315,4021.5781,0.9466,1,0,1,"Okay, I'm done.",4,4.225649694,31.40337343,25.67,5.75,3,"Okay, I'm ",2,,0,okay i 'm done,4,okay i 'm ,3,,0,Okay and.,2,okay and,2,0.75,,,,,,-5.88804245,,,,,,0,,,,,,0,"OK, I'm done.",3,ok i 'm done,4,0.25
DCB_se2_ag4_m_01_1,180,DCB_se2_ag4_m_01,267.1582,270.4882,3.33,1,0,1,getting your chores done before you even go up to the recreation centers.,20,6.006006006,25.46524086,24.65,13,13,getting your chores ,3,before you even go up to the recreation centers.,9,getting your chores done before you even go up to the recreation centers,13,getting your chores ,3,before you even go up to the recreation centers,9,Getting your chores done before you go up to the recreation centers.,12,getting your chores done before you go up to the recreation centers,12,0.076923077,his own before he got to the recollection can,9,his own before he got to the recollection can,9,0.769230769,-76.40480042,Get your chores done before you even go up to the recreation center.,13,get your chores done before you even go up to the recreation center,13,0.153846154,0.884256661,get your chores done before we go up to the recreation center ,12,get your chores done before we go up to the recreation center,12,0.307692308,0.72,Get your chores done before you even go up to the recreational centers.,13,get your chores done before you even go up to the recreational centers,13,0.153846154
DCB_se2_ag4_m_01_1,251,DCB_se2_ag4_m_01,349.4022,350.3652,0.963,1,0,1,or how I get done?,5,5.192107996,22.28274974,20.97,29.75,5,or how I get ,4,,0,or how i get done,5,or how i get ,4,,0,How to Get Done.,4,how to get done,4,0.4,,,,,,-3.742689848,I get done.,3,i get done,3,0.4,0.676396132,hi ,1,hi,1,1,0.91,How I get done?,4,how i get done,4,0.2
