File,Line,Speaker,UttStartTime,UttEndTime,UttLength,InstancesCountPerLine,FeatureCountPerLine,Content,SubjectWordToken,PredicateWordToken,WordPattern,SubjectPOS,PredicatePOS,POSPattern,L50,L49,L48,L47,L46,L45,L44,L43,L42,L41,L40,L39,L38,L37,L36,L35,L34,L33,L32,L31,L30,L29,L28,L27,L26,L25,L24,L23,L22,L21,L20,L19,L18,L17,L16,L15,L14,L13,L12,L11,L10,L9,L8,L7,L6,L5,L4,L3,L2,L1,ContentFeature,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40
DCB_se1_ag3_m_01_1,897,DCB_int_01,1285.6155,1286.9565,1.341,1,1,"So, it was no- it ain't no like-",it,constituentboundary,it_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"So,",it,was,no-,it,ain't ,no,like-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_01_1,900,DCB_se1_ag3_m_01,1288.1613,1288.5104,0.3491,1,1,It ain't.,it,constituentboundary,it_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It,ain't.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_01_1,903,DCB_se1_ag3_m_01,1289.3642,1290.1305,0.7663,1,1,It ain't personal.,it,personal,it_ain't_personal,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It,ain't ,personal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_01_1,1002,DCB_se1_ag3_m_01,1401.7125,1404.0417,2.3292,1,1,"It ain't like now, where you can just get online and play,",it,like,it_ain't_like,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It,ain't ,like,"now,",where,you,can,just,get,online,and,"play,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_01_1,1061,DCB_se1_ag3_m_01,1470.9304,1473.0548,2.1244,1,1,"Cause I ain't just gonna keep just sitting there, just let nobody just",I,keep,I_ain't_keep,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cause,I,ain't ,just,gonna,keep,just,sitting,"there,",just,let,nobody,just,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_01_1,1598,DCB_se1_ag3_m_01,2233.6605,2236.9502,3.2897,1,1,"I like that. That's why I say they're a sleeper team, ain't nobody gonna pick 'em, but",nobody,pick,nobody_ain't_pick,PronounIndefinite,VerbBase,PronounIndefinite_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,like,that.,That's,why,I,say,they're,a,sleeper,"team,",ain't ,nobody,gonna,pick,"'em,",but,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_02_1,310,DCB_se1_ag3_m_02,417.3777,423.768,6.3903,1,1,"From back in the day man, let's see, much ain't changed from back in the day or like we'll still use that slang today.",much,changed,much_ain't_changed,PronounIndefinite,VerbPastParticiple,PronounIndefinite_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,From,back,in,the,day,"man,",let's,"see,",much,ain't ,changed,from,back,in,the,day,or,like,we'll,still,use,that,slang,today.,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_02_1,336,DCB_se1_ag3_m_02,468.343,471.3244,2.9814,1,1,I mean it ain't much changed since back in the day.,it,much,it_ain't_much,PronounNonReferential,PronounIndefinite,PronounNonReferential_ain't_PronounIndefinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,mean,it,ain't ,much,changed,since,back,in,the,day.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_02_1,568,DCB_se1_ag3_m_02,789.1296,792.6106,3.481,1,1,To see who your friends really are and who the ones who really ain't.,who,constituentboundary,who_ain't_constituentboundary,PronounRelative,ConstituentBoundary,PronounRelative_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To,see,who,your,friends,really,are,and,who,the,ones,who,really,ain't.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_02_1,602,DCB_se1_ag3_m_02,830.6721,833.3266,2.6545,1,1,"I w- grew up with, you know, it ain't no difference.",it,difference,it_ain't_difference,PronounPersonal,Noun,PronounPersonal_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,w-,grew,up,"with,",you,"know,",it,ain't ,no,difference.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_02_1,710,DCB_se1_ag3_m_02,1002.7161,1004.2368,1.5207,2,2,So we ain't- we ain't- after,we,constituentboundary,we_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,So,we,ain't-,we,ain't-,after,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_02_1,710,DCB_se1_ag3_m_02,1002.7161,1004.2368,1.5207,2,2,So we ain't- we ain't- after,we,constituentboundary,we_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,So,we,ain't-,we,ain't-,after,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_02_1,712,DCB_se1_ag3_m_02,1004.4849,1006.1137,1.6288,1,1,a certain age we ain't never fight.,we,fight,we_ain't_fight,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,certain,age,we,ain't ,never,fight.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_02_1,740,DCB_se1_ag3_m_02,1046.0607,1052.733,6.6723,1,1,"Probably just when we went to the park and cooked out but we did that rarely, like we ain't really do too much family shit.",we,do,we_ain't_do,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Probably,just,when,we,went,to,the,park,and,cooked,out,but,we,did,that,"rarely,",like,we,ain't ,really,do,too,much,family,shit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_02_1,751,DCB_se1_ag3_m_02,1066.9753,1069.0923,2.117,1,1,So it w- we ain't really go out to much.,we,go,we_ain't_go,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,So,it,w-,we,ain't ,really,go,out,to,much.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_02_1,1008,DCB_se1_ag3_m_02,1502.2419,1504.539,2.2971,1,1, You ain't gotta aks me.,you,ask,you_ain't_ask,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You,ain't ,gotta,aks,me.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_02_1,1030,DCB_se1_ag3_m_02,1540.5189,1543.4735,2.9546,1,1,"rap session or some shit like that but, I ain't,",I,constituentboundary,I_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rap,session,or,some,shit,like,that,"but,",I,"ain't,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_02_2,248,DCB_se1_ag3_m_01,384.3328,386.9065,2.5737,1,1,No sir I ain't trying to be funny sir I'm just-,I,trying,I_ain't_trying,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,sir,I,ain't ,trying,to,be,funny,sir,I'm,just-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_03_1,58,DCB_se1_ag3_m_03,123.2351,124.6664,1.4313,1,1,"ain't nothing like it, matter of fact,",constituentboundary,nothing,constituentboundary_ain't_nothing,ConstituentBoundary,PronounIndefinite,ConstituentBoundary_ain't_PronounIndefinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ain't ,nothing,like,"it,",matter,of,"fact,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_03_1,291,DCB_se1_ag3_m_03,563.8374,570.0388,6.2014,1,1,"important, singled out, like, you know what I'm saying. Like, oh I ain't know who we are in here, like, you know what I'm saying.",I,know,I_ain't_know,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"important,",singled,"out,","like,",you,know,what,I'm,saying.,"Like,",oh,I,ain't ,know,who,we,are,in,"here,","like,",you,know,what,I'm,saying.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_03_1,307,DCB_se1_ag3_m_03,586.5898,590.6509,4.0611,1,1,"It's a DC thing. Just like club music ain't everywhere, just like,",music,everywhere,music_ain't_everywhere,Noun,PronounIndefinite,Noun_ain't_PronounIndefinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It's,a,DC,thing.,Just,like,club,music,ain't ,"everywhere,",just,"like,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_03_1,313,DCB_se1_ag3_m_03,594.3637,600.2515,5.8878,1,1,"retro music or whatever it is. Everybody just can't get with it. You know what I'm saying, every- everything ain't for everybody.",everybody,for,everybody_ain't_for,PronounIndefinite,Preposition,PronounIndefinite_ain't_Preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,retro,music,or,whatever,it,is.,Everybody,just,can't,get,with,it.,You,know,what,I'm,"saying,",every-,everything,ain't ,for,everybody.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_03_1,379,DCB_se1_ag3_m_03,709.8971,714.9742,5.0771,1,1,"we didn't have everything that we needed. We didn't- we ain't had no money at the time, we just was a bad neighborhood band.",we,had,we_ain't_had,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,we,didn't,have,everything,that,we,needed.,We,didn't-,we,ain't ,had,no,money,at,the,"time,",we,just,was,a,bad,neighborhood,band.,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_03_1,395,DCB_se1_ag3_m_03,731.129,736.4013,5.2723,1,1,"You ain't gonna really come up until you find that person that's gonna promote you, you need you a promoter. And we kids at this time.",you,come,you_ain't_come,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You,ain't ,gonna,really,come,up,until,you,find,that,person,that's,gonna,promote,"you,",you,need,you,a,promoter.,And,we,kids,at,this,time.,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_03_1,404,DCB_se1_ag3_m_03,747.628,752.4364,4.8084,1,1,"So just by us being kids- You know, the go go scene ain't like the- the rap scene. You really-",scene,like,scene_ain't_like,Noun,VerbBase,Noun_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,So,just,by,us,being,kids-,You,"know,",the,go,go,scene,ain't ,like,the-,the,rap,scene.,You,really-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_03_1,418,DCB_se1_ag3_m_03,771.771,773.0147,1.2437,1,1,I ain't no singer now.,I,singer,I_ain't_singer,PronounPersonal,Noun,PronounPersonal_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,ain't ,no,singer,now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_03_1,423,DCB_se1_ag3_m_03,776.7963,780.7989,4.0026,1,1,"and- and young, when I was really- You know, you know, I ain't no singer now.",I,singer,I_ain't_singer,PronounPersonal,Noun,PronounPersonal_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and-,and,"young,",when,I,was,really-,You,"know,",you,"know,",I,ain't ,no,singer,now.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_03_1,489,DCB_se1_ag3_m_03,903.7395,906.007,2.2675,1,1,"my friend mother was like, least they ain't in them streets.",they,in,they_ain't_in,PronounPersonal,Preposition,PronounPersonal_ain't_Preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,my,friend,mother,was,"like,",least,they,ain't ,in,them,streets.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_03_1,522,DCB_se1_ag3_m_03,953.3164,957.7895,4.4731,1,1,"That's j- that's just- I don't care if you ain't do nothing but bang on buckets, pots, pans,",you,do,you_ain't_do,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,That's,j-,that's,just-,I,don't,care,if,you,ain't ,do,nothing,but,bang,on,"buckets,","pots,","pans,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_03_1,557,DCB_se1_ag3_m_03,1012.2378,1016.2859,4.0481,1,1,"Yeah man, that's- ain't nothing like that in Washington DC.",constituentboundary,nothing,constituentboundary_ain't_nothing,ConstituentBoundary,PronounIndefinite,ConstituentBoundary_ain't_PronounIndefinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yeah,"man,",that's-,ain't ,nothing,like,that,in,Washington,DC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_03_1,584,DCB_se1_ag3_m_03,1078.9133,1084.7963,5.883,1,1,"Yeah, yeah, yeah, yeah, I mean, it ain't really too much in DC that's- unless you go like downtown.",it,much,it_ain't_much,PronounPersonal,PronounIndefinite,PronounPersonal_ain't_PronounIndefinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yeah,","yeah,","yeah,","yeah,",I,"mean,",it,ain't ,really,too,much,in,DC,that's-,unless,you,go,like,downtown.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_03_1,634,DCB_se1_ag3_m_03,1168.4845,1176.3518,7.8673,1,1,"I mean, this really ain't a tradition, maybe- maybe the Sunday dinners, you know what I'm saying, or something. Or just- just sticking- just having the family stick together.",this,tradition,this_ain't_tradition,PronounDemonstrative,Noun,PronounDemonstrative_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,"mean,",this,really,ain't ,a,"tradition,",maybe-,maybe,the,Sunday,"dinners,",you,know,what,I'm,"saying,",or,something.,Or,just-,just,sticking-,just,having,the,family,stick,together.,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_03_1,791,DCB_se1_ag3_m_03,1463.1457,1467.304,4.1583,1,1,"came up with some good shit, but ain't nothing like- Mumbo sauce gotta be nice and",constituentboundary,nothing,constituentboundary_ain't_nothing,ConstituentBoundary,PronounIndefinite,ConstituentBoundary_ain't_PronounIndefinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,came,up,with,some,good,"shit,",but,ain't ,nothing,like-,Mumbo,sauce,gotta,be,nice,and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_03_1,821,DCB_se1_ag3_m_03,1521.0337,1526.7568,5.7231,1,1,"You know what I'm saying, or- or somebody would say, yo like, nah yo we ain't even doing that. So we was like, nah, Mo.",we,doing,we_ain't_doing,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You,know,what,I'm,"saying,",or-,or,somebody,would,"say,",yo,"like,",nah,yo,we,ain't ,even,doing,that.,So,we,was,"like,","nah,",Mo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_03_1,823,DCB_se1_ag3_m_03,1527.0871,1529.9233,2.8362,1,1,"It ain't even gonna go down like that, Mo, you know what I'm saying.",it,go,it_ain't_go,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It,ain't ,even,gonna,go,down,like,"that,","Mo,",you,know,what,I'm,saying.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_03_1,862,DCB_se1_ag3_m_01,1586.8302,1587.4441,0.6139,1,1,You ain't- ,you,constituentboundary,you_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You,ain't-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_03_1,864,DCB_se1_ag3_m_01,1587.9679,1592.4533,4.4854,1,1,You ain't slipping if the person happy but you slipping if somebody- if you out here doing something,you,slipping,you_ain't_slipping,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You,ain't ,slipping,if,the,person,happy,but,you,slipping,if,somebody-,if,you,out,here,doing,something,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_03_1,868,DCB_se1_ag3_m_01,1592.8635,1599.0372,6.1737,1,1,"you ain't supposed to be doing or you getting over on people you doing whatever and somebody coming back, you don't see 'em now, you slipping.",you,doing,you_ain't_doing,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,you,ain't ,supposed,to,be,doing,or,you,getting,over,on,people,you,doing,whatever,and,somebody,coming,"back,",you,don't,see,'em,"now,",you,slipping.,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_03_1,1012,DCB_se1_ag3_m_03,1804.2315,1805.6596,1.4281,1,1,"like I ain't going around there, Bob.",I,going,I_ain't_going,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,like,I,ain't ,going,around,"there,",Bob.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_03_1,1018,DCB_se1_ag3_m_03,1809.374,1812.2101,2.8361,2,2,"It ain't nobody's name, it ain't nothing it's just like-",it,name,it_ain't_name,PronounPersonal,Noun,PronounPersonal_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It,ain't ,nobody's,"name,",it,ain't,nothing,it's,just,like-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_03_1,1018,DCB_se1_ag3_m_03,1809.374,1812.2101,2.8361,2,2,"It ain't nobody's name, it ain't nothing it's just like-",it,nothing,it_ain't_nothing,PronounPersonal,PronounIndefinite,PronounPersonal_ain't_PronounIndefinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It,ain't,nobody's,"name,",it,ain't ,nothing,it's,just,like-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_03_1,1022,DCB_se1_ag3_m_03,1813.3521,1817.3226,3.9705,2,2,"like, I ain't going around there, Bob. You know what I'm saying? Like, I ain't fucking with you, Bob,",I,fucking,I_ain't_fucking,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"like,",I,ain't,going,around,"there,",Bob.,You,know,what,I'm,saying?,"Like,",I,ain't ,fucking,with,"you,","Bob,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_03_1,1022,DCB_se1_ag3_m_03,1813.3521,1817.3226,3.9705,2,2,"like, I ain't going around there, Bob. You know what I'm saying? Like, I ain't fucking with you, Bob,",I,going,I_ain't_going,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"like,",I,ain't ,going,around,"there,",Bob.,You,know,what,I'm,saying?,"Like,",I,ain't,fucking,with,"you,","Bob,",,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_03_1,1031,DCB_se1_ag3_m_03,1829.4427,1832.0127,2.57,1,1,"Just the way they say it like, boy  I ain't fucking with you.",I,fucking,I_ain't_fucking,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Just,the,way,they,say,it,"like,",boy,I,ain't ,fucking,with,you.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_03_1,1068,DCB_se1_ag3_m_01,1882.9889,1884.5716,1.5827,1,1,"Wow, I ain't heard that in a while.",I,heard,I_ain't_heard,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wow,",I,ain't ,heard,that,in,a,while.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_03_1,1139,DCB_se1_ag3_m_03,1998.7915,2000.6567,1.8652,1,1,"And the drug game ain't gonna last forever,",game,last,game_ain't_last,Noun,VerbBase,Noun_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,the,drug,game,ain't ,gonna,last,"forever,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_03_1,1345,DCB_se1_ag3_m_01,2316.9216,2320.3059,3.3843,1,1,"But then when you start doing research, you find out, ain't done near nothing,",constituentboundary,done,constituentboundary_ain't_done,ConstituentBoundary,VerbPastParticiple,ConstituentBoundary_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,But,then,when,you,start,doing,"research,",you,find,"out,",ain't ,done,near,"nothing,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_03_1,1348,DCB_se1_ag3_m_03,2320.8555,2324.7601,3.9046,1,1,Yeah they ain't done shit but took every motherfucking thing and put they name on the shit.,they,done,they_ain't_done,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yeah,they,ain't ,done,shit,but,took,every,motherfucking,thing,and,put,they,name,on,the,shit.,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_03_1,1643,DCB_se1_ag3_m_03,2822.5102,2829.1542,6.644,1,1,"I don't- I don't wanna- see, I ain't a Donald Trump supporter, but I think people should get off his ass, for real, for real",I,supporter,I_ain't_supporter,PronounPersonal,Noun,PronounPersonal_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,don't-,I,don't,wanna-,"see,",I,ain't ,a,Donald,Trump,"supporter,",but,I,think,people,should,get,off,his,"ass,",for,"real,",for,real,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_03_1,1677,DCB_se1_ag3_m_01,2872.0926,2873.7842,1.6916,1,1,you can respect that at least he ain't,he,constituentboundary,he_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,you,can,respect,that,at,least,he,ain't,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_03_1,1752,DCB_se1_ag3_m_03,2974.82,2976.5917,1.7717,1,1,Them presidents ain't having that shit.,presidents,having,presidents_ain't_having,Noun,VerbPresentParticiple,Noun_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Them,presidents,ain't ,having,that,shit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_03_1,1810,DCB_se1_ag3_m_03,3052.5862,3053.7595,1.1733,1,1,why he ain't getting no money?,he,getting,he_ain't_getting,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,why,he,ain't ,getting,no,money?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_03_1,1904,DCB_se1_ag3_m_01,3204.0445,3209.9879,5.9434,1,1,"Oh nah, like for me I don't- I mean, it doesn't matter what I think, I mean, just saying, that's just your view and that's how you see it, so I ain't  you can't-",I,constituentboundary,I_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,Oh,"nah,",like,for,me,I,don't-,I,"mean,",it,doesn't,matter,what,I,"think,",I,"mean,",just,"saying,",that's,just,your,view,and,that's,how,you,see,"it,",so,I,ain't ,you,can't-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag3_m_03_1,1941,DCB_se1_ag3_m_01,3268.3762,3271.1055,2.7293,1,1,"Everybody have their own views and stuff, ain't nobody, you know,",constituentboundary,nobody,constituentboundary_ain't_nobody,ConstituentBoundary,PronounIndefinite,ConstituentBoundary_ain't_PronounIndefinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Everybody,have,their,own,views,and,"stuff,",ain't ,"nobody,",you,"know,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
