File,Line,Speaker,UttStartTime,UttEndTime,UttLength,InstancesCountPerLine,FeatureCountPerLine,Content,SubjectWordToken,PredicateWordToken,WordPattern,SubjectPOS,PredicatePOS,POSPattern,L29,L28,L27,L26,L25,L24,L23,L22,L21,L20,L19,L18,L17,L16,L15,L14,L13,L12,L11,L10,L9,L8,L7,L6,L5,L4,L3,L2,L1,ContentFeature,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,1,2
DCA_se1_ag1_m_04_1,1155,DCA_se1_ag1_m_04,1704.7184,1706.3224,1.604,1,1,"gangs be fighting, they always say",gangs,fighting,gangs_be_fighting,Noun,VerbPresentParticiple,Noun_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gangs,be ,"fighting,",they,always,say,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_m_05_1,74,DCA_se1_ag1_m_05,107.2974,110.654,3.3566,2,2,"the other um children, they be behind, she be in front of 'em.",they,behind,they_be_behind,PronounPersonal,Adverb,PronounPersonal_be_Adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be,"behind, she be in front of 'em.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_m_05_1,74,DCA_se1_ag1_m_05,107.2974,110.654,3.3566,2,2,"the other um children, they be behind, she be in front of 'em.",she,in,she_be_in,PronounPersonal,Preposition,PronounPersonal_be_Preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be,in front of 'em.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_m_05_1,355,DCA_se1_ag1_m_05,492.7668,494.8764,2.1096,1,1,I don't know. I don't be with them when they play.,I,with,I_be_with,PronounPersonal,Preposition,PronounPersonal_be_Preposition,,,,,,,,,,,,,,,,,,,,,,,,,I,don't,know.,I,don't,be ,with,them,when,they,play.,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_m_05_1,448,DCA_se1_ag1_m_05,674.7835,676.4795,1.696,1,1,"Sometimes he be on the movies,",he,on,he_be_on,PronounPersonal,Preposition,PronounPersonal_be_Preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sometimes,he,be ,on,the,"movies,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_m_07_1,725,DCA_se1_ag1_m_07,1008.2552,1012.9036,4.6484,1,1,"Well you know, you call that your walk man, you know, like the person that you be with all the time.",you,with,you_be_with,PronounPersonal,Preposition,PronounPersonal_be_Preposition,,,,,,,,,,,,,,Well,you,"know,",you,call,that,your,walk,"man,",you,"know,",like,the,person,that,you,be ,with,all,the,time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_m_08_1,711,DCA_se1_ag1_m_08,862.3823,864.5133,2.131,1,1,"When I be playing football out the Club, I have a",I,playing,I_be_playing,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,When,I,be ,playing,football,out,the,"Club,",I,have,a,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_m_08_1,996,DCA_se1_ag1_m_08,1253.2916,1255.5345,2.2429,1,1,"you know, when I be talking to the fellas, you know, I might",I,talking,I_be_talking,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,you,"know,",when,I,be ,talking,to,the,"fellas,",you,"know,",I,might,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_01_1,98,DCA_se2_ag1_f_01,107.6818,110.4364,2.7546,1,1,"Like when somebody's mother sick we be on the front porch,",we,on,we_be_on,PronounPersonal,Preposition,PronounPersonal_be_Preposition,,,,,,,,,,,,,,,,,,,,,,,,Like,when,somebody's,mother,sick,we,be ,on,the,front,"porch,",,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_01_1,827,DCA_int_01,815.7012,817.0616,1.3604,1,1,How about when you be in school?,you,in,you_be_in,PronounPersonal,Preposition,PronounPersonal_be_Preposition,,,,,,,,,,,,,,,,,,,,,,,,,,How,about,when,you,be ,in,school?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_02_1,144,DCA_se2_ag1_f_02,142.4587,146.3756,3.9169,3,3,"And if you out, everybody be jumping, be all happy so you don't be it.",everybody,happy,everybody_be_happy,PronounIndefinite,Adjective,PronounIndefinite_be_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be,"jumping, be all happy so you don't be it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_02_1,144,DCA_se2_ag1_f_02,142.4587,146.3756,3.9169,3,3,"And if you out, everybody be jumping, be all happy so you don't be it.",you,it,you_be_it,PronounPersonal,PronounPersonal,PronounPersonal_be_PronounPersonal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be,all happy so you don't be it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_02_1,144,DCA_se2_ag1_f_02,142.4587,146.3756,3.9169,3,3,"And if you out, everybody be jumping, be all happy so you don't be it.",everybody,jumping,everybody_be_jumping,PronounIndefinite,VerbPresentParticiple,PronounIndefinite_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be,it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_02_1,1565,DCA_se2_ag1_f_02,1566.0431,1567.9957,1.9526,2,2,I mean I be nervous- I be a nervous wreck!,I,nervous,I_be_nervous,PronounPersonal,Adjective,PronounPersonal_be_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be,nervous- I be a nervous wreck!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_02_1,1565,DCA_se2_ag1_f_02,1566.0431,1567.9957,1.9526,2,2,I mean I be nervous- I be a nervous wreck!,I,wreck,I_be_wreck,PronounPersonal,Noun,PronounPersonal_be_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be,a nervous wreck!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_03_1,75,DCA_se2_ag1_f_03,97.3072,98.7379,1.4307,1,1,It be two captains,It,two,It_be_two,PronounNonReferential,Noun,PronounNonReferential_be_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It,be ,two,captains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_03_1,172,DCA_se2_ag1_f_03,208.1933,209.3458,1.1525,1,1,"It be two teams,",It,two,It_be_two,PronounNonReferential,Noun,PronounNonReferential_be_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It,be ,two,"teams,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_03_1,174,DCA_se2_ag1_f_03,209.5699,210.5072,0.9373,1,1,and there be a net.,there,net,there_be_net,PronounNonReferential,Noun,PronounNonReferential_be_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,there,be ,a,net.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_03_1,236,DCA_se2_ag1_f_03,271.2879,272.8446,1.5567,1,1,"it be, rock in the block.",it,rock,it_be_rock,PronounPersonal,Noun,PronounPersonal_be_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,it,"be,",rock,in,the,block.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_03_1,1644,DCA_se2_ag1_f_03,1686.8415,1688.7092,1.8677,1,1,Cause in the day I be over to church.,I,over,I_be_over,PronounPersonal,Adverb,PronounPersonal_be_Adverb,,,,,,,,,,,,,,,,,,,,,,,,,Cause,in,the,day,I,be ,over,to,church.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_03_1,1761,DCA_se2_ag1_f_03,1815.4596,1816.5617,1.1021,1,1,"You know she be the um,",she,um,she_be_um,PronounPersonal,Disfluency,PronounPersonal_be_Disfluency,,,,,,,,,,,,,,,,,,,,,,,,,,,You,know,she,be ,the,"um,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_03_1,1962,DCA_se2_ag1_f_03,2049.3733,2052.0239,2.6506,2,1,And I be saying I'll be glad when I get there.,I,saying,I_be_saying,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,And,I,be,saying,I'll,be ,glad,when,I,get,there.,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_04_1,132,DCA_se2_ag1_f_04,184.6308,187.2318,2.601,1,1,"um- Like one person be polar bear,",person,bear,person_be_bear,Noun,Noun,Noun_be_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,um-,Like,one,person,be ,polar,"bear,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_05_1,24,DCA_se2_ag1_f_05,23.7379,25.3921,1.6542,1,1,"Um, one person be it,",person,it,person_be_it,Noun,PronounPersonal,Noun_be_PronounPersonal,,,,,,,,,,,,,,,,,,,,,,,,,,,"Um,",one,person,be ,"it,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_05_1,390,DCA_se2_ag1_f_05,467.1102,469.4229,2.3127,2,1,"Or if the boys be out, then we be talking to them.",we,talking,we_be_talking,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,Or,if,the,boys,be,"out,",then,we,be ,talking,to,them.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_05_1,428,DCA_se2_ag1_f_05,510.1081,513.5343,3.4262,1,1,"or he be doing something, instead of talking to another boy while he ain't there.",he,doing,he_be_doing,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,or,he,be ,doing,"something,",instead,of,talking,to,another,boy,while,he,ain't,there.,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_05_1,603,DCA_se2_ag1_f_05,741.2484,743.1278,1.8794,1,1,"Well I usually be with RD-NAME-2,",I,with,I_be_with,PronounPersonal,Preposition,PronounPersonal_be_Preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,Well,I,usually,be ,with,"RD-NAME-2,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_05_1,619,DCA_se2_ag1_f_05,760.1099,764.3994,4.2895,1,1,"RD-NAME-2 upstairs, and um, the little one upstairs. She be with us all the time.",she,with,she_be_with,PronounPersonal,Preposition,PronounPersonal_be_Preposition,,,,,,,,,,,,,,,,,,,,,RD-NAME-2,"upstairs,",and,"um,",the,little,one,upstairs.,She,be ,with,us,all,the,time.,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_05_1,744,DCA_se2_ag1_f_05,957.8559,960.4242,2.5683,1,1,Mm-mm.  The children be screaming and hollering.,children,screaming,children_be_screaming,Noun,VerbPresentParticiple,Noun_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,Mm-mm.,The,children,be ,screaming,and,hollering.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_07_1,836,DCA_se2_ag1_f_07,1045.0963,1050.9191,5.8228,2,2,"Oh, kids are so rowdy, you know. She be trying to- She has a little soft voice- She be trying to keep 'em quiet. She-",she,trying,she_be_trying,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be,trying to- She has a little soft voice- She be trying to keep 'em quiet. She-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_07_1,836,DCA_se2_ag1_f_07,1045.0963,1050.9191,5.8228,2,2,"Oh, kids are so rowdy, you know. She be trying to- She has a little soft voice- She be trying to keep 'em quiet. She-",she,trying,she_be_trying,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be,trying to keep 'em quiet. She-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_07_1,840,DCA_se2_ag1_f_07,1052.9288,1056.5752,3.6464,3,3,"And they just be hollering- She be hollering over there, and they be hollering over her.",she,hollering,she_be_hollering,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be,"hollering- She be hollering over there, and they be hollering over her.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_07_1,840,DCA_se2_ag1_f_07,1052.9288,1056.5752,3.6464,3,3,"And they just be hollering- She be hollering over there, and they be hollering over her.",they,hollering,they_be_hollering,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be,"hollering over there, and they be hollering over her.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_07_1,840,DCA_se2_ag1_f_07,1052.9288,1056.5752,3.6464,3,3,"And they just be hollering- She be hollering over there, and they be hollering over her.",they,hollering,they_be_hollering,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be,hollering over her.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_07_1,998,DCA_se2_ag1_f_07,1303.3108,1305.01,1.6992,1,1,Not in the group I be in. No.,I,in,I_be_in,PronounPersonal,Preposition,PronounPersonal_be_Preposition,,,,,,,,,,,,,,,,,,,,,,,,,Not,in,the,group,I,be ,in.,No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_f_07_1,1031,DCA_se2_ag1_f_07,1351.9869,1354.78,2.7931,1,1,"my associates that I be with, they don't live on my street.",I,with,I_be_with,PronounPersonal,Preposition,PronounPersonal_be_Preposition,,,,,,,,,,,,,,,,,,,,,,,,,,my,associates,that,I,be ,"with,",they,don't,live,on,my,street.,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_m_01_1,93,DCA_se2_ag1_m_01,98.8517,99.9055,1.0538,1,1,Or you be playing three.,you,playing,you_be_playing,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,Or,you,be ,playing,three.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_m_03_1,62,DCA_se2_ag1_m_03,67.9862,69.9586,1.9724,1,1,"Well it's a guy be in the center of you,",guy,in,guy_be_in,Noun,Preposition,Noun_be_Preposition,,,,,,,,,,,,,,,,,,,,,,,,,,Well,it's,a,guy,be ,in,the,center,of,"you,",,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_m_03_1,64,DCA_se2_ag1_m_03,70.559,72.2423,1.6833,1,1,and you be in the- in the rear of the center.,you,in,you_be_in,PronounPersonal,Preposition,PronounPersonal_be_Preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,you,be ,in,the-,in,the,rear,of,the,center.,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_m_03_1,68,DCA_se2_ag1_m_03,75.6602,76.1964,0.5362,1,1,There be about,there,about,there_be_about,PronounNonReferential,Adverb,PronounNonReferential_be_Adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,There,be ,about,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_m_03_1,101,DCA_se2_ag1_m_03,107.8226,109.6924,1.8698,1,1,And you be running up as fast as you can to get,you,running,you_be_running,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,you,be ,running,up,as,fast,as,you,can,to,get,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_m_03_1,113,DCA_se2_ag1_m_03,123.9586,125.6175,1.6589,1,1,"Well, it be about five people,",it,about,it_be_about,PronounNonReferential,Adverb,PronounNonReferential_be_Adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Well,",it,be ,about,five,"people,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_m_03_1,247,DCA_se2_ag1_m_03,267.1706,268.5228,1.3522,1,1,all the marbles be in the center.,marbles,in,marbles_be_in,Noun,Preposition,Noun_be_Preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,all,the,marbles,be ,in,the,center.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_m_03_1,1273,DCA_se2_ag1_m_03,1384.3389,1386.7636,2.4247,1,1,"Christmas? Everybody be happy and celebrate,",everybody,happy,everybody_be_happy,PronounIndefinite,Adjective,PronounIndefinite_be_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christmas?,Everybody,be ,happy,and,"celebrate,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_m_04_1,663,DCA_se2_ag1_m_04,614.5325,615.6656,1.1331,1,1,"Like I be playing,",I,playing,I_be_playing,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,Like,I,be ,"playing,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se2_ag1_m_04_1,928,DCA_se2_ag1_m_04,894.1323,895.8357,1.7034,1,1,and hang with the boys that be with us.,that,with,that_be_with,PronounRelative,Preposition,PronounRelative_be_Preposition,,,,,,,,,,,,,,,,,,,,,,,,and,hang,with,the,boys,that,be ,with,us.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se3_ag1_f_01_1,66,DCA_se3_ag1_f_01,78.3661,79.7825,1.4164,1,1,The last person be it.,person,it,person_be_it,Noun,PronounPersonal,Noun_be_PronounPersonal,,,,,,,,,,,,,,,,,,,,,,,,,,,The,last,person,be ,it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se3_ag1_f_02_1,904,DCA_se3_ag1_f_02,1024.7501,1025.9438,1.1937,1,1,and we be in bed,we,in,we_be_in,PronounPersonal,Preposition,PronounPersonal_be_Preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,we,be ,in,bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se3_ag1_f_03_1,160,DCA_se3_ag1_f_03,175.9897,177.1181,1.1284,1,1,"They be saying um,",they,saying,they_be_saying,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,They,be ,saying,"um,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se3_ag1_f_03_1,259,DCA_se3_ag1_f_03,293.1185,295.8265,2.708,1,1,"And when I be doing my work, she'll say I wasn't doing it.",I,doing,I_be_doing,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,And,when,I,be ,doing,my,"work,",she'll,say,I,wasn't,doing,it.,,,,,,,,,,,,,,,,,,,,,,,
DCA_se3_ag1_f_04_1,1000,DCA_se3_ag1_f_04,1101.5558,1102.6658,1.11,1,1,We be running around.,we,running,we_be_running,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,We,be ,running,around.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se3_ag1_m_02_1,2345,DCA_se3_ag1_m_02,2512.0238,2514.3894,2.3656,1,1,the only way I think anybody really be recognized,anybody,recognized,anybody_be_recognized,PronounIndefinite,VerbPastParticiple,PronounIndefinite_be_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,the,only,way,I,think,anybody,really,be ,recognized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se3_ag1_m_05_1,529,DCA_se3_ag1_m_05,573.9086,575.2566,1.348,1,1,"it be two people, two more people",it,two,it_be_two,PronounNonReferential,Noun,PronounNonReferential_be_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,it,be ,two,"people,",two,more,people,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se3_ag1_m_06_1,909,DCA_se3_ag1_m_06,957.8969,960.6557,2.7588,1,1,"I don't know, sometimes it's necessa- sometime he be kind of angry.",he,angry,he_be_angry,PronounPersonal,Adjective,PronounPersonal_be_Adjective,,,,,,,,,,,,,,,,,,,,,,I,don't,"know,",sometimes,it's,necessa-,sometime,he,be ,kind,of,angry.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se3_ag1_m_06_1,913,DCA_se3_ag1_m_06,963.1135,964.2252,1.1117,1,1,"He be kind of angry, you know.",he,angry,he_be_angry,PronounPersonal,Adjective,PronounPersonal_be_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,He,be ,kind,of,"angry,",you,know.,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,175,DCB_se1_ag1_f_01,218.4058,219.5267,1.1209,1,1,"I be talking to my mother,",I,talking,I_be_talking,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,be ,talking,to,my,"mother,",,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,177,DCB_se1_ag1_f_01,219.8606,221.6465,1.7859,1,1,but she be getting on my nerves sometimes you know.,she,getting,she_be_getting,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,but,she,be ,getting,on,my,nerves,sometimes,you,know.,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,190,DCB_se1_ag1_f_01,236.4431,238.1544,1.7113,1,1,in different activities that we be having.,we,having,we_be_having,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,in,different,activities,that,we,be ,having.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,502,DCB_se1_ag1_f_01,616.9431,618.532,1.5889,1,1,"Yeah, sometimes they be like,",they,like,they_be_like,PronounPersonal,QuotativeLike,PronounPersonal_be_QuotativeLike,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yeah,",sometimes,they,be ,"like,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,824,DCB_se1_ag1_f_01,1005.9686,1007.6845,1.7159,1,1,"Yeah, it just be getting irritating.",it,getting,it_be_getting,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yeah,",it,just,be ,getting,irritating.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,963,DCB_se1_ag1_f_01,1165.1801,1167.9872,2.8071,1,1,"It's just, sometimes it be a little quiet,",it,quiet,it_be_quiet,PronounNonReferential,Adjective,PronounNonReferential_be_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,It's,"just,",sometimes,it,be ,a,little,"quiet,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,965,DCB_se1_ag1_f_01,1168.4535,1171.8516,3.3981,2,2,"like the street be quiet, but other times, I don't know what be going on.",what,going,what_be_going,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be,"quiet, but other times, I don't know what be going on.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,965,DCB_se1_ag1_f_01,1168.4535,1171.8516,3.3981,2,2,"like the street be quiet, but other times, I don't know what be going on.",street,quiet,street_be_quiet,Noun,Adjective,Noun_be_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be,going on.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,967,DCB_se1_ag1_f_01,1172.635,1173.9872,1.3522,1,1,"And then really my mother be like,",mother,like,mother_be_like,Noun,QuotativeLike,Noun_be_QuotativeLike,,,,,,,,,,,,,,,,,,,,,,,,,And,then,really,my,mother,be ,"like,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,971,DCB_se1_ag1_f_01,1176.6766,1180.2241,3.5475,1,1,"Cause I like walking, so I be walking around Kenilworth. Like, ain't nobody gonna do nothing to me.",I,walking,I_be_walking,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,Cause,I,like,"walking,",so,I,be ,walking,around,Kenilworth.,"Like,",ain't,nobody,gonna,do,nothing,to,me.,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,1314,DCB_se1_ag1_f_01,1591.9363,1594.8553,2.919,1,1,"Like, you know- Not white people, but it be like other",it,like,it_be_like,PronounNonReferential,Preposition,PronounNonReferential_be_Preposition,,,,,,,,,,,,,,,,,,,,,,"Like,",you,know-,Not,white,"people,",but,it,be ,like,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,1321,DCB_se1_ag1_f_01,1601.9173,1603.2089,1.2916,1,1,They be thinking you about to steal.,they,thinking,they_be_thinking,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,They,be ,thinking,you,about,to,steal.,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,1364,DCB_se1_ag1_f_01,1655.8147,1656.7799,0.9652,1,1,they be getting mad.,they,getting,they_be_getting,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,they,be ,getting,mad.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,1663,DCB_int_01,2053.3054,2056.8213,3.5159,1,1,"Right, it don't- be like, oh, it's just a dollar, but really you getting like one bite",it,like,it_be_like,PronounNonReferential,QuotativeLike,PronounNonReferential_be_QuotativeLike,,,,,,,,,,,,,,,,,,,,,,,,,,,"Right,",it,don't-,be ,"like,","oh,",it's,just,a,"dollar,",but,really,you,getting,like,one,bite,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,1684,DCB_se1_ag1_f_01,2080.6534,2082.7832,2.1298,1,1,I be getting a- a Jack Daniel's sampler.,I,getting,I_be_getting,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,be ,getting,a-,a,Jack,Daniel's,sampler.,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,1700,DCB_se1_ag1_f_01,2095.1609,2096.1121,0.9512,1,1,It be good. ,It,good,It_be_good,PronounPersonal,Adjective,PronounPersonal_be_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It,be ,good.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
