File,Line,Speaker,UttStartTime,UttEndTime,UttLength,InstancesCountPerLine,FeatureCountPerLine,Content,SubjectWordToken,PredicateWordToken,WordPattern,SubjectPOS,PredicatePOS,POSPattern,L45,L44,L43,L42,L41,L40,L39,L38,L37,L36,L35,L34,L33,L32,L31,L30,L29,L28,L27,L26,L25,L24,L23,L22,L21,L20,L19,L18,L17,L16,L15,L14,L13,L12,L11,L10,L9,L8,L7,L6,L5,L4,L3,L2,L1,ContentFeature,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40
fe0310266,36,B,62.02,63.68,1.66,1,1,hey you be watching that best in sport show ,you,watching,you_be_watching,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hey,you,be ,watching,that,best,in,sport,show,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe0310266,79,B,155.78,161.57,5.79,1,1,so what's up man y- you don't be working nothing you just like you know you just kicking back right now -cause you just got out the air force and like ,you,working,you_be_working,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,so,what's,up,man,y-,you,don't,be ,working,nothing,you,just,like,you,know,you,just,kicking,back,right,now,#NAME?,you,just,got,out,the,air,force,and,like,,,,,,,,,,,,,,,,,
fe0310266,93,B,187.35,189.89,2.54,1,1,yeah i be chasing them though there's all kinds of clubs and shit you know ,i,chasing,i_be_chasing,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yeah,i,be ,chasing,them,though,there's,all,kinds,of,clubs,and,shit,you,know,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe0310266,197,B,468.38,470.45,2.07,1,1,it's all good i be working at u.p.s. i mean you know ,i,working,i_be_working,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,it's,all,good,i,be ,working,at,u.p.s.,i,mean,you,know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe0310277,99,B,220.52,223.08,2.56,1,1,baseball game to go that our son is be playing in ,son,playing,son_be_playing,Noun,VerbPresentParticiple,Noun_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,baseball,game,to,go,that,our,son,is,be ,playing,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe0310286,177,A,459.95,465.89,5.94,1,1,you know go to the store and people be looking at you you can feel people looking at you because um ,people,looking,people_be_looking,Noun,VerbPresentParticiple,Noun_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,you,know,go,to,the,store,and,people,be ,looking,at,you,you,can,feel,people,looking,at,you,because,um,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe0310306,76,A,268.39,273.01,4.62,1,1,'cause they be banging each other's heads and jumping on top of them and oh ,they,banging,they_be_banging,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'cause,they,be ,banging,each,other's,heads,and,jumping,on,top,of,them,and,oh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe0310309,116,B,480.28,488.65,8.37,1,1,you got a lot of fight like a said there they be dodging people especially if you're a knock out artist they won't want to fight you you know but if ,they,dodging,they_be_dodging,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,you,got,a,lot,of,fight,like,a,said,there,they,be ,dodging,people,especially,if,you're,a,knock,out,artist,they,won't,want,to,fight,you,you,know,but,if,,,,,,,,,,,,,,,,,,,,,
fe0310332,144,B,530.89,534.4,3.51,1,1,you know sometimes this call seems like they be going longer than ten minutes ,they,going,they_be_going,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,you,know,sometimes,this,call,seems,like,they,be ,going,longer,than,ten,minutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe0310354,99,B,258.17,262.71,4.54,1,1,you know that follow the gangster they know all the balls and they be in there homes is at ,they,in,they_be_in,PronounPersonal,Preposition,PronounPersonal_be_Preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,you,know,that,follow,the,gangster,they,know,all,the,balls,and,they,be ,in,there,homes,is,at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe0310428,23,B,50.14,60.54,10.4,1,1, so uh i feel like they ah they be trying to help people in america too though but 'cause they give certain people checks and everything ,they,trying,they_be_trying,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,so,uh,i,feel,like,they,ah,they,be ,trying,to,help,people,in,america,too,though,but,'cause,they,give,certain,people,checks,and,everything,,,,,,,,,,,,,,,,,,,,,,,
fe0310489,108,B,290.95,296.3,5.35,1,1,all right now men be following women places man ,men,following,men_be_following,Noun,VerbPresentParticiple,Noun_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,all,right,now,men,be ,following,women,places,man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe0310492,154,B,457.95,460.86,2.91,1,1,  so i don't be bothered  ,i,bothered,i_be_bothered,PronounPersonal,Adjective,PronounPersonal_be_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,so,i,don't,be ,bothered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe0310495,20,B,72.16,78.33,6.17,1,1, it's down by pineywood not quite in pineywood i be confusing the name of the town  ,i,confusing,i_be_confusing,PronounPersonal,Adjective,PronounPersonal_be_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,it's,down,by,pineywood,not,quite,in,pineywood,i,be ,confusing,the,name,of,the,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe0310495,96,B,312.94,318.14,5.2,1,1,get a person my boy- my boyfriend be beeping and i'm like hey ,boyfriend,beeping,boyfriend_be_beeping,Noun,VerbPresentParticiple,Noun_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,get,a,person,my,boy-,my,boyfriend,be ,beeping,and,i'm,like,hey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe0310495,152,B,502,506.19,4.19,1,1, i know it has my hopes up sometimes i be expecting a call and then  ,i,expecting,i_be_expecting,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,know,it,has,my,hopes,up,sometimes,i,be ,expecting,a,call,and,then,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe0310570,21,B,64.7,68.22,3.52,1,1,you know it's it be doing everyone a benefit and a favor ,it,doing,it_be_doing,PronounNonReferential,VerbPresentParticiple,PronounNonReferential_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,you,know,it's,it,be ,doing,everyone,a,benefit,and,a,favor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe0310574,105,B,328.74,330.78,2.04,1,1,why you be shy ,you,shy,you_be_shy,PronounPersonal,Adjective,PronounPersonal_be_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,why,you,be ,shy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe0310592,157,B,385.89,392.7,6.81,3,3,'cause sometime it be sitting on the shelf and it don't be it just don't be don't taste right   yeah ,it,don't,it_be_don't,PronounNonReferential,ConstituentBoundary,PronounNonReferential_be_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'cause,sometime,it,be,sitting,on,the,shelf,and,it,don't,be,it,just,don't,be ,don't,taste,right,yeah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe0310592,157,B,385.89,392.7,6.81,3,3,'cause sometime it be sitting on the shelf and it don't be it just don't be don't taste right   yeah ,it,it,it_be_it,PronounNonReferential,ConstituentBoundary,PronounNonReferential_be_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'cause,sometime,it,be,sitting,on,the,shelf,and,it,don't,be ,it,just,don't,be,don't,taste,right,yeah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe0310592,157,B,385.89,392.7,6.81,3,3,'cause sometime it be sitting on the shelf and it don't be it just don't be don't taste right   yeah ,it,sitting,it_be_sitting,PronounNonReferential,VerbPresentParticiple,PronounNonReferential_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'cause,sometime,it,be ,sitting,on,the,shelf,and,it,don't,be,it,just,don't,be,don't,taste,right,yeah,,,,,,,,,,,,,,,,,,,,,,,,
fe0310592,186,B,470.59,478.1,7.51,1,1,and there's some people be talking they forget to eat i'm like how can you forget to eat  yeah you ,people,talking,people_be_talking,Noun,VerbPresentParticiple,Noun_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,there's,some,people,be ,talking,they,forget,to,eat,i'm,like,how,can,you,forget,to,eat,yeah,you,,,,,,,,,,,,,,,,,,,,,,,,,
fe0310630,227,B,487.86,489.61,1.75,1,1,kind of cruel stuff they be doing on there ,they,doing,they_be_doing,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kind,of,cruel,stuff,they,be ,doing,on,there,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe0310753,120,A,500.63,514.77,14.14,1,1,and the way they tell you you know they way they tell that these jobs are it be like okay you go yeah 'cause in the paper you see oh you can work up to fifteen hours a day and you know well fifteen dollars an hour ,it,like,it_be_like,PronounNonReferential,QuotativeLike,PronounNonReferential_be_QuotativeLike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,the,way,they,tell,you,you,know,they,way,they,tell,that,these,jobs,are,it,be ,like,okay,you,go,yeah,'cause,in,the,paper,you,see,oh,you,can,work,up,to,fifteen,hours,a,day,and,you,know,well,fifteen,dollars,an,hour,,,,,,,,,,,
fe0310756,125,B,509.73,523.17,13.44,1,1,i see that in the paper for low income housing they that's about the amount of money they be asking to give people low income housing so they can they can go apply for apartment like i couldn't go apply for that apartment because i make ,they,asking,they_be_asking,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,see,that,in,the,paper,for,low,income,housing,they,that's,about,the,amount,of,money,they,be ,asking,to,give,people,low,income,housing,so,they,can,they,can,go,apply,for,apartment,like,i,couldn't,go,apply,for,that,apartment,because,i,make,,,,,,,,,,,,,
fe0310784,97,B,252.54,266.87,14.33,1,1, w- well checking your i. d. you say they say they say they eighteen years old i mean i mean i mean that ain't no problem i mea- you see we see that happen all the time like kid be going in them clubs and stuff with i.d. and say they are eighteen years old they are fourteen or fifteen years old ,kid,going,kid_be_going,Noun,VerbPresentParticiple,Noun_be_VerbPresentParticiple,,,,,,,w-,well,checking,your,i.,d.,you,say,they,say,they,say,they,eighteen,years,old,i,mean,i,mean,i,mean,that,ain't,no,problem,i,mea-,you,see,we,see,that,happen,all,the,time,like,kid,be ,going,in,them,clubs,and,stuff,with,i.d.,and,say,they,are,eighteen,years,old,they,are,fourteen,or,fifteen,years,old,,,,,,,,,,,,,,,,,,
fe0310861,197,A,456.4,468.94,12.54,1,1,i got to start doing what i got to do now and the work is out there you know the work is it's not always good like this you know the hours do- don't always be like this there's been a time when i was i was outta work for three months ,hours,like,hours_be_like,Noun,Preposition,Noun_be_Preposition,,,,,,,,,,,i,got,to,start,doing,what,i,got,to,do,now,and,the,work,is,out,there,you,know,the,work,is,it's,not,always,good,like,this,you,know,the,hours,do-,don't,always,be ,like,this,there's,been,a,time,when,i,was,i,was,outta,work,for,three,months,,,,,,,,,,,,,,,,,,,,,,,,
fe0310883,83,A,128.29,131.73,3.44,1,1,no see if you wear khakis all the time people be like wow that guys important ,people,like,people_be_like,Noun,QuotativeLike,Noun_be_QuotativeLike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,see,if,you,wear,khakis,all,the,time,people,be ,like,wow,that,guys,important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe0310921,174,A,350.9,352.77,1.87,1,1,and she be crying and grabbing ,she,crying,she_be_crying,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,she,be ,crying,and,grabbing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe0311071,50,B,155.46,162.25,6.79,1,1,yeah so um what type wh- what type of topics do y'all be having like every day's like a different topic ,y'all,having,y'all_be_having,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yeah,so,um,what,type,wh-,what,type,of,topics,do,y'all,be ,having,like,every,day's,like,a,different,topic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe0311071,67,B,203.51,207,3.49,1,1,mhm and y'all be cracking jokes and stuff like that  ,y'all,cracking,y'all_be_cracking,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mhm,and,y'all,be ,cracking,jokes,and,stuff,like,that,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe0311071,125,B,336.69,344.77,8.08,1,1,yes and that's the main thing about having a job you you try to get a job that you like doing that you don't be bored with you know ,you,bored,you_be_bored,PronounPersonal,Adjective,PronounPersonal_be_Adjective,,,,,,,,,,,,,,,,,,,,,,yes,and,that's,the,main,thing,about,having,a,job,you,you,try,to,get,a,job,that,you,like,doing,that,you,don't,be ,bored,with,you,know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe0311212,184,B,491.35,503.91,12.56,1,1,yeah yeah that's why i why i don't want to play with others uh i'm very small and ah i'm not very strong so  you know i usually be the loser  ,i,loser,i_be_loser,PronounPersonal,Noun,PronounPersonal_be_Noun,,,,,,,,,,,,,,,,,,yeah,yeah,that's,why,i,why,i,don't,want,to,play,with,others,uh,i'm,very,small,and,ah,i'm,not,very,strong,so,you,know,i,usually,be ,the,loser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe0311281,112,B,329.34,332.58,3.24,1,1,and you sit there and think about it and i read and i be like man you know ,i,like,i_be_like,PronounPersonal,QuotativeLike,PronounPersonal_be_QuotativeLike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,you,sit,there,and,think,about,it,and,i,read,and,i,be ,like,man,you,know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe0311468,121,A,292.39,294.42,2.03,1,1,everybody everybody be off to they selves ,everybody,off,everybody_be_off,PronounIndefinite,Adverb,PronounIndefinite_be_Adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,everybody,everybody,be ,off,to,they,selves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe0311468,137,A,350.45,359.58,9.13,1,1,and uh she said well i guess they didn't they don't come by i said mom you got to realize things have changed people be off into they selves like it i say for instance fourth of july ,people,off,people_be_off,Noun,Adverb,Noun_be_Adverb,,,,,,,,,,,,,,,,,,,,,,and,uh,she,said,well,i,guess,they,didn't,they,don't,come,by,i,said,mom,you,got,to,realize,things,have,changed,people,be ,off,into,they,selves,like,it,i,say,for,instance,fourth,of,july,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe0311476,101,A,196.49,198.39,1.9,1,1,sometimes they be gone for like a whole year ,they,gone,they_be_gone,PronounPersonal,VerbPastParticiple,PronounPersonal_be_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sometimes,they,be ,gone,for,like,a,whole,year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe0311497,139,A,396.3,402.89,6.59,2,1,see that you don't really be around i can't imagine anyone that i would be around   would even ,you,around,you_be_around,PronounPersonal,Adverb,PronounPersonal_be_Adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,see,that,you,don't,really,be,around,i,can't,imagine,anyone,that,i,would,be ,around,would,even,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe0311518,41,A,160.17,166.21,6.04,2,1,i mean they be fighting above each other and everything i would be happier right where i'm at ,they,fighting,they_be_fighting,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,mean,they,be,fighting,above,each,other,and,everything,i,would,be ,happier,right,where,i'm,at,,,,,,,,,,,,,,,,,,,,,,,,,,
fe0311518,166,A,494.98,498.32,3.34,1,1,that you be talking about and stuff it's it's interesting i like it ,you,talking,you_be_talking,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,that,you,be ,talking,about,and,stuff,it's,it's,interesting,i,like,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe0311635,148,B,371.57,374.14,2.57,1,1,they don't just be like hey let's blow up a plane ,they,like,they_be_like,PronounPersonal,QuotativeLike,PronounPersonal_be_QuotativeLike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,they,don't,just,be ,like,hey,let's,blow,up,a,plane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe0311687,70,B,279.04,290.3,11.26,2,1,what we're talking supposed to be talking about outdo- outdoor activities and that is outdoor and racing and all that i as far as when it's cold and everything i don't be doing that you know i do indoor things and stuff so ,i,doing,i_be_doing,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,what,we're,talking,supposed,to,be,talking,about,outdo-,outdoor,activities,and,that,is,outdoor,and,racing,and,all,that,i,as,far,as,when,it's,cold,and,everything,i,don't,be ,doing,that,you,know,i,do,indoor,things,and,stuff,so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
