File,Line,Speaker,UttStartTime,UttEndTime,UttLength,Content,AintVariation,InstancesCountPerLine,FeatureCountPerLine
DCB_se1_ag3_m_03_1,634,DCB_se1_ag3_m_03,1168.4845,1176.3518,7.8673,"I mean, this really ain't a tradition, maybe- maybe the Sunday dinners, you know what I'm saying, or something. Or just- just sticking- just having the family stick together.",ain't,1,1
DCB_se1_ag3_m_03_1,778,DCB_se1_ag3_m_03,1442.3597,1445.7751,3.4154,"I really- I- I haven't, I haven't. I'm quite sure people have.",haven't,2,0
DCB_se1_ag3_m_03_1,791,DCB_se1_ag3_m_03,1463.1457,1467.304,4.1583,"came up with some good shit, but ain't nothing like- Mumbo sauce gotta be nice and",ain't,1,1
DCB_se1_ag3_m_03_1,821,DCB_se1_ag3_m_03,1521.0337,1526.7568,5.7231,"You know what I'm saying, or- or somebody would say, yo like, nah yo we ain't even doing that. So we was like, nah, Mo.",ain't,1,1
DCB_se1_ag3_m_03_1,823,DCB_se1_ag3_m_03,1527.0871,1529.9233,2.8362,"It ain't even gonna go down like that, Mo, you know what I'm saying.",ain't,1,1
DCB_se1_ag3_m_03_1,862,DCB_se1_ag3_m_01,1586.8302,1587.4441,0.6139,You ain't- ,ain't,1,1
DCB_se1_ag3_m_03_1,864,DCB_se1_ag3_m_01,1587.9679,1592.4533,4.4854,You ain't slipping if the person happy but you slipping if somebody- if you out here doing something,ain't,1,1
DCB_se1_ag3_m_03_1,868,DCB_se1_ag3_m_01,1592.8635,1599.0372,6.1737,"you ain't supposed to be doing or you getting over on people you doing whatever and somebody coming back, you don't see 'em now, you slipping.",ain't,1,1
DCB_se1_ag3_m_03_1,904,DCB_se1_ag3_m_03,1645.3654,1647.3507,1.9853,"I didn't even create it cause I heard it myself,",didn't,1,0
DCB_se1_ag3_m_03_1,906,DCB_se1_ag3_m_03,1647.4941,1649.8664,2.3723,but it- that didn't really catch on a lot.,didn't,1,0
DCB_se1_ag3_m_03_1,1012,DCB_se1_ag3_m_03,1804.2315,1805.6596,1.4281,"like I ain't going around there, Bob.",ain't,1,1
DCB_se1_ag3_m_03_1,1018,DCB_se1_ag3_m_03,1809.374,1812.2101,2.8361,"It ain't nobody's name, it ain't nothing it's just like-",ain't,2,2
DCB_se1_ag3_m_03_1,1022,DCB_se1_ag3_m_03,1813.3521,1817.3226,3.9705,"like, I ain't going around there, Bob. You know what I'm saying? Like, I ain't fucking with you, Bob,",ain't,2,2
DCB_se1_ag3_m_03_1,1031,DCB_se1_ag3_m_03,1829.4427,1832.0127,2.57,"Just the way they say it like, boy  I ain't fucking with you.",ain't,1,1
DCB_se1_ag3_m_03_1,1068,DCB_se1_ag3_m_01,1882.9889,1884.5716,1.5827,"Wow, I ain't heard that in a while.",ain't,1,1
DCB_se1_ag3_m_03_1,1107,DCB_se1_ag3_m_03,1947.8912,1951.6023,3.7111,"thought about getting a couple trades or whatever, but just haven't done that yet.",haven't,1,0
DCB_se1_ag3_m_03_1,1121,DCB_se1_ag3_m_03,1968.5913,1970.971,2.3797,"I would- see, I haven't- I haven't really-",haven't,2,0
DCB_se1_ag3_m_03_1,1139,DCB_se1_ag3_m_03,1998.7915,2000.6567,1.8652,"And the drug game ain't gonna last forever,",ain't,1,1
DCB_se1_ag3_m_03_1,1318,DCB_se1_ag3_m_03,2271.4808,2274.6439,3.1631,"We just didn't have the money, the ideas were stole from us, and",didn't,1,0
DCB_se1_ag3_m_03_1,1332,DCB_se1_ag3_m_03,2298.4078,2300.6033,2.1955,We would never- I didn't know that til I was,didn't,1,0
DCB_se1_ag3_m_03_1,1345,DCB_se1_ag3_m_01,2316.9216,2320.3059,3.3843,"But then when you start doing research, you find out, ain't done near nothing,",ain't,1,1
DCB_se1_ag3_m_03_1,1348,DCB_se1_ag3_m_03,2320.8555,2324.7601,3.9046,Yeah they ain't done shit but took every motherfucking thing and put they name on the shit.,ain't,1,1
DCB_se1_ag3_m_03_1,1469,DCB_se1_ag3_m_03,2525.0347,2526.1099,1.0752,"I just haven't done it yet,",haven't,1,0
DCB_se1_ag3_m_03_1,1643,DCB_se1_ag3_m_03,2822.5102,2829.1542,6.644,"I don't- I don't wanna- see, I ain't a Donald Trump supporter, but I think people should get off his ass, for real, for real",ain't,1,1
DCB_se1_ag3_m_03_1,1677,DCB_se1_ag3_m_01,2872.0926,2873.7842,1.6916,you can respect that at least he ain't,ain't,1,1
DCB_se1_ag3_m_03_1,1752,DCB_se1_ag3_m_03,2974.82,2976.5917,1.7717,Them presidents ain't having that shit.,ain't,1,1
DCB_se1_ag3_m_03_1,1810,DCB_se1_ag3_m_03,3052.5862,3053.7595,1.1733,why he ain't getting no money?,ain't,1,1
DCB_se1_ag3_m_03_1,1872,DCB_se1_ag3_m_03,3150.5316,3157.0488,6.5172,"Donald Trump not our President, rioting and shit. What the fuck are you rioting for? He haven't even done anything",haven't,1,0
DCB_se1_ag3_m_03_1,1904,DCB_se1_ag3_m_01,3204.0445,3209.9879,5.9434,"Oh nah, like for me I don't- I mean, it doesn't matter what I think, I mean, just saying, that's just your view and that's how you see it, so I ain't  you can't-",ain't,1,1
DCB_se1_ag3_m_03_1,1921,DCB_se1_ag3_m_01,3229.3558,3235.4558,6.1,"it didn't matter if Hillary was in there and all that, the agenda's gonna be the same. So, just like when Obama was in there, the agenda the same, so.",didn't,1,0
DCB_se1_ag3_m_03_1,1933,DCB_se1_ag3_m_01,3249.3118,3257.9911,8.6793,"I just- I just- you know, like, me I just don't pay attention to it. I mean, it's all nonsense to me. I'm not- I- I- I can't play like I'm apart of something when I know good damn well I'm not,",I'm not,2,0
DCB_se1_ag3_m_03_1,1941,DCB_se1_ag3_m_01,3268.3762,3271.1055,2.7293,"Everybody have their own views and stuff, ain't nobody, you know,",ain't,1,1
DCB_se1_ag3_m_03_1,1973,DCB_se1_ag3_m_03,3315.859,3318.4937,2.6347,"Down there by  No I haven't been there yet, I actually haven't.",haven't,2,0
DCB_se1_ag3_m_03_1,1985,DCB_se1_ag3_m_03,3329.8676,3333.5703,3.7027,"Yeah, yeah, yeah, on that side. Yeah I haven't been, I haven't been.",haven't,2,0
DCB_se1_ag4_f_01_1,169,DCB_se1_ag4_f_01,170.8459,173.0349,2.189,Our parents didn't- They were kind of strict.,didn't,1,0
DCB_se1_ag4_f_01_1,330,DCB_se1_ag4_f_01,371.4078,374.0607,2.6529,"we didn't wanna take the picture but she made us get in it,",didn't,1,0
DCB_se1_ag4_f_01_1,362,DCB_se1_ag4_f_01,407.3664,412.7463,5.3799,"But then he wanted to start getting fresh, so I told her, she didn't believe me cause she was a drunk. ",didn't,1,0
DCB_se1_ag4_f_01_1,386,DCB_se1_ag4_f_01,429.1916,435.1385,5.9469,"I would meet people in the park and they would see that I didn't have nowhere to go, they would offer me over to their house, give me something to eat,",didn't,1,0
DCB_se1_ag4_f_01_1,403,DCB_int_01,451.3156,455.7537,4.4381,Okay so you started in elementary school but while you were living in the park you didn't- Did you go to school?,didn't,1,0
DCB_se1_ag4_f_01_1,436,DCB_se1_ag4_f_01,478.5394,483.0434,4.504,"you know, b- get- being able to get no help, nobody didn't wanna help me because back then in the day,",didn't,1,0
DCB_se1_ag4_f_01_1,456,DCB_se1_ag4_f_01,514.7968,517.9783,3.1815,"Sleep in elevator shafts that didn't work, you know.",didn't,1,0
DCB_se1_ag4_f_01_2,10,DCB_se1_ag4_f_01,13.9457,16.843,2.8973,Because I didn't have my first son until I was thirty-two.,didn't,1,0
DCB_se1_ag4_f_01_2,18,DCB_se1_ag4_f_01,23.7704,26.6717,2.9013,and somebody to love me back but for some odd reason God didn't,didn't,1,0
DCB_se1_ag4_f_01_2,41,DCB_int_01,51.4557,52.5362,1.0805,Okay he hasn't had-,hasn't,1,0
DCB_se1_ag4_f_01_2,300,DCB_se1_ag4_f_01,346.8192,347.8645,1.0453,"I didn't want to,",didn't,1,0
DCB_se1_ag4_f_01_2,376,DCB_se1_ag4_f_01,432.6766,435.3418,2.6652,they didn't wanna get rid of me but when they cut my money so,didn't,1,0
DCB_se1_ag4_f_01_2,547,DCB_int_01,629.1431,630.4902,1.3471,you ain't really from DC?,ain't,1,1
DCB_se1_ag4_f_01_2,614,DCB_se1_ag4_f_01,706.1909,707.4915,1.3006,"If I ain't on the bus,",ain't,1,1
DCB_se1_ag4_f_01_2,664,DCB_se1_ag4_f_01,763.8827,767.5257,3.643,"I'm not standing on that bus, so I just stand and wait for the next one.",I'm not,1,0
DCB_se1_ag4_f_01_2,769,DCB_se1_ag4_f_01,884.3073,886.228,1.9207,"RD-NAME-2 said, I ain't never in my life RD-NAME-2",ain't,1,1
DCB_se1_ag4_f_01_2,790,DCB_int_01,915.2796,917.2165,1.9369,we ain't seen RD-NAME-3 in a few days.,ain't,1,1
DCB_se1_ag4_f_01_2,797,DCB_int_01,924.8655,927.8189,2.9534,"and even as this- now I know lately hasn't been as much,",hasn't,1,0
DCB_se1_ag4_f_01_2,844,DCB_se1_ag4_f_01,973.9198,976.465,2.5452,we got a whooping if we didn't go to church.,didn't,1,0
DCB_se1_ag4_f_01_2,988,DCB_se1_ag4_f_01,1141.822,1142.7024,0.8804,they haven't been,haven't,1,0
DCB_se1_ag4_f_01_2,1228,DCB_se1_ag4_f_01,1415.9912,1416.9517,0.9605,I just didn't get it.,didn't,1,0
DCB_se1_ag4_f_01_2,1230,DCB_se1_ag4_f_01,1417.1211,1421.1057,3.9846,"I just didn't understand what was we learning from that I mean you know,",didn't,1,0
DCB_se1_ag4_f_01_2,1248,DCB_se1_ag4_f_01,1436.4571,1437.2415,0.7844,I didn't like it.,didn't,1,0
DCB_se1_ag4_f_01_2,1250,DCB_se1_ag4_f_01,1437.4043,1439.3772,1.9729,just like I didn't like it- you know I mean it was-,didn't,1,0
DCB_se1_ag4_f_01_2,1254,DCB_se1_ag4_f_01,1442.5521,1443.2924,0.7403,But we didn't.,didn't,1,0
DCB_se1_ag4_f_01_2,1260,DCB_se1_ag4_f_01,1451.4723,1453.299,1.8267,"But our mothers didn't allow us to do that,",didn't,1,0
DCB_se1_ag4_f_01_2,1371,DCB_se1_ag4_f_01,1589.6402,1595.1415,5.5013,"um, the generation today or the people of today I'm not even gonna say the generation even people my age,",I'm not,1,0
DCB_se1_ag4_f_01_2,1497,DCB_se1_ag4_f_01,1734.518,1737.8218,3.3038,You know I'm not gonna just go out there and just procrest for any dumb thing.,I'm not,1,0
DCB_se1_ag4_f_01_2,1507,DCB_se1_ag4_f_01,1746.0888,1746.9022,0.8134,They ain't right,ain't,1,1
DCB_se1_ag4_f_01_2,1558,DCB_se1_ag4_f_01,1797.567,1799.3838,1.8168,I ain't never thought we would have a black-,ain't,1,1
DCB_se1_ag4_f_01_2,1618,DCB_se1_ag4_f_01,1843.321,1845.7823,2.4613,"We didn't have computers, iPods,",didn't,1,0
DCB_se1_ag4_f_01_2,1622,DCB_se1_ag4_f_01,1846.5438,1847.4082,0.8644,No we ain't have that.,ain't,1,1
DCB_se1_ag4_f_01_2,1624,DCB_se1_ag4_f_01,1848.4155,1849.0838,0.6683,We ain't have that.,ain't,1,1
DCB_se1_ag4_f_01_2,1660,DCB_int_01,1888.8522,1894.4536,5.6014,What I miss is- and I was- I was always the little chubby kid so I didn't double dutch and stuff like that but I did-,didn't,1,0
DCB_se1_ag4_f_01_2,1726,DCB_se1_ag4_f_01,1969.89,1974.1599,4.2699,on top o- in front of the TV to make it color but we didn't have color TV.,didn't,1,0
DCB_se1_ag4_f_01_2,1772,DCB_se1_ag4_f_01,2025.514,2026.9347,1.4207, I ain't never show back up.,ain't,1,1
DCB_se1_ag4_f_01_2,1831,DCB_se1_ag4_f_01,2097.6954,2098.5438,0.8484,We didn't do that.,didn't,1,0
DCB_se1_ag4_f_01_2,1864,DCB_se1_ag4_f_01,2140.0932,2141.6892,1.596,And he didn't have no shop but,didn't,1,0
DCB_se1_ag4_f_01_2,1882,DCB_se1_ag4_f_01,2160.2296,2163.447,3.2174,"put their clothes in the locker room make sure nobody didn't bother 'em,",didn't,1,0
DCB_se1_ag4_f_01_2,1937,DCB_se1_ag4_f_01,2215.1493,2216.746,1.5967,"Cause they didn't have nothing like um,",didn't,1,0
DCB_se1_ag4_f_01_2,2057,DCB_se1_ag4_f_01,2324.1098,2327.8145,3.7047,"Even though I left home when I was thirteen and I didn't really have nowhere to go,",didn't,1,0
DCB_se1_ag4_f_01_2,2065,DCB_se1_ag4_f_01,2333.2875,2334.9809,1.6934,I didn't have to see the things that I,didn't,1,0
DCB_se1_ag4_f_01_2,2077,DCB_se1_ag4_f_01,2339.4291,2341.3838,1.9547,I didn't have to have worry about it anymore.,didn't,1,0
DCB_se1_ag4_f_01_2,2083,DCB_se1_ag4_f_01,2345.7255,2349.9595,4.234,"I didn't have- like I say I didn't have my kids, I did a little bit of everything I worked, I-",didn't,2,0
DCB_se1_ag4_f_01_2,2092,DCB_se1_ag4_f_01,2362.551,2363.8996,1.3486,I didn't- I didn't s-,didn't,2,0
DCB_se1_ag4_f_01_2,2094,DCB_se1_ag4_f_01,2364.1957,2365.1557,0.96,I didn't smoke.,didn't,1,0
DCB_se1_ag4_f_01_2,2096,DCB_se1_ag4_f_01,2365.2802,2367.5173,2.2371,You know I didn't smoke- I didn't smoke until I got,didn't,2,0
DCB_se1_ag4_f_01_2,2104,DCB_se1_ag4_f_01,2373.9066,2374.9676,1.061,nah I ain't never drunk.,ain't,1,1
DCB_se1_ag4_f_01_2,2189,DCB_se1_ag4_f_01,2473.5644,2476.1976,2.6332,We didn't have as many homeless people on the street,didn't,1,0
DCB_se1_ag4_m_01_1,22,DCB_se1_ag4_m_01,28.9539,31.0927,2.1388,Second Street I'm not sure I think Second Street.,I'm not,1,0
DCB_se1_ag4_m_01_1,97,DCB_se1_ag4_m_01,152.8241,155.6855,2.8614,"who didn't live with us, he lived in Richmond, Virginia pretty much, uh,",didn't,1,0
DCB_se1_ag4_m_01_1,185,DCB_se1_ag4_m_01,242.404,244.0327,1.6287,"sometimes uh, didn't have",didn't,1,0
DCB_se1_ag4_m_01_1,195,DCB_se1_ag4_m_01,250.927,252.9959,2.0689,"we didn't have cereal she would like make us uh,",didn't,1,0
DCB_se1_ag4_m_01_1,425,DCB_se1_ag4_m_01,531.3544,533.4274,2.073,she- she didn't really try to stop it,didn't,1,0
DCB_se1_ag4_m_01_1,427,DCB_se1_ag4_m_01,533.6172,536.0146,2.3974,you know because she didn't really understand,didn't,1,0
DCB_se1_ag4_m_01_1,433,DCB_se1_ag4_m_01,539.9917,543.5431,3.5514,"Uh, and she didn't know that w- w- we had heroin habits that we were like",didn't,1,0
DCB_se1_ag4_m_01_1,443,DCB_se1_ag4_m_01,552.6224,554.1384,1.516,so she really didn't know-,didn't,1,0
DCB_se1_ag4_m_01_1,453,DCB_se1_ag4_m_01,565.1531,568.5582,3.4051,you know say how she was- how she didn't- she hated that we smoked that stuff.,didn't,1,0
DCB_se1_ag4_m_01_1,611,DCB_se1_ag4_m_01,763.4415,765.9466,2.5051,my sisters they didn't- they didn't have those,didn't,2,0
DCB_se1_ag4_m_01_1,625,DCB_se1_ag4_m_01,778.1971,781.4124,3.2153,"that- that did it, you know, but she didn't- she didn't actually do it with us.",didn't,2,0
DCB_se1_ag4_m_01_1,820,DCB_se1_ag4_m_01,1001.2804,1006.5949,5.3145,"I w- I tr- started trying it myself but I didn't know what- what to look for in the high, didn't know what to expect from the high so I was smoking it.",didn't,2,0
DCB_se1_ag4_m_01_1,834,DCB_se1_ag4_m_01,1021.7925,1024.3115,2.519,"So I kept smoking it, I really didn't- didn't- didn't- didn't",didn't,4,0
DCB_se1_ag4_m_01_1,838,DCB_se1_ag4_m_01,1026.1101,1027.3394,1.2293,"uh, I didn't know what to look for.",didn't,1,0
DCB_se1_ag4_m_01_1,844,DCB_se1_ag4_m_01,1028.6908,1030.816,2.1252,it- it just- it didn't hit me- it didn't hit me right away.,didn't,2,0
DCB_se1_ag4_m_01_1,1044,DCB_se1_ag4_m_01,1258.5745,1260.6193,2.0448,buy more and it would- it didn't last as long.,didn't,1,0
DCB_se1_ag4_m_01_1,1070,DCB_se1_ag4_m_01,1286.1849,1288.6527,2.4678,it didn't- he didn't feel the high come on fast enough.,didn't,2,0
DCB_se1_ag4_m_01_1,1345,DCB_se1_ag4_m_01,1617.3072,1620.35,3.0428,"But we didn't go consistently, my father he wasn't- he wasn't a believer.",didn't,1,0
DCB_se1_ag4_m_01_1,1351,DCB_se1_ag4_m_01,1626.7893,1633.2475,6.4582,But I didn't know enough about it but then I was always crying out for God to help me you know out of my addiction you know get me out of you know being sick and,didn't,1,0
DCB_se1_ag4_m_01_1,1477,DCB_se1_ag4_m_01,1763.9768,1767.1023,3.1255,when I tried to apply I was denied because they s- they didn't have any apartments.,didn't,1,0
DCB_se1_ag4_m_01_1,1625,DCB_se1_ag4_m_01,1961.4693,1961.9876,0.5183,they didn't drink-,didn't,1,0
DCB_se1_ag4_m_01_1,1643,DCB_se1_ag4_m_01,1980.4137,1988.2203,7.8066,"And they would get their wine they would drink- get drunk, they would go in the alley, next thing you know we see 'em laying up against the wall but nobody bothered 'em nobody bo- and they didn't really have anything so nobody bothered nobody-",didn't,1,0
DCB_se1_ag4_m_01_1,1757,DCB_se1_ag4_m_01,2113.3716,2115.8922,2.5206,You know and I kept telling her know that I didn't wanna-,didn't,1,0
DCB_se1_ag4_m_01_1,1759,DCB_se1_ag4_m_01,2116.3147,2119.5376,3.2229,want her to be around me because I didn't want her to get in trouble and I didn't want her husband you know,didn't,2,0
DCB_se1_ag4_m_01_1,1773,DCB_se1_ag4_m_01,2135.8726,2136.693,0.8204,I didn't see her anymore.,didn't,1,0
DCB_se1_ag4_m_01_1,1841,DCB_se1_ag4_m_01,2208.1858,2212.0916,3.9058,He didn't go anywhere they came down somebody told 'em h- that he had the drugs cause they came and asked,didn't,1,0
DCB_se1_ag4_m_01_1,1849,DCB_se1_ag4_m_01,2219.5421,2221.2789,1.7368,"And he said, I ain't giving you nothing, you know so",ain't,1,1
DCB_se1_ag4_m_01_1,1853,DCB_se1_ag4_m_01,2224.52,2227.3493,2.8293,"and said, you don't give it up then I'm'a shoot you, you know and he didn't give it up.",didn't,1,0
DCB_se1_ag4_m_01_1,2083,DCB_se1_ag4_m_01,2474.5437,2478.625,4.0813,"the white man was evil, the white man was the devil you know and we didn't trust white people.",didn't,1,0
DCB_se1_ag4_m_01_1,2161,DCB_se1_ag4_m_01,2574.2232,2578.2401,4.0169,"And she didn't say anything, you know. She didn't say, watch your mouth, or anything it was just like,",didn't,2,0
DCB_se1_ag4_m_01_1,2307,DCB_se1_ag4_m_01,2708.4636,2710.5609,2.0973,"You strive for it, I didn't believe in so much",didn't,1,0
DCB_se1_ag4_m_01_1,2519,DCB_se1_ag4_m_01,2912.6262,2915.2212,2.595,"We're not blaming, I'm not blaming any one particular",I'm not,1,0
DCB_se1_ag4_m_01_1,2624,DCB_se1_ag4_m_01,3020.3125,3021.7824,1.4699,I didn't- couldn't think of a hobby.,didn't,1,0
DCB_se1_ag4_m_01_1,2646,DCB_se1_ag4_m_01,3047.0026,3050.2383,3.2357,"w- you know, he didn't know about it but eventually I said, can you teach me how to play?",didn't,1,0
DCB_se1_ag4_m_01_1,2764,DCB_se1_ag4_m_01,3207.2558,3210.1568,2.901,it's- it's- it hasn't had it's longetivity like some- some,hasn't,1,0
DCB_se1_ag4_m_01_1,2802,DCB_se1_ag4_m_01,3253.3499,3255.2032,1.8533,You know I'm not really sure but Hot Shoppes Jr. was-,I'm not,1,0
DCB_se1_ag4_m_01_1,2826,DCB_se1_ag4_m_01,3280.0649,3284.2092,4.1443,"stood for a while, then all of a sudden those are- these aren't there anymore there's only the Lincoln, you know.",aren't,1,0
DCB_se1_ag4_m_01_1,3054,DCB_se1_ag4_m_01,3540.6457,3542.7541,2.1084,"People didn't take advantage of that like they should have, you know,",didn't,1,0
DCB_se1_ag4_m_01_1,3072,DCB_se1_ag4_m_01,3555.3065,3559.6463,4.3398,"Next three years, twenty-five hundred dollars you know, they- they done haven't taken advantage of that you know, so.",haven't,1,0
DCB_se1_ag4_m_01_1,3263,DCB_se1_ag4_m_01,3761.5896,3763.4045,1.8149,"I was gonna beat it, even though my brother didn't beat it.",didn't,1,0
DCB_se1_ag4_m_01_1,3265,DCB_se1_ag4_m_01,3763.8173,3765.5053,1.688,You know I didn't feel that was the c- my- my fate.,didn't,1,0
DCB_se1_ag4_m_01_1,3333,DCB_se1_ag4_m_01,3839.8419,3844.6351,4.7932,"I would find drugs, even when I told them I wouldn't find anything, I said, I'm not gonna find anything, I would still find stuff.",I'm not,1,0
DCB_se1_ag4_m_02_1,69,DCB_se1_ag4_m_02,117.1629,119.3277,2.1648,Ain't no- Everything now is pick up a pistol.,ain't,1,1
DCB_se1_ag4_m_02_1,115,DCB_se1_ag4_m_02,182.9153,184.3594,1.4441,I'm not gonna say into drugs-,I'm not,1,0
DCB_se1_ag4_m_02_1,139,DCB_se1_ag4_m_02,212.4905,216.2211,3.7306,"If they ain't live with grandma, and grandma can't handle these kids. These kids are rough today.",ain't,1,1
DCB_se1_ag4_m_02_1,153,DCB_se1_ag4_m_02,234.7025,236.274,1.5715,"cause like I said, the daddy's ain't around.",ain't,1,1
DCB_se1_ag4_m_02_1,171,DCB_se1_ag4_m_02,263.7185,268.4089,4.6904,"these kids selling drugs ain't no food- they- they- the ones living at home ain't taking no food home,",ain't,2,2
DCB_se1_ag4_m_02_1,173,DCB_se1_ag4_m_02,268.7912,270.6812,1.89,"they ain't give mom nothing for the rent,",ain't,1,1
DCB_se1_ag4_m_02_1,181,DCB_se1_ag4_m_02,279.0214,282.2494,3.228,They keep- they putting it right back in the system but they ain't doing nothing at home.,ain't,1,1
DCB_se1_ag4_m_02_1,251,DCB_se1_ag4_m_02,384.1567,385.467,1.3103,ones of us didn't get killed,didn't,1,0
DCB_se1_ag4_m_02_1,263,DCB_se1_ag4_m_02,398.533,403.9625,5.4295,"they, uh- they offering the black women a lot of jobs that they ain't- they had never thought of offering a black man.",ain't,1,1
DCB_se1_ag4_m_02_1,273,DCB_se1_ag4_m_02,415.4073,416.874,1.4667,They ain't tryna kill us no more.,ain't,1,1
DCB_se1_ag4_m_02_1,275,DCB_se1_ag4_m_02,417.2904,419.2017,1.9113,They ain't never tried to hang us in DC.,ain't,1,1
DCB_se1_ag4_m_02_1,279,DCB_se1_ag4_m_02,420.4972,421.8422,1.345,They ain't never tried to hang us here.,ain't,1,1
DCB_se1_ag4_m_02_1,287,DCB_se1_ag4_m_02,433.0494,436.1541,3.1047,"Yeah the Klan- the Klan is still here. You know, they haven't gone no place.",haven't,1,0
DCB_se1_ag4_m_02_1,373,DCB_se1_ag4_m_02,541.3042,543.6616,2.3574,"I'm not making no excuses for 'em cause they're doing it,",I'm not,1,0
DCB_se1_ag4_m_02_1,503,DCB_se1_ag4_m_02,702.8863,704.3074,1.4211,I'm not giving- I'm not giving up.,I'm not,2,0
DCB_se1_ag4_m_02_1,551,DCB_se1_ag4_m_02,756.7543,760.1587,3.4044,it won't make it through inspection I don't think. I think- I'm not putting too much money in it.,I'm not,1,0
DCB_se1_ag4_m_02_1,565,DCB_se1_ag4_m_02,777.1306,781.9657,4.8351,"And so, that's what I do. I- you know what I'm saying. Cause I'm not tryna steal nothing and I'm not tryna break in nothing.",I'm not,2,0
DCB_se1_ag4_m_02_1,609,DCB_se1_ag4_m_02,838.1527,845.9777,7.825,"You know, that's- that's- that's the proof of the pudding right there. That's how it this- this- this life is- this city is. But this- this isn't- and this is not the worst city.",isn't,1,0
DCB_se1_ag4_m_02_1,639,DCB_se1_ag4_m_02,888.7172,891.5063,2.7891,"But, see, things- see, things haven't changed. Things just got worse.",haven't,1,0
DCB_se1_ag4_m_02_1,678,DCB_se1_ag4_m_02,935.1344,936.7313,1.5969,I ne- I ain't kill no babies or nothing.,ain't,1,1
DCB_se1_ag4_m_02_1,748,DCB_se1_ag4_m_02,1031.7827,1036.8442,5.0615,"You could always go see him. There was always room, you know. Ain't it- - places were crowded sometimes",ain't,1,1
DCB_se1_ag4_m_02_1,815,DCB_se1_ag4_m_02,1116.2777,1118.9307,2.653,"Blacks tried to get along with the Whites, you know. We didn't- you know,",didn't,1,0
DCB_se1_ag4_m_02_1,817,DCB_se1_ag4_m_02,1119.1559,1123.5944,4.4385,"hey, we didn't like 'em, you know, we know- we know they don't like us, we- but we said we try to get along.",didn't,1,0
DCB_se1_ag4_m_02_1,867,DCB_se1_ag4_m_02,1202.3428,1205.1734,2.8306,"Uh, I- But I haven't seen them in- in ages, you know.",haven't,1,0
DCB_se1_ag4_m_02_1,889,DCB_se1_ag4_m_02,1232.969,1238.002,5.033,"I was just hoping that my mother didn't die til, uh, I got out of prison. And she was still alive, so",didn't,1,0
DCB_se1_ag4_m_02_1,917,DCB_se1_ag4_m_02,1278.6924,1281.5382,2.8458,"So it's like, you know, it's- ain't no- it's no such thing as-",ain't,1,1
DCB_se1_ag4_m_02_1,988,DCB_se1_ag4_m_02,1364.0304,1366.2602,2.2298,Ain't no teenager no more. You're sixty two.,ain't,1,1
DCB_se1_ag4_m_02_1,1024,DCB_se1_ag4_m_02,1402.4119,1404.3031,1.8912,Didn't want my kids to come- grow up cursing.,didn't,1,0
DCB_se1_ag4_m_02_1,1090,DCB_se1_ag4_m_02,1479.0002,1483.3579,4.3577,"you go- need to leave- you go leave out in the day time, you ain't tryna come back and all your shit missing.",ain't,1,1
DCB_se1_ag4_m_02_1,1176,DCB_se1_ag4_m_02,1580.09,1582.9105,2.8205,"You didn't get along with everybody, but that- that was to be expected.",didn't,1,0
DCB_se1_ag4_m_02_1,1257,DCB_se1_ag4_m_02,1679.0035,1682.6028,3.5993,"You know, I didn't- I really didn't have no social- my social life was messed up playing football.",didn't,2,0
DCB_se1_ag4_m_02_1,1288,DCB_se1_ag4_m_02,1725.9399,1727.9591,2.0192,But I didn't go to college cause I couldn't afford to.,didn't,1,0
DCB_se1_ag4_m_02_1,1507,DCB_se1_ag4_m_02,2021.7044,2027.2867,5.5823,"uh- I'm not- uh, me and my sister beefing right now. We been beefing for a couple years- a year- about a year now. I was down in North Carolina visiting.",I'm not,1,0
DCB_se1_ag4_m_02_1,1526,DCB_se1_ag4_m_02,2051.6719,2053.4387,1.7668,so I'm not blocking nobody in.,I'm not,1,0
DCB_se1_ag4_m_02_1,1528,DCB_se1_ag4_m_02,2053.6511,2054.9223,1.2712,I'm not- I'm not parked,I'm not,2,0
DCB_se1_ag4_m_02_1,1534,DCB_se1_ag4_m_02,2060.3489,2063.6336,3.2847,"and her- her, uh, stepfather has to get in the garage so I'm not blocking the garage.",I'm not,1,0
DCB_se1_ag4_m_02_1,1613,DCB_se1_ag4_m_02,2166.7945,2168.2315,1.437,I was- But it didn't hurt.,didn't,1,0
DCB_se1_ag4_m_02_1,1619,DCB_se1_ag4_m_02,2175.524,2178.5751,3.0511,after it dawned on me what it was cause I didn't- cause I didn't know-,didn't,2,0
DCB_se1_ag4_m_02_1,1627,DCB_se1_ag4_m_02,2187.609,2189.4107,1.8017,But I said now I ain't had nothing to drink.,ain't,1,1
DCB_se1_ag4_m_02_1,1706,DCB_se1_ag4_m_02,2275.93,2280.6105,4.6805,"uh, I got to- I got to the hospital. It's cause my daughter took me to the ho- I didn't- I wasn't going to the hospital.",didn't,1,0
DCB_se1_ag4_m_02_1,1710,DCB_se1_ag4_m_02,2283.6231,2287.5653,3.9422,"and she wanted me to call the hospital, call an ambulance. I said I ain't gonna call an ambulance. I'm not-",ain't,1,1
DCB_se1_ag4_m_02_1,1710,DCB_se1_ag4_m_02,2283.6231,2287.5653,3.9422,"and she wanted me to call the hospital, call an ambulance. I said I ain't gonna call an ambulance. I'm not-",I'm not,1,0
